School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
Lorene Rogers Middle,https://www.schooldigger.com/go/TX/schools/3600021184/school.aspx,Prosper Independent School District,https://www.schooldigger.com/go/TX/district/36000/search.aspx,1001 S Coit,Prosper,https://www.schooldigger.com/go/TX/city/Prosper/search.aspx,75078,Collin County,(469) 219-2150,No,No,No,(n/a),1259,83.3,15.1,3.4,8,0.2,4.6,13.1,0,5.2,68.9,94.8
Barbers Hill Middle South,https://www.schooldigger.com/go/TX/schools/0945012964/school.aspx,Barbers Hill Independent School District,https://www.schooldigger.com/go/TX/district/09450/search.aspx,7717 Eagle Dr,Mont Belvieu,https://www.schooldigger.com/go/TX/city/Mont+Belvieu/search.aspx,77580,Chambers County,(281) 576-2221,No,No,No,(n/a),806,59.1,13.6,23.3,2.9,0.4,0.7,29.8,0,1.6,64.6,94.6
Raymond B Cooper J H,https://www.schooldigger.com/go/TX/schools/4653011179/school.aspx,Wylie Independent School District,https://www.schooldigger.com/go/TX/district/46530/search.aspx,101 Hensley Ln,Wylie,https://www.schooldigger.com/go/TX/city/Wylie/search.aspx,75098,Collin County,(972) 429-3250,No,No,No,(n/a),996,56.4,17.6,25.4,15.9,0.3,19.2,21.1,0.2,4.7,38.7,94.6
Groom School,https://www.schooldigger.com/go/TX/schools/2184002205/school.aspx,Groom Independent School District,https://www.schooldigger.com/go/TX/district/21840/search.aspx,304 W 3rd,Groom,https://www.schooldigger.com/go/TX/city/Groom/search.aspx,79039,Carson County,(806) 248-7474,Yes,No,No,(n/a),137,18.6,7.3,23.4,0.7,0.7,0.7,10.9,0,1.5,85.4,94.5
Eleanor Kolitz Hebrew Language Academy,https://www.schooldigger.com/go/TX/schools/0143513053/school.aspx,Eleanor Kolitz Hebrew Language Academy,https://www.schooldigger.com/go/TX/district/01435/search.aspx,11327 Dreamland Dr,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78230,Bexar County,(210) 890-7267,No,Yes,No,(n/a),466,31.7,14.6,18.2,1.9,0.4,5.2,51.7,0,4.3,36.5,94.4
League City Intermediate,https://www.schooldigger.com/go/TX/schools/1428005674/school.aspx,Clear Creek Independent School District,https://www.schooldigger.com/go/TX/district/14280/search.aspx,2588 Webster,League City,https://www.schooldigger.com/go/TX/city/League+City/search.aspx,77573,Galveston County,(281) 284-3400,No,No,Yes,(n/a),1083,61.8,17.4,13.8,4.7,0.3,10.6,23.2,0.1,6,55.1,94.4
Sartartia Middle,https://www.schooldigger.com/go/TX/schools/1965008564/school.aspx,Fort Bend Independent School District,https://www.schooldigger.com/go/TX/district/19650/search.aspx,8125 Homeward Way,Sugar Land,https://www.schooldigger.com/go/TX/city/Sugar+Land/search.aspx,77479,Fort Bend County,(281) 634-6310,No,No,No,(n/a),1324,74,17.8,17.2,7.6,0.2,56.6,10.6,0.2,4.5,20.3,94.3
Maus Middle,https://www.schooldigger.com/go/TX/schools/2001012470/school.aspx,Frisco Independent School District,https://www.schooldigger.com/go/TX/district/20010/search.aspx,12175 Coit Rd,Frisco,https://www.schooldigger.com/go/TX/city/Frisco/search.aspx,75035,Collin County,(469) 633-5250,No,No,No,(n/a),914,67.6,13.5,15,17.6,0.9,38.5,9.6,0,4.4,29,94.3
London Middle,https://www.schooldigger.com/go/TX/schools/2799013493/school.aspx,London Independent School District,https://www.schooldigger.com/go/TX/district/27990/search.aspx,1306 Fm 43,Corpus Christi,https://www.schooldigger.com/go/TX/city/Corpus+Christi/search.aspx,78415,Nueces County,(361) 452-4902,No,No,No,(n/a),331,21.8,15.1,15.1,0.6,0,3.3,56.2,0,1.5,38.4,94.3
Young Women's Leadership Academy,https://www.schooldigger.com/go/TX/schools/3057013970/school.aspx,Midland Independent School District,https://www.schooldigger.com/go/TX/district/30570/search.aspx,126 Thornridge Dr,Midland,https://www.schooldigger.com/go/TX/city/Midland/search.aspx,79703,Midland County,(432) 240-8700,Yes,Yes,No,(n/a),285,14.2,19.9,35.8,7.7,0,4.2,44.2,0,3.5,40.4,94.2
Aledo Middle,https://www.schooldigger.com/go/TX/schools/0778000090/school.aspx,Aledo Independent School District,https://www.schooldigger.com/go/TX/district/07780/search.aspx,416 Fm 1187 S,Aledo,https://www.schooldigger.com/go/TX/city/Aledo/search.aspx,76008,Parker County,(817) 441-5198,No,No,No,(n/a),1091,59,18.4,14.4,1.6,0.4,0.5,17.9,0.1,4.9,74.6,94.2
Forestwood Middle,https://www.schooldigger.com/go/TX/schools/2730003746/school.aspx,Lewisville Independent School District,https://www.schooldigger.com/go/TX/district/27300/search.aspx,2810 Morriss Rd,Flower Mound,https://www.schooldigger.com/go/TX/city/Flower+Mound/search.aspx,75028,Denton County,(469) 713-5972,No,No,No,(n/a),895,58.4,15.3,11.2,4,0.2,15.4,17.4,0,4.7,58.2,94.2
Rise Academy,https://www.schooldigger.com/go/TX/schools/0014108325/school.aspx,Rise Academy,https://www.schooldigger.com/go/TX/district/00141/search.aspx,207 N Martin Luther King Blvd,Lubbock,https://www.schooldigger.com/go/TX/city/Lubbock/search.aspx,79403,Lubbock County,(806) 744-0438,Yes,Yes,No,(n/a),277,17.3,15.9,86.6,78.3,0,0,17.7,0,3.2,0.7,94.2
Willow Wood J H,https://www.schooldigger.com/go/TX/schools/4296009516/school.aspx,Tomball Independent School District,https://www.schooldigger.com/go/TX/district/42960/search.aspx,11770 Gregson Rd,Tomball,https://www.schooldigger.com/go/TX/city/Tomball/search.aspx,77377,Harris County,(281) 357-3030,No,No,No,(n/a),1541,86,17.9,20.4,6.1,0.2,11.2,29.8,0,3.8,48.9,94.1
Argyle Middle,https://www.schooldigger.com/go/TX/schools/0867008200/school.aspx,Argyle Independent School District,https://www.schooldigger.com/go/TX/district/08670/search.aspx,6601 Canyon Falls Dr,Argyle,https://www.schooldigger.com/go/TX/city/Argyle/search.aspx,76226,Denton County,(940) 246-2126,No,No,No,(n/a),927,61,15.1,5.6,1.9,0.3,3.2,12.2,0,2.8,79.5,94
Austin Middle,https://www.schooldigger.com/go/TX/schools/2028007001/school.aspx,Galveston Independent School District,https://www.schooldigger.com/go/TX/district/20280/search.aspx,1514 N 1/2,Galveston,https://www.schooldigger.com/go/TX/city/Galveston/search.aspx,77550,Galveston County,(409) 761-3500,Yes,No,No,(n/a),574,39,14.6,58.9,11.1,0.2,4.9,40.2,0.2,1.4,42,93.9
Mumford High School,https://www.schooldigger.com/go/TX/schools/3195008899/school.aspx,Mumford Independent School District,https://www.schooldigger.com/go/TX/district/31950/search.aspx,9755 Fm 50,Mumford,https://www.schooldigger.com/go/TX/city/Mumford/search.aspx,77807,Robertson County,(979) 279-3678,No,No,No,(n/a),238,18.3,12.9,68.5,6.7,0,0.8,56.7,0,2.1,33.6,93.8
Salyards Middle,https://www.schooldigger.com/go/TX/schools/1611012598/school.aspx,Cypress-Fairbanks Independent School District,https://www.schooldigger.com/go/TX/district/16110/search.aspx,21757 Fairfield Place,Cypress,https://www.schooldigger.com/go/TX/city/Cypress/search.aspx,77433,Harris County,(281) 373-2400,No,No,No,(n/a),1601,87.1,18.3,18.6,10.4,0.4,6,22.7,0.2,4.5,55.7,93.8
Founders Classical Academy,https://www.schooldigger.com/go/TX/schools/0016312670/school.aspx,Texas College Preparatory Academies,https://www.schooldigger.com/go/TX/district/00163/search.aspx,1010 Bellaire Blvd,Lewisville,https://www.schooldigger.com/go/TX/city/Lewisville/search.aspx,75067,Denton County,(972) 316-3663,No,Yes,No,(n/a),918,59.3,15.4,17.6,6.9,0,16.7,17.8,0.2,6.9,51.6,93.8
Great Hearts Irving Upper,https://www.schooldigger.com/go/TX/schools/0144113888/school.aspx,Great Hearts Texas,https://www.schooldigger.com/go/TX/district/01441/search.aspx,3520 World Cup,Irving,https://www.schooldigger.com/go/TX/city/Irving/search.aspx,75038,Dallas County,(469) 725-0014,No,Yes,No,(n/a),596,39.4,15.1,19.1,4.2,0,36.1,16.1,0,4.2,39.4,93.7
Houston Gateway Academy - Coral Campus,https://www.schooldigger.com/go/TX/schools/0011812310/school.aspx,Houston Gateway Academy Inc,https://www.schooldigger.com/go/TX/district/00118/search.aspx,1020 Coral St,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77012,Harris County,(713) 923-5060,Yes,Yes,No,(n/a),923,41,22.5,89.3,0.4,0.1,0.1,98.3,0,0.1,1,93.6
Chaparral Star Academy,https://www.schooldigger.com/go/TX/schools/0006408059/school.aspx,Chaparral Star Academy,https://www.schooldigger.com/go/TX/district/00064/search.aspx,14046 Summit Dr,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78728,Travis County,(512) 989-2672,No,Yes,No,(n/a),370,26.8,13.8,8.6,7.8,0.8,21.4,18.1,0.3,5.9,45.7,93.6
Voss Middle,https://www.schooldigger.com/go/TX/schools/1071013741/school.aspx,Boerne Independent School District,https://www.schooldigger.com/go/TX/district/10710/search.aspx,917 Sh 46 E,Boerne,https://www.schooldigger.com/go/TX/city/Boerne/search.aspx,78006,Kendall County,(830) 357-3500,No,No,No,(n/a),706,44.4,15.8,9.5,0.6,0.1,0.8,24.5,0,2,72,93.6
Wall Middle,https://www.schooldigger.com/go/TX/schools/4441006924/school.aspx,Wall Independent School District,https://www.schooldigger.com/go/TX/district/44410/search.aspx,8065 Loop 570,Wall,https://www.schooldigger.com/go/TX/city/Wall/search.aspx,76957,Tom Green County,(325) 651-7648,No,No,No,(n/a),283,30,9.4,16.6,0,0,0.4,23.3,0,1.4,74.9,93.5
Cedar Valley Middle,https://www.schooldigger.com/go/TX/schools/3808005611/school.aspx,Round Rock Independent School District,https://www.schooldigger.com/go/TX/district/38080/search.aspx,8139 Racine Trl,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78717,Williamson County,(512) 428-2300,No,No,No,(n/a),1352,88.5,15.2,9.2,4.6,0.1,37.7,16,0.1,4.1,37.5,93.5
Universal Academy - Coppell,https://www.schooldigger.com/go/TX/schools/0007008503/school.aspx,Universal Academy,https://www.schooldigger.com/go/TX/district/00070/search.aspx,1001 E Sandy Lake Rd,Coppell,https://www.schooldigger.com/go/TX/city/Coppell/search.aspx,75019,Dallas County,(972) 393-5834,No,Yes,No,(n/a),1662,92.1,18,2.9,10.2,0.3,84.6,2.6,0,0.7,1.6,93.5
Smithfield Middle,https://www.schooldigger.com/go/TX/schools/1023000498/school.aspx,Birdville Independent School District,https://www.schooldigger.com/go/TX/district/10230/search.aspx,8400 Main St,North Richland Hills,https://www.schooldigger.com/go/TX/city/North+Richland+Hills/search.aspx,76180,Tarrant County,(817) 547-5000,No,No,No,(n/a),859,52.7,16.2,27.8,6.1,0.3,4.1,19.3,0,4.2,66,93.4
The Joe Barnhart Academy,https://www.schooldigger.com/go/TX/schools/0972013625/school.aspx,Beeville Independent School District,https://www.schooldigger.com/go/TX/district/09720/search.aspx,301 N Minnesota,Beeville,https://www.schooldigger.com/go/TX/city/Beeville/search.aspx,78102,Bee County,(361) 358-6262,No,No,Yes,(n/a),108,8.3,12.9,59.3,2.8,0,0,74.1,0,2.8,20.4,93.4
McMullen County School,https://www.schooldigger.com/go/TX/schools/2994003368/school.aspx,McMullen County Independent School District,https://www.schooldigger.com/go/TX/district/29940/search.aspx,901 River St,Tilden,https://www.schooldigger.com/go/TX/city/Tilden/search.aspx,78072,McMullen County,(361) 274-2000,No,No,No,(n/a),267,25.5,10.4,24.7,0,0.4,1.1,36.7,0,0.7,61,93.4
Shadow Ridge Middle,https://www.schooldigger.com/go/TX/schools/2730010615/school.aspx,Lewisville Independent School District,https://www.schooldigger.com/go/TX/district/27300/search.aspx,2050 Aberdeen Rd,Flower Mound,https://www.schooldigger.com/go/TX/city/Flower+Mound/search.aspx,75028,Denton County,(469) 713-5984,No,No,No,(n/a),630,43.8,14.3,7.6,3.2,0.3,27.9,13.5,0,3.5,51.6,93.4
Lopez Middle,https://www.schooldigger.com/go/TX/schools/3294011132/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,23103 Hardy Oak Blvd,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78258,Bexar County,(210) 356-5000,No,No,No,(n/a),1379,71.9,19.1,14,4.6,0.1,8.3,47.5,0.1,4.6,34.6,93.4
New Home School,https://www.schooldigger.com/go/TX/schools/3249003605/school.aspx,New Home Independent School District,https://www.schooldigger.com/go/TX/district/32490/search.aspx,225 N Main St,New Home,https://www.schooldigger.com/go/TX/city/New+Home/search.aspx,79381,Lynn County,(806) 924-7543,Yes,No,No,(n/a),575,47,12.2,15.3,0.5,0,0.5,21,0,0.7,77.2,93.3
Shallowater Middle,https://www.schooldigger.com/go/TX/schools/3987004524/school.aspx,Shallowater Independent School District,https://www.schooldigger.com/go/TX/district/39870/search.aspx,12th Ave L,Shallowater,https://www.schooldigger.com/go/TX/city/Shallowater/search.aspx,79363,Lubbock County,(806) 832-4531,No,No,No,(n/a),528,42.2,12.5,40.7,0.9,0,0,31.8,0.2,1.9,65.2,93.2
Mandarin Immersion Magnet School,https://www.schooldigger.com/go/TX/schools/2364012659/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,5445 W Alabama,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77056,Harris County,(713) 295-5276,No,No,Yes,(n/a),726,40,18.1,27.4,14.9,0,43.9,17.2,0.1,10.9,12.9,93
Meridian World School LLC,https://www.schooldigger.com/go/TX/schools/0142212570/school.aspx,Meridian World School LLC,https://www.schooldigger.com/go/TX/district/01422/search.aspx,2555 N Ih 35,Round Rock,https://www.schooldigger.com/go/TX/city/Round+Rock/search.aspx,78664,Williamson County,(512) 660-5230,Yes,Yes,No,(n/a),1682,110,15.2,8.9,8.1,0.6,28.8,18,0.4,5.5,38.5,93
Hunt Middle,https://www.schooldigger.com/go/TX/schools/2001012483/school.aspx,Frisco Independent School District,https://www.schooldigger.com/go/TX/district/20010/search.aspx,4900 Legendary Dr,Frisco,https://www.schooldigger.com/go/TX/city/Frisco/search.aspx,75034,Collin County,(469) 633-5200,No,No,No,(n/a),898,60.6,14.8,19.3,11.9,0.6,16.7,22.7,0,4.7,43.4,93
Gruver J H,https://www.schooldigger.com/go/TX/schools/2193002211/school.aspx,Gruver Independent School District,https://www.schooldigger.com/go/TX/district/21930/search.aspx,405 Garrett Ave,Gruver,https://www.schooldigger.com/go/TX/city/Gruver/search.aspx,79040,Hansford County,(806) 733-2081,Yes,No,No,(n/a),127,9.3,13.5,42.5,0,0,0,44.1,0,0,55.9,92.9
Briarmeadow Charter,https://www.schooldigger.com/go/TX/schools/2364008611/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,3601 Dunvale,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77063,Harris County,(713) 458-5500,Yes,No,No,(n/a),584,38.8,15,48.6,8.7,0.2,26.4,28.3,0.2,4.8,31.5,92.9
Westbrook Intermediate,https://www.schooldigger.com/go/TX/schools/1428010681/school.aspx,Clear Creek Independent School District,https://www.schooldigger.com/go/TX/district/14280/search.aspx,302 W El Dorado Blvd,Friendswood,https://www.schooldigger.com/go/TX/city/Friendswood/search.aspx,77546,Harris County,(281) 284-3800,No,No,Yes,(n/a),1217,65,18.7,24.4,9,0.2,28.6,30.1,0.2,5.8,26.2,92.9
Murphy Middle,https://www.schooldigger.com/go/TX/schools/3510009639/school.aspx,Plano Independent School District,https://www.schooldigger.com/go/TX/district/35100/search.aspx,620 N Murphy Rd,Murphy,https://www.schooldigger.com/go/TX/city/Murphy/search.aspx,75094,Collin County,(469) 752-7000,No,No,No,(n/a),1133,66,17.1,16.5,8.3,0.4,35.1,12.5,0.1,4.8,38.8,92.9
Franklin Middle,https://www.schooldigger.com/go/TX/schools/1974021468/school.aspx,Franklin Independent School District,https://www.schooldigger.com/go/TX/district/19740/search.aspx,1098 W Decherd St,Franklin,https://www.schooldigger.com/go/TX/city/Franklin/search.aspx,77856,Robertson County,(979) 828-7200,No,No,No,(n/a),410,28.7,14.2,41.2,8,0.2,2.4,19.8,0,2.7,66.8,92.7
Bee Cave Middle,https://www.schooldigger.com/go/TX/schools/2647013703/school.aspx,Lake Travis Independent School District,https://www.schooldigger.com/go/TX/district/26470/search.aspx,5400 Vail Divide,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78738,Travis County,(737) 931-2400,No,No,No,(n/a),849,53.1,15.9,5.1,2.1,0.5,7.8,14.1,0,6.1,69.4,92.7
Smithson Valley Middle,https://www.schooldigger.com/go/TX/schools/1473000966/school.aspx,Comal Independent School District,https://www.schooldigger.com/go/TX/district/14730/search.aspx,6101 Fm 311,Spring Branch,https://www.schooldigger.com/go/TX/city/Spring+Branch/search.aspx,78070,Comal County,(830) 885-1200,No,No,No,(n/a),731,41.4,17.6,12.7,1.8,0.4,0.4,30.8,0,4,62.7,92.6
Walter & Lois Curtis Middle,https://www.schooldigger.com/go/TX/schools/0789006072/school.aspx,Allen Independent School District,https://www.schooldigger.com/go/TX/district/07890/search.aspx,1530 Rivercrest Blvd,Allen,https://www.schooldigger.com/go/TX/city/Allen/search.aspx,75002,Collin County,(972) 727-0340,No,No,No,(n/a),1410,80,17.6,18.4,12.6,0.8,24.3,11.3,0.4,4.5,46.1,92.6
Melissa Middle,https://www.schooldigger.com/go/TX/schools/3012003379/school.aspx,Melissa Independent School District,https://www.schooldigger.com/go/TX/district/30120/search.aspx,3150 Cardinal Dr,Melissa,https://www.schooldigger.com/go/TX/city/Melissa/search.aspx,75454,Collin County,(972) 837-4355,No,No,No,(n/a),1020,61.7,16.5,13.7,14.1,0.5,3.2,18.2,0.1,5.1,58.7,92.5
Roach Middle,https://www.schooldigger.com/go/TX/schools/2001010496/school.aspx,Frisco Independent School District,https://www.schooldigger.com/go/TX/district/20010/search.aspx,12499 Independence Pkwy,Frisco,https://www.schooldigger.com/go/TX/city/Frisco/search.aspx,75035,Collin County,(469) 633-5000,No,No,No,(n/a),952,67.4,14.1,17.3,16.4,0.6,32.8,11.2,0.1,4.4,34.5,92.5
Stafford Middle,https://www.schooldigger.com/go/TX/schools/2001012255/school.aspx,Frisco Independent School District,https://www.schooldigger.com/go/TX/district/20010/search.aspx,2288 Little River Dr,Frisco,https://www.schooldigger.com/go/TX/city/Frisco/search.aspx,75034,Denton County,(469) 633-5100,No,No,No,(n/a),970,63.8,15.2,14.7,17.9,0.7,23.3,16.1,0.1,4.6,37.2,92.5
Founders Classical Academy - Frisco,https://www.schooldigger.com/go/TX/schools/0016313683/school.aspx,Texas College Preparatory Academies,https://www.schooldigger.com/go/TX/district/00163/search.aspx,10710 Frisco St,Frisco,https://www.schooldigger.com/go/TX/city/Frisco/search.aspx,75034,Collin County,(972) 330-5844,No,Yes,No,(n/a),850,51.8,16.4,9.9,8.5,0.5,31.4,14,0,6.5,39.2,92.4
Briarhill Middle,https://www.schooldigger.com/go/TX/schools/2730006977/school.aspx,Lewisville Independent School District,https://www.schooldigger.com/go/TX/district/27300/search.aspx,2100 Briarhill Blvd,Highland Village,https://www.schooldigger.com/go/TX/city/Highland+Village/search.aspx,75077,Denton County,(469) 713-5975,No,No,No,(n/a),843,56.7,14.8,8.1,3.8,0.6,6.9,14,0.1,4.2,70.5,92.3
Coppell Middle North,https://www.schooldigger.com/go/TX/schools/1521007862/school.aspx,Coppell Independent School District,https://www.schooldigger.com/go/TX/district/15210/search.aspx,120 Natches Trace,Coppell,https://www.schooldigger.com/go/TX/city/Coppell/search.aspx,75019,Dallas County,(214) 496-7100,Yes,No,No,(n/a),1017,64.9,15.6,14.2,3.8,0.3,37.2,21.9,0,4.5,32.3,92.3
Dr Jack Cockrill Middle,https://www.schooldigger.com/go/TX/schools/2985011171/school.aspx,McKinney Independent School District,https://www.schooldigger.com/go/TX/district/29850/search.aspx,1351 N Hardin Rd,McKinney,https://www.schooldigger.com/go/TX/city/McKinney/search.aspx,75071,Collin County,(469) 302-7900,No,No,No,(n/a),1233,83.5,14.7,20.8,16.4,0.1,5.8,20.3,0.1,3.8,53.5,92.2
Wylie East J H,https://www.schooldigger.com/go/TX/schools/4650014007/school.aspx,Wylie Independent School District,https://www.schooldigger.com/go/TX/district/46500/search.aspx,1682 Colony Hill Rd,Abilene,https://www.schooldigger.com/go/TX/city/Abilene/search.aspx,79602,Taylor County,(325) 437-2360,No,No,No,(n/a),685,45.2,15.1,22.5,5.7,0.1,2.5,22.3,0.3,4.1,65,92.2
