School,School URL,District,District URL,City,CityURL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Fulltime Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent Homes Rented,Percent parents with less than High School education,Percent Parents with Masters and above education,Percent Home Incomes less than Median income,Percent using Food stamps,Percent of Crimes,Standard Score
Friendswood J H,https://www.schooldigger.com/go/TX/schools/1995001949/school.aspx,Friendswood Independent School District,https://www.schooldigger.com/go/TX/district/19950/search.aspx,Friendswood,https://www.schooldigger.com/go/TX/city/Friendswood/search.aspx,77546,Galveston,(281) 996-6200,No,No,No,No,1489,85,17.5,0.09,0.02,0,0.06,0.16,,,94.4
Austin Middle,https://www.schooldigger.com/go/TX/schools/2028007001/school.aspx,Galveston Independent School District,https://www.schooldigger.com/go/TX/district/20280/search.aspx,Galveston,https://www.schooldigger.com/go/TX/city/Galveston/search.aspx,77550,Galveston,(409) 761-3500,Yes,No,No,Yes,520,32,16.2,0.52,0.07,0.01,0.05,0.48,,,94.3
Harmony School Of Science - Houston High,https://www.schooldigger.com/go/TX/schools/0140512741/school.aspx,Harmony School Of Science - Houston,https://www.schooldigger.com/go/TX/district/01405/search.aspx,Sugar Land,https://www.schooldigger.com/go/TX/city/Sugar+Land/search.aspx,77498,Fort Bend,(281) 302-6445,Yes,Yes,No,Yes,782,56,13.9,0.49,0.19,0,0.46,0.21,,,94.3
League City Intermediate,https://www.schooldigger.com/go/TX/schools/1428005674/school.aspx,Clear Creek Independent School District,https://www.schooldigger.com/go/TX/district/14280/search.aspx,League City,https://www.schooldigger.com/go/TX/city/League+City/search.aspx,77573,Galveston,(281) 284-3400,No,No,No,Yes,1020,,17,0.16,0.06,0,0.11,0.18,,,94.2
Universal Academy - Flower Mound,https://www.schooldigger.com/go/TX/schools/0007008503/school.aspx,Universal Academy,https://www.schooldigger.com/go/TX/district/00070/search.aspx,Coppell,https://www.schooldigger.com/go/TX/city/Coppell/search.aspx,75019,Dallas,(972) 393-5834,No,Yes,No,No,1036,70,14.8,0.02,0.1,0.01,0.84,0.03,,,94.2
Wharton K-8 Dual Language Academy,https://www.schooldigger.com/go/TX/schools/2364002610/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77019,Harris,(713) 535-3771,Yes,No,Yes,No,489,27,18.1,0.55,0.15,0,0.02,0.65,,,94.2
Grand Prairie Collegiate Institute,https://www.schooldigger.com/go/TX/schools/2142013031/school.aspx,Grand Prairie Independent School District,https://www.schooldigger.com/go/TX/district/21420/search.aspx,Grand Prairie,https://www.schooldigger.com/go/TX/city/Grand+Prairie/search.aspx,75051,Dallas,(972) 264-6141,Yes,Yes,No,Yes,121,11,11,0.64,0.16,0,0.02,0.62,,,94.2
Guthrie School,https://www.schooldigger.com/go/TX/schools/2202002217/school.aspx,Guthrie Central School District,https://www.schooldigger.com/go/TX/district/22020/search.aspx,Guthrie,https://www.schooldigger.com/go/TX/city/Guthrie/search.aspx,79236,King,(806) 596-4466,No,No,No,No,115,20,5.7,0,0,0,0,0.14,,,94.1
Talkington School For Young Women Leaders,https://www.schooldigger.com/go/TX/schools/2850011896/school.aspx,Lubbock Independent School District,https://www.schooldigger.com/go/TX/district/28500/search.aspx,Lubbock,https://www.schooldigger.com/go/TX/city/Lubbock/search.aspx,79403,Lubbock,(806) 219-2200,Yes,No,Yes,No,415,28,14.8,0.51,0.16,0,0.01,0.42,,,94.1
Dripping Springs Middle,https://www.schooldigger.com/go/TX/schools/0000806094/school.aspx,Dripping Springs Independent School District,https://www.schooldigger.com/go/TX/district/00008/search.aspx,Dripping Springs,https://www.schooldigger.com/go/TX/city/Dripping+Springs/search.aspx,78620,Hays,(512) 858-3400,No,No,No,No,1238,64,19.3,0.11,0.01,0.01,0.02,0.19,,,94.1
Hamilton Middle,https://www.schooldigger.com/go/TX/schools/1611001219/school.aspx,Cypress-Fairbanks Independent School District,https://www.schooldigger.com/go/TX/district/16110/search.aspx,Cypress,https://www.schooldigger.com/go/TX/city/Cypress/search.aspx,77429,Harris,(281) 320-7000,No,No,No,No,1641,90,18.2,0.19,0.07,0,0.09,0.22,,,94.1
Kealing Middle School,https://www.schooldigger.com/go/TX/schools/0894006207/school.aspx,Austin Independent School District,https://www.schooldigger.com/go/TX/district/08940/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78702,Travis,(512) 414-3214,Yes,No,No,No,1188,81,14.6,0.33,0.13,0,0.11,0.28,,,94
Idea McAllen College Preparatory,https://www.schooldigger.com/go/TX/schools/0021112679/school.aspx,Idea Public Schools,https://www.schooldigger.com/go/TX/district/00211/search.aspx,McAllen,https://www.schooldigger.com/go/TX/city/McAllen/search.aspx,78501,Hidalgo,(956) 429-4100,Yes,Yes,No,No,363,16,22.6,0.83,0,0,0.01,0.93,,,93.9
Hudson Bend Middle,https://www.schooldigger.com/go/TX/schools/2647008945/school.aspx,Lake Travis Independent School District,https://www.schooldigger.com/go/TX/district/26470/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78734,Travis,(512) 533-6400,Yes,No,No,Yes,1029,66,15.5,0.18,0.01,0,0.05,0.24,,,93.9
Cedar Park Middle,https://www.schooldigger.com/go/TX/schools/2703003043/school.aspx,Leander Independent School District,https://www.schooldigger.com/go/TX/district/27030/search.aspx,Cedar Park,https://www.schooldigger.com/go/TX/city/Cedar+Park/search.aspx,78613,Williamson,(512) 570-3100,No,No,No,Yes,1396,75,18.6,0.12,0.03,0,0.05,0.18,,,93.9
Crawford High School,https://www.schooldigger.com/go/TX/schools/1560001131/school.aspx,Crawford Independent School District,https://www.schooldigger.com/go/TX/district/15600/search.aspx,Crawford,https://www.schooldigger.com/go/TX/city/Crawford/search.aspx,76638,McLennan,(254) 486-2381,Yes,No,No,Yes,280,27,10.3,0.2,0,0.01,0.01,0.08,,,93.8
Cobb Middle,https://www.schooldigger.com/go/TX/schools/2001012481/school.aspx,Frisco Independent School District,https://www.schooldigger.com/go/TX/district/20010/search.aspx,Frisco,https://www.schooldigger.com/go/TX/city/Frisco/search.aspx,75034,Denton,(469) 633-4300,No,No,No,No,909,63,14.4,0.06,0.07,0.01,0.07,0.1,,,93.7
Olympia Hills,https://www.schooldigger.com/go/TX/schools/0007111445/school.aspx,University Of Texas University Charter School,https://www.schooldigger.com/go/TX/district/00071/search.aspx,Buda,https://www.schooldigger.com/go/TX/city/Buda/search.aspx,78610,Hays,(512) 633-0795,No,Yes,No,No,22,2,11,0,0.09,0,0,0.14,,,93.7
Rodger & Ellen Beck J H,https://www.schooldigger.com/go/TX/schools/2517007335/school.aspx,Katy Independent School District,https://www.schooldigger.com/go/TX/district/25170/search.aspx,Katy,https://www.schooldigger.com/go/TX/city/Katy/search.aspx,77450,Fort Bend,(281) 237-3300,No,No,No,Yes,1063,65,16.3,0.1,0.07,0,0.18,0.2,,,93.6
Florence W Stiles Middle,https://www.schooldigger.com/go/TX/schools/2703012611/school.aspx,Leander Independent School District,https://www.schooldigger.com/go/TX/district/27030/search.aspx,Leander,https://www.schooldigger.com/go/TX/city/Leander/search.aspx,78641,Williamson,(512) 570-3800,No,No,No,Yes,950,52,18.2,0.09,0.03,0,0.08,0.2,,,93.3
Reynolds Middle,https://www.schooldigger.com/go/TX/schools/3600012465/school.aspx,Prosper Independent School District,https://www.schooldigger.com/go/TX/district/36000/search.aspx,Prosper,https://www.schooldigger.com/go/TX/city/Prosper/search.aspx,75078,Collin,(469) 219-2165,No,No,No,No,,69,15.1,0.08,0.09,0.01,0.02,0.12,,,93.3
Wester Middle,https://www.schooldigger.com/go/TX/schools/2001009162/school.aspx,Frisco Independent School District,https://www.schooldigger.com/go/TX/district/20010/search.aspx,Frisco,https://www.schooldigger.com/go/TX/city/Frisco/search.aspx,75035,Collin,(469) 633-4800,Yes,No,No,Yes,878,69,12.7,0.11,0.09,0.01,0.12,0.15,,,93.3
Raymond B Cooper J H,https://www.schooldigger.com/go/TX/schools/4653011179/school.aspx,Wylie Independent School District,https://www.schooldigger.com/go/TX/district/46530/search.aspx,Wylie,https://www.schooldigger.com/go/TX/city/Wylie/search.aspx,75098,Collin,(972) 429-3250,No,No,No,No,748,45,16.6,0.27,0.15,0,0.14,0.24,,,93.2
Houston Gateway Academy - Coral Campus,https://www.schooldigger.com/go/TX/schools/0011812310/school.aspx,Houston Gateway Academy Inc,https://www.schooldigger.com/go/TX/district/00118/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77012,Harris,(713) 923-5060,Yes,Yes,No,Yes,715,34,21,0.91,0.01,0,0,0.98,,,93.2
Doerre Intermediate,https://www.schooldigger.com/go/TX/schools/2574006006/school.aspx,Klein Independent School District,https://www.schooldigger.com/go/TX/district/25740/search.aspx,Klein,https://www.schooldigger.com/go/TX/city/Klein/search.aspx,77379,Harris,(832) 249-5700,No,No,No,No,1151,75,15.3,0.15,0.07,0,0.12,0.19,,,93.1
New Home School,https://www.schooldigger.com/go/TX/schools/3249003605/school.aspx,New Home Independent School District,https://www.schooldigger.com/go/TX/district/32490/search.aspx,New Home,https://www.schooldigger.com/go/TX/city/New+Home/search.aspx,79381,Lynn,(806) 924-7543,Yes,No,No,Yes,346,28,12.3,0.27,0,0,0,0.3,,,93.1
Robinson Middle,https://www.schooldigger.com/go/TX/schools/3510003534/school.aspx,Plano Independent School District,https://www.schooldigger.com/go/TX/district/35100/search.aspx,Plano,https://www.schooldigger.com/go/TX/city/Plano/search.aspx,75024,Collin,(469) 752-6200,No,No,No,Yes,970,56,17.3,0.14,0.09,0,0.32,0.12,,,93
Smithson Valley Middle,https://www.schooldigger.com/go/TX/schools/1473000966/school.aspx,Comal Independent School District,https://www.schooldigger.com/go/TX/district/14730/search.aspx,Spring Branch,https://www.schooldigger.com/go/TX/city/Spring+Branch/search.aspx,78070,Comal,(830) 885-1200,No,No,No,Yes,1023,56,18.2,0.11,0.04,0,0.02,0.34,,,93
Young Womens Leadership Academy,https://www.schooldigger.com/go/TX/schools/1970012392/school.aspx,Fort Worth Independent School District,https://www.schooldigger.com/go/TX/district/19700/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76104,Tarrant,(817) 871-2475,Yes,No,No,No,312,33,9.4,0.62,0.3,0,0.02,0.58,,,92.9
Four Points Middle,https://www.schooldigger.com/go/TX/schools/2703012381/school.aspx,Leander Independent School District,https://www.schooldigger.com/go/TX/district/27030/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78750,Travis,(512) 570-3700,No,No,No,No,678,44,15.4,0.1,0.04,0,0.06,0.19,,,92.9
Dowell Middle,https://www.schooldigger.com/go/TX/schools/2985006952/school.aspx,McKinney Independent School District,https://www.schooldigger.com/go/TX/district/29850/search.aspx,McKinney,https://www.schooldigger.com/go/TX/city/McKinney/search.aspx,75070,Collin,(469) 302-6700,No,No,No,No,1092,72,15.1,0.21,0.08,0.01,0.03,0.22,,,92.8
Imagine International Academy Of North Texas,https://www.schooldigger.com/go/TX/schools/0142912752/school.aspx,Imagine International Academy Of North Texas,https://www.schooldigger.com/go/TX/district/01429/search.aspx,McKinney,https://www.schooldigger.com/go/TX/city/McKinney/search.aspx,75071,Collin,(214) 491-1500,Yes,Yes,No,Yes,1097,,,0.08,0.1,0.01,0.22,0.15,,,92.7
First Colony Middle,https://www.schooldigger.com/go/TX/schools/1965006105/school.aspx,Fort Bend Independent School District,https://www.schooldigger.com/go/TX/district/19650/search.aspx,Sugar Land,https://www.schooldigger.com/go/TX/city/Sugar+Land/search.aspx,77479,Fort Bend,(281) 634-3240,No,No,No,Yes,1266,,18,0.14,0.15,0,0.37,0.15,,,92.7
Richards School For Young Women Leaders,https://www.schooldigger.com/go/TX/schools/0894011354/school.aspx,Austin Independent School District,https://www.schooldigger.com/go/TX/district/08940/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78704,Travis,(512) 414-3236,No,No,No,Yes,764,46,16.6,0.59,0.09,0,0.03,0.65,,,92.6
B L Gray J H,https://www.schooldigger.com/go/TX/schools/3993004530/school.aspx,Sharyland Independent School District,https://www.schooldigger.com/go/TX/district/39930/search.aspx,Mission,https://www.schooldigger.com/go/TX/city/Mission/search.aspx,78572,Hidalgo,(956) 580-5333,Yes,No,No,No,798,52,15.3,0.52,0,0,0.04,0.92,,,92.5
Poth J H,https://www.schooldigger.com/go/TX/schools/3555004033/school.aspx,Poth Independent School District,https://www.schooldigger.com/go/TX/district/35550/search.aspx,Poth,https://www.schooldigger.com/go/TX/city/Poth/search.aspx,78147,Wilson,(830) 484-3323,No,No,No,No,180,14,12.8,0.27,0.01,0.01,0,0.43,,,92.3
Houston Gateway Academy Inc Elite College Prep,https://www.schooldigger.com/go/TX/schools/0011812767/school.aspx,Houston Gateway Academy Inc,https://www.schooldigger.com/go/TX/district/00118/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77012,Harris,(713) 644-8292,Yes,Yes,No,Yes,561,26,21.5,0.9,0.04,0,0,0.95,,,92.3
Borden County School,https://www.schooldigger.com/go/TX/schools/1086000552/school.aspx,Borden County Independent School District,https://www.schooldigger.com/go/TX/district/10860/search.aspx,Gail,https://www.schooldigger.com/go/TX/city/Gail/search.aspx,79738,Borden,(806) 756-4313,Yes,No,No,Yes,249,19,13.1,0.24,0.01,0.02,0,0.17,,,92.2
Bush Middle,https://www.schooldigger.com/go/TX/schools/3294007801/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78258,Bexar,(210) 356-2900,No,No,No,Yes,1296,73,17.7,0.14,0.04,0.01,0.07,0.47,,,92.1
International Leadership Of Texas Middle - Keller,https://www.schooldigger.com/go/TX/schools/0144013149/school.aspx,International Leadership Of Texas (Ilt),https://www.schooldigger.com/go/TX/district/01440/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76177,Tarrant,(972) 479-9078,No,Yes,No,Yes,452,25,18,0.17,0.12,0,0.1,0.25,,,92
Willow Wood J H,https://www.schooldigger.com/go/TX/schools/4296009516/school.aspx,Tomball Independent School District,https://www.schooldigger.com/go/TX/district/42960/search.aspx,Tomball,https://www.schooldigger.com/go/TX/city/Tomball/search.aspx,77377,Harris,(281) 357-3030,No,No,No,No,1028,55,18.6,0.16,0.06,0,0.08,0.27,,,91.9
Melissa Middle,https://www.schooldigger.com/go/TX/schools/3012003379/school.aspx,Melissa Independent School District,https://www.schooldigger.com/go/TX/district/30120/search.aspx,Melissa,https://www.schooldigger.com/go/TX/city/Melissa/search.aspx,75454,Collin,(972) 837-4355,Yes,No,No,Yes,331,22,15,0.16,0.05,0.01,0.01,0.17,,,91.7
Indian Springs Middle,https://www.schooldigger.com/go/TX/schools/2526009047/school.aspx,Keller Independent School District,https://www.schooldigger.com/go/TX/district/25260/search.aspx,Keller,https://www.schooldigger.com/go/TX/city/Keller/search.aspx,76248,Tarrant,(817) 744-3200,No,No,No,No,869,53,16.3,0.16,0.04,0,0.07,0.17,,,91.4
Happy High School,https://www.schooldigger.com/go/TX/schools/2235002243/school.aspx,Happy Independent School District,https://www.schooldigger.com/go/TX/district/22350/search.aspx,Happy,https://www.schooldigger.com/go/TX/city/Happy/search.aspx,79042,Swisher,(806) 558-5311,Yes,No,No,No,119,16,7.4,0.41,0.02,0,0,0.18,,,91.3
Berry Miller J H,https://www.schooldigger.com/go/TX/schools/3444011152/school.aspx,Pearland Independent School District,https://www.schooldigger.com/go/TX/district/34440/search.aspx,Pearland,https://www.schooldigger.com/go/TX/city/Pearland/search.aspx,77584,Brazoria,(281) 997-3900,No,No,No,No,961,52,18.4,0.11,0.21,0,0.2,0.18,,,91.1
Garcia Middle,https://www.schooldigger.com/go/TX/schools/3312012195/school.aspx,Northside Independent School District,https://www.schooldigger.com/go/TX/district/33120/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78255,Bexar,(210) 397-8400,No,No,No,No,1483,86,17.2,0.12,0.03,0,0.06,0.43,,,91.1
Seabrook Intermediate,https://www.schooldigger.com/go/TX/schools/1428000911/school.aspx,Clear Creek Independent School District,https://www.schooldigger.com/go/TX/district/14280/search.aspx,Seabrook,https://www.schooldigger.com/go/TX/city/Seabrook/search.aspx,77586,Harris,(281) 284-3100,No,No,Yes,Yes,1017,59,17.2,0.19,0.04,0,0.06,0.24,,,91.1
Tejeda Middle,https://www.schooldigger.com/go/TX/schools/3294008447/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78259,Bexar,(210) 356-5600,No,No,No,No,1175,64,18.3,0.15,0.04,0,0.08,0.37,,,91.1
Lamar Middle,https://www.schooldigger.com/go/TX/schools/2730006440/school.aspx,Lewisville Independent School District,https://www.schooldigger.com/go/TX/district/27300/search.aspx,Flower Mound,https://www.schooldigger.com/go/TX/city/Flower+Mound/search.aspx,75028,Denton,(469) 713-5966,No,No,No,Yes,764,51,14.9,0.13,0.05,0.01,0.1,0.15,,,91.1
Garden City High School,https://www.schooldigger.com/go/TX/schools/2079002086/school.aspx,Glasscock County Independent School District,https://www.schooldigger.com/go/TX/district/20790/search.aspx,Garden City,https://www.schooldigger.com/go/TX/city/Garden+City/search.aspx,79739,Glasscock,(432) 354-2244,Yes,No,No,No,,18,7.7,0.42,0,0,0,0.5,,,91
Fort Worth Academy Of Fine Arts,https://www.schooldigger.com/go/TX/schools/0023109030/school.aspx,Fort Worth Academy Of Fine Arts,https://www.schooldigger.com/go/TX/district/00231/search.aspx,Fort Worth,https://www.schooldigger.com/go/TX/city/Fort+Worth/search.aspx,76109,Tarrant,(817) 924-1482,Yes,Yes,No,Yes,349,30,11.6,0.16,0.11,0,0.02,0.19,,,90.9
Randolph Middle,https://www.schooldigger.com/go/TX/schools/3645006778/school.aspx,Randolph Field Independent School District,https://www.schooldigger.com/go/TX/district/36450/search.aspx,Universal City,https://www.schooldigger.com/go/TX/city/Universal+City/search.aspx,78148,Bexar,(210) 357-2400,No,No,No,No,310,16,19.3,0.1,0.22,0,0.04,0.24,,,90.9
Medlin Middle,https://www.schooldigger.com/go/TX/schools/3318007872/school.aspx,Northwest Independent School District,https://www.schooldigger.com/go/TX/district/33180/search.aspx,Trophy Club,https://www.schooldigger.com/go/TX/city/Trophy+Club/search.aspx,76262,Denton,(817) 215-0500,No,No,No,No,1078,66,16.3,0.09,0.03,0.01,0.04,0.14,,,90.9
Knox J H,https://www.schooldigger.com/go/TX/schools/1500001009/school.aspx,Conroe Independent School District,https://www.schooldigger.com/go/TX/district/15000/search.aspx,The Woodlands,https://www.schooldigger.com/go/TX/city/The+Woodlands/search.aspx,77380,Montgomery,(832) 592-8400,No,No,No,Yes,1252,71,17.6,0.17,0.07,0.01,0.06,0.26,,,90.6
