rank,name,founded,Address,city,state,zip,revenue,Growth,Headcount,Industry,Raw_revenue
213,Robofirm,1/1/2013,375 Park Avenue Suite 2607,New York City,NY,10152,2.6 million,2025,30,Advertising & Marketing,2592326
214,Mobile Defenders,1/1/2013,3990 44th St. SE ,Kentwood,MI,49512,35.8 million,2019,70,Telecommunications,35759391
215,Blacc Spot Media,1/1/2011,75 5th Street NW Suite 314 ,Atlanta,GA,30308,2.9 million,2019,11,IT Services,2899810
215,Revcontent,1/1/2013,5901 N. Honore Ave,Sarasota,FL,34243,183.8 million,2014,150,Advertising & Marketing,183834948
216,CARTO,1/1/2008,201 Moore Street ,Brooklyn,NY,11206,6 million,2010,100,Software,6038389
217,CRH Healthcare,1/1/2012,"2675 Paces Ferry Road, SE Suite 200",Atlanta,GA,30339,31.5 million,1999,413,Health,31493636
218,Bombfell,1/1/2011,575 8th Ave Suite 900,New York City,NY,10025,21 million,1990,110,Consumer Products & Services,20992543
219,OppLoans,1/1/2009,130 E Randolph St Suite 1650,Chicago,IL,60601,27.9 million,1970,101,Financial Services,27913370
220,Paint Nite,1/1/2012,230 Somerville Ave ,Somerville,MA,2143,65 million,1970,110,Consumer Products & Services,64996150
221,Advanced Project Consulting,1/1/2010,132 Byrd Way ,Warner Robins,GA,31088,9.3 million,1968,106,Government Services,9259729
222,iLoveKickboxing,1/1/2012,1844 Lansdowne Avenue ,Merrick,NY,11566,10.5 million,1941,35,Consumer Products & Services,10476265
223,Wantable,1/1/2012,112 E. Mineral Street ,Milwaukee,WI,53204,14.1 million,1929,79,Retail,14065858
224,Dollar Fulfillment,1/1/2008,10024 N Taryne St ,Hayden Lake,ID,83835,3.4 million,1914,15,Logistics & Transportation,3403055
225,TapClicks,1/1/2009,3031 Tisch Way Suite 1002 ,San Jose,CA,95128,10 million,1911,75,Advertising & Marketing,9955528
226,MacGregor Partners,1/1/2012,8311 Brier Creek Pkwy Suite 105214,Raleigh,NC,27617,4.6 million,1906,31,Logistics & Transportation,4612294
227,LIFEAID Beverage Company,1/1/2011,2833 Mission St. ,Santa Cruz,CA,95061,12.8 million,1903,38,Food & Beverage,12825379
228,Courier Distribution Systems,1/1/2006,6650 Sugarloaf Pkwy Suite 300,Duluth,GA,30097,27.7 million,1897,520,Logistics & Transportation,27696940
229,Boba Guys,1/1/2011,PO Box 478 ,San Francisco,CA,94104,2.7 million,1887,102,Food & Beverage,2686301
230,MzeroA.com,1/1/2008,3300 SW 34th Ave Rd Suite 148,Ocala,FL,34474,2.1 million,1875,11,Education,2132783
231,KnowBe4,1/1/2010,33 N Garden Suite 1200,Clearwater,FL,33755,10.1 million,1857,209,Security,10061163
232,Fan Fest,1/1/2013,"4918 Main St., Suite 4 ",Spring Hill,TN,37174,11.1 million,1855,16,Media,11125776
233,Cogent Analytics,1/1/2013,7031 Albert Pick Rd. Suite 100,Greensboro,NC,27409,7.4 million,1831,73,Business Products & Services,7421877
234,GRA CPA,1/1/2010,35 W Pine Street Ste 220,Orlando,FL,32801,2 million,1829,9,Financial Services,2010850
235,BrightFarms,1/1/2011,21 W. 46th Street ,New York City,NY,10036,6.2 million,1812,12,Food & Beverage,6238266
236,Facility Innovations Group,1/1/2013,5321 Industrial Oaks BLVD #124,Austin,TX,78735,2 million,1809,28,Business Products & Services,2001491
237,FEDSYNC,1/1/2007,7606 Audubon Meadow Way 101,Alexandria,VA,22306,4.8 million,1799,16,Government Services,4770956
238,Mabbly,1/1/2013,220 N Aberdeen St Suite 200,Chicago,IL,60607,2.4 million,1798,25,Advertising & Marketing,2428627
239,n2grate,1/1/2010,"9111 Edmonston Rd., Suite 303 ",Greenbelt,MD,20770,67.9 million,1796,34,Government Services,67855253
240,My Home Group Real Estate,1/1/2005,110 S. Priest Drive 101,Tempe,AZ,85281,23.5 million,1792,856,Real Estate,23476506
241,Palmisano,1/1/2013,740 Carondelet St. ,New Orleans,LA,70130,97.2 million,1779,80,Construction,97229247
242,Advanced Packaging Solutions & Products,1/1/2012,3330-A Marathon Ct ,North Charleston,SC,29418,6.2 million,1774,5,Business Products & Services,6181526
243,Render Media,1/1/2011,145 S. Fairfax Ave Suite 405,Los Angeles,CA,90036,9.2 million,1768,36,Media,9183647
244,Linear Air Taxi,1/1/2013,200 Hanscom Drive Suite 310,Bedford,MA,1730,4.2 million,1768,13,Logistics & Transportation,4221303
245,United Carports,1/1/2013,18333 Pasadena Street ,Lake Elsinore,CA,92530,3.5 million,1749,27,Manufacturing,3548596
246,SEO Werkz,1/1/2013,899 Baxter Dr ,Salt Lake City,UT,84095,2.5 million,1731,11,Advertising & Marketing,2479346
247,Casino Cash Trac,1/1/2012,7835 East 106th St. ,Tulsa,OK,74133,3.5 million,1730,16,Software,3494997
248,Vistar Media,1/1/2011,853 Broadway 10th Floor,New York City,NY,10003,20.3 million,1730,49,Advertising & Marketing,20308239
249,Azulle,1/1/2013,16410 NE 19th Avenue ,North Miami Beach,FL,33162,6.4 million,1720,6,Computer Hardware,6363180
250,Verius Property Group,1/1/2010,3700 Lapalco Blvd Suite G ,Harvey,LA,70058,3.2 million,1719,9,Real Estate,3209450
251,Crisis1,1/1/2007,12355 Sunrise Valley Drive ,Reston,VA,20191,7.4 million,1710,29,Government Services,7430680
252,Chronos Business Consulting,1/1/2013,601 S. Rancho Dr. Suite D32,Las Vegas,NV,89106,2.6 million,1706,19,IT Services,2604453
253,Images Luxury Nail Lounge,1/1/2010,260 Newport Center Drive ,Newport Beach,CA,92660,2.3 million,1692,3,Consumer Products & Services,2251394
254,Steam Logistics,1/1/2013,325 Market Street Suite 204,Chattanooga,TN,37402,13.6 million,1688,41,Logistics & Transportation,13579713
255,Health & Rehab Solutions,1/1/2012,690 N Meridian Rd Ste 201 ,Kalispell,MT,59901,3.1 million,1677,29,Health,3119639
256,LiveTrends Design Group,1/1/2013,1350 Sheeler Ave ,Apopka,FL,32703,12.8 million,1662,95,Consumer Products & Services,12771762
257,Legalinc,1/1/2013,5850 Granite Parkway Suite 215,Plano,TX,75024,3.3 million,1662,5,Software,3342662
258,SnapCap,1/1/2012,701 East Bay St 414,Charleston,SC,29403,7.7 million,1661,21,Financial Services,7709310
259,Untappd,1/1/2010,21 S Front St ,Wilmington,NC,28401,3 million,1659,67,Food & Beverage,3001052
260,US BUSINESS FUNDING,1/1/2008,1 MACARTHUR PL #350 ,Santa Ana,CA,92707,5.8 million,1657,35,Financial Services,5794936
261,Torrent Consulting,1/1/2012,1300 South Mint Street Suite 410,Charlotte,NC,28203,5.8 million,1657,58,Business Products & Services,5843928
262,Adwizar,1/1/2012,9267 Haven Ave #110,Rancho Cucamonga,CA,91730,2 million,1656,15,Advertising & Marketing,2006704
263,SelectHub,1/1/2013,"216 16th St., Suite 1280",Denver,CO,80202,2.3 million,1653,47,Software,2349234
264,Bedrock Protection Agency,1/1/2013,6076 South 900 East Suite 100,Salt Lake City,UT,84121,4.4 million,1647,173,Security,4410769
265,Trinity Technology Partners,1/1/2008,7501 Greenway Center Drive Suite 880,Greenbelt,MD,20770,6.2 million,1645,50,IT Services,6197511
266,The Saatva Company,1/1/2010,19-02 Whitestone Expressway ,New York City,NY,11357,147.5 million,1645,155,Retail,147488854
267,Juvo Plus,1/1/2013,245 W. Foothill Blvd ,Monrovia,CA,91016,38.9 million,1640,89,Retail,38869402
268,Whois API,1/1/2009,340 S Lemon Ave ,Walnut,CA,91789,2.5 million,1640,10,IT Services,2533295
269,Bourbon & Boots,1/1/2012,314 Main Street ,North Little Rock,AR,72114,3.2 million,1624,21,Retail,3176199
270,Foot Cardigan,1/1/2012,2007 Farrington Street ,Dallas,TX,75207,3.5 million,1617,22,Retail,3462102
271,DOGTOWN MEDIA,1/1/2011,214 Main Street ,Venice,CA,90291,2.3 million,1609,32,Software,2343472
272,Atharva,1/1/2012,8235 NW 64 ST UNIT 8,Miami,FL,33166,5 million,1601,10,Retail,4954600
273,SWP Contracting & Paving,1/1/2005,5624 N 54th Ave ,Glendale,AZ,85301,13.9 million,1601,25,Government Services,13911096
274,PPMG,1/1/2011,8641 United Plaza Blvd. Suite 101,Baton Rouge,LA,70810,5.6 million,1594,30,Construction,5625244
275,MasteryPrep,1/1/2010,7117 Florida Blvd ,Baton Rouge,LA,70806,5.7 million,1585,100,Education,5664026
276,MeUndies,1/1/2011,3650 Holdredge Ave ,Culver City,CA,90016,32.6 million,1583,60,Retail,32562144
277,Phenom People,1/1/2011,200 Gibraltar Road Suite 315,Horsham,PA,19044,8.7 million,1580,230,Software,8684726
278,Welltok,1/1/2009,1515 Arapahoe Street Tower 3 ? Suite 700,Denver,CO,80202,62.5 million,1576,420,Health,62453740
279,Impressions Holdings,1/1/2013,50 Francisco St. Suite 118,San Francisco,CA,94133,2.1 million,1574,3,Software,2094310
280,The Janz,1/1/1999,6950 F Americana Parkway 69,Reynoldsburg,OH,43068,16.6 million,1574,15,Government Services,16582493
281,WheelHouse IT,1/1/2012,2890 West State Road 84 Suite 108,Fort Lauderdale,FL,33312,7.3 million,1571,46,IT Services,7268000
282,YouRent,1/1/2012,1111 Brickell Ave Ste Ste 2325,Miami,FL,33131,3.8 million,1566,18,Travel & Hospitality,3792000
283,TRAVEL EXCLUSIVE,1/1/2012,1509 East 17th Street Suite 4,Brooklyn,NY,11230,2 million,1564,2,Travel & Hospitality,2000015
284,Drive Social Media,1/1/2012,906 Olive St Suite 540,St Louis,MO,63101,2.9 million,1556,52,Advertising & Marketing,2879393
285,The Author Incubator,1/1/2010,612 Rivercrest Dr. ,McLean,VA,22101,2.3 million,1548,7,Media,2318468
286,Fathom Realty,1/1/2009,211 New Edition court ,Cary,NC,27511,41.8 million,1545,20,Real Estate,41822482
287,Alliance Family of Companies,1/1/2006,4545 Fuller Drive Suite 100,Irving,TX,75038,53.5 million,1541,296,Health,53541554
288,Fanrock,1/1/2013,845 Market St. STE 450 Fanrock c/o Bespoke,San Francisco,CA,94103,10 million,1540,7,Advertising & Marketing,9958981
289,Verde Solutions,1/1/2012,2211 N. Elston Ave Suite 201,Chicago,IL,60614,5.9 million,1537,32,Energy,5886792
290,Pragma Edge,1/1/2013,500 Lakecook rd Suite 350 500 Lakecook rd Suite 350,Deerfield,IL,60089,3.8 million,1534,47,IT Services,3795022
291,VS carriers,1/1/2011,1299 Lunt ave ,Elk Grove Village,IL,60007,33.8 million,1522,194,Logistics & Transportation,33798210
292,Au Bon Broth,1/1/2012,507 Grand Ave. ,Carlsbad,CA,92008,2.1 million,1522,11,Food & Beverage,2148654
293,501 Auctions,1/1/2011,501 Auctions ,Brooklyn,NY,11206,6.1 million,1514,67,Software,6144150
294,GonLED,1/1/2007,1835 Whittier Ave D-12,Costa Mesa,CA,92627,4.5 million,1509,4,Energy,4480387
295,Work & Co,1/1/2013,231 Front Street ,Brooklyn,NY,11201,35.3 million,1498,207,Business Products & Services,35328533
296,Worth Clark Realty,1/1/2009,136 S Main St 2nd floor,St Charles,MO,63301,8.4 million,1494,26,Real Estate,8439775
297,Leadpages,1/1/2013,251 N. 1st Ave Suite 200,Minneapolis,MN,55401,21.1 million,1477,175,IT Services,21102000
298,R. Riveter,1/1/2011,177 W Pennsylvania AVE ,Southern pines,NC,28387,2.4 million,1475,22,Manufacturing,2357557
299,Xcaliber Solutions,1/1/2009,18716 Lindero Canyon Rd ,Silverado,CA,92676,5.8 million,1474,12,Business Products & Services,5787159
300,West Hills Capital,1/1/2012,1314 N Oliver Ave Suite 8348 ,Wichita,KS,67208,6.3 million,1460,4,Financial Services,6280016
301,Cylance,1/1/2012,18201 Von Karman Suite 700 ,Irvine,CA,92612,45.1 million,1455,803,Security,45144131
302,Her Hair Company,1/1/2012,6128 N. College Ave ,Indianapolis,IN,46220,5.6 million,1440,4,Consumer Products & Services,5556799
303,Curaytor,1/1/2013,97 Salem St ,Boston,MA,2113,6.6 million,1427,30,Advertising & Marketing,6551667
304,TENICA and Associates,1/1/2008,"1199 N. Fairfax St., Suite 500 1199 N. Fairfax St., Suite 500",Alexandria,VA,22314,11.4 million,1424,109,Government Services,11365481
305,zSpace,1/1/2007,"490 De Guigne Dr, 200 ",Sunnyvale,CA,94085,14.6 million,1416,116,Education,14605360
306,OnPrem Solution Partners,1/1/2013,"1601 N. SEPULVEDA BLVD., #367 ",Manhattan Beach,CA,90266,23.4 million,1412,125,Business Products & Services,23351416
307,The Garage Group,1/1/2010,700 W Pete Rose Way Suite 333,Cincinnati,OH,45203,2.5 million,1411,10,Advertising & Marketing,2469663
308,Atlas MedStaff,1/1/2012,11506 Nicholas Street Suite 105,Omaha,NE,68154,47.6 million,1409,450,Health,47636241
309,V3Gate,1/1/2007,6060 Hollow Tree Court ,Colorado Springs,CO,80918,102.5 million,1402,22,Government Services,102526936
310,Rafael Marrero & Company,1/1/2008,8333 NW 53rd Street Suite 450,Doral,FL,33166,3.3 million,1402,49,Government Services,3320500
311,Core Software Technologies,1/1/2011,666 Plainsboro Rd Suite #1216,Plainsboro,NJ,8536,2.1 million,1401,40,IT Services,2072528
312,Oolong,1/1/2013,95 Bluxome Street ,San Francisco,CA,94107,7.1 million,1390,9,Business Products & Services,7122371
313,Adore Me,1/1/2010,16 East 34th Street Floor 14,New York City,NY,10016,83.9 million,1389,121,Retail,83941808
314,GameChangerSF,1/1/2012,2225 E Bayshore Rd Suite 100,Palo Alto,CA,94303,9.2 million,1388,9,Advertising & Marketing,9179445
315,Perfecta Federal,1/1/2008,6506 Loisdale Road ,Springfield,VA,22150,6.8 million,1388,27,Government Services,6770232
316,D&B Elite,1/1/2011,8 Morgan Drive ,Sinking Spring,PA,19608,12.5 million,1386,16,Construction,12497630
317,PrinterLogic,1/1/2002,912 West 1600 South C-201,St. George,UT,84770,14.8 million,1379,105,Software,14793952
318,Health Catalyst,1/1/2008,3165 East Millrock Drive Ste 450,Salt Lake City,UT,84121,66.7 million,1373,494,Health,66686000
319,Sehlke Consulting,1/1/2011,200 N Glebe Rd Suite 235,Arlington,VA,22203,6.9 million,1371,86,Government Services,6919466
320,WiredScore,1/1/2013,494 Broadway 3rd Floor,New York City,NY,10012,4 million,1370,17,Real Estate,3967629
321,LAM Services,1/1/2012,760 Travelers Blvd Suite B,Summerville,SC,29485,2.9 million,1363,7,Construction,2886799
322,SoHo Dragon,1/1/2010,30 Broad Street 40th Floor,New York City,NY,10004,2.1 million,1362,20,IT Services,2130345
323,Everlasting Capital,1/1/2012,27B Sterling Dr ,Rochester,NH,3867,2.1 million,1361,18,Financial Services,2118703
324,HYPERICE,1/1/2010,15440 Laguna Canyon Road Suite 230,Irvine,CA,92618,6.7 million,1358,10,Consumer Products & Services,6678497
325,Triplemint,1/1/2011,220 West 42nd Street Floor 22,New York City,NY,10036,4.3 million,1356,65,Real Estate,4271895
326,Gulf Coast Crating,1/1/2013,1310 E Richey Rd ,Houston,TX,77073,3.9 million,1353,28,Logistics & Transportation,3891006
327,MOD Pizza,1/1/2008,PO Box 6939 ,Bellevue,WA,98008,131.3 million,1353,4000,Food & Beverage,131308000
328,Pike 13,1/1/2012,1221 East Pike Suite 200,Seattle,WA,98122,3.5 million,1351,34,Software,3469809
329,Sidebench,1/1/2012,330 S. Barrington Ave. #210,Los Angeles,CA,90049,2.5 million,1346,11,Business Products & Services,2507170
330,Downeast Cider House,1/1/2011,256 Marginal St Bldg 32,Boston,MA,2128,8.1 million,1344,36,Food & Beverage,8100083
331,CleanFund,1/1/2009,2330 Marinship Way Suite 100,Sausalito,CA,94965,2.3 million,1344,25,Financial Services,2262925
332,Hireology,1/1/2010,303 E Upper Wacker Drive #400,Chicago,IL,60601,8.9 million,1338,110,Business Products & Services,8946006
333,DA Defense Logistics HQ,1/1/2009,1506 Montana Ave ,El Paso,TX,79902,21.7 million,1331,361,Logistics & Transportation,21670633
334,Identified Talent Solutions,1/1/2012,7545 Irvine Center Dr. Suite 200,Irvine,CA,92618,2.1 million,1328,10,Human Resources,2119891
335,Local Web Leads,1/1/2013,800 West 5th St #608,Austin,TX,78703,4.1 million,1325,11,Advertising & Marketing,4059596
336,FTG Equipment Solutions,1/1/2012,399 North Virginia Avenue ,Carneys Point,NJ,8069,5.1 million,1322,5,Business Products & Services,5096712
337,OrderMyGear,1/1/2008,2211 Commerce ST STE 300,Dallas,TX,75201,8.1 million,1316,45,Business Products & Services,8097000
338,Berkley,1/1/2012,2725 E El Presidio Street ,Carson,CA,90810,16.2 million,1313,25,Manufacturing,16233019
339,Waterbottles.com,1/1/2011,510 South Grand Ave #302-306,Glendora,CA,91741,2 million,1312,5,Business Products & Services,2001818
340,Stability Healthcare,1/1/2009,"2301 E. 7th Street, Unit A-215 ",Los Angeles,CA,90023,14.7 million,1308,150,Health,14698743
341,MuteSix,1/1/2013,1538 20th Street 2nd Floor,Santa Monica,CA,90404,2.5 million,1305,19,Advertising & Marketing,2518594
342,Social Fulcrum,1/1/2011,109 Kingston St. ,Boston,MA,2111,2.4 million,1289,17,Advertising & Marketing,2359945
343,MatterHackers,1/1/2010,27156 Burbank ,Foothill Ranch,CA,92610,6.4 million,1283,21,Consumer Products & Services,6432776
344,GLOBO,1/1/2009,145 Greenwood Ave ,Wyncote,PA,19095,9.9 million,1280,30,Business Products & Services,9948164
345,Fulcrum Construction Group,1/1/2012,810 Manci Avenue ,Daphne,AL,36526,33.2 million,1276,25,Construction,33162596
346,The CERES Group,1/1/2013,50 Federal St ,Boston,MA,2110,3.8 million,1266,7,Human Resources,3797000
347,Skull Shaver,1/1/2012,1503 Glen Ave Unit 160,Moorestown,NJ,8057,2.8 million,1262,10,Consumer Products & Services,2780971
348,CanSource,1/1/2012,2120 Miller Dr STE G,Longmont,CO,80501,7.4 million,1249,38,Food & Beverage,7366336
349,Fitness Holdings Northeast,1/1/2012,343 Greenwich Ave Suite 200,Greenwich,CT,6830,15.3 million,1247,650,Consumer Products & Services,15259676
350,LA Solar Group,1/1/2012,16238-B Raymer St Unit 34,Van Nuys,CA,91406,19.7 million,1247,72,Energy,19680203
351,Power Digital Marketing,1/1/2012,2251 San Diego Ave. Suite A250,San Diego,CA,92110,6.1 million,1240,39,Advertising & Marketing,6132261
352,Warrior Media,1/1/2012,PO Box 1499 ,Soquel,CA,95073,3.9 million,1240,11,Consumer Products & Services,3853784
353,eMotorWerks,1/1/2010,846 Bransten Rd ,San Carlos,CA,94070,3.9 million,1239,40,Energy,3932018
354,LinkedSelling,1/1/2010,2603 Cherokee Street ,St. Louis,MO,63118,5.2 million,1238,36,Advertising & Marketing,5202106
355,J.W. Logistics,1/1/2011,3801 Parkwood Blvd Suite 500,Frisco,TX,75034,199 million,1238,357,Logistics & Transportation,199010580
356,Organifi,1/1/2011,"1320 Columbia St, Suite 310 1320 Columbia St, Suite 310",San Diego,CA,92101,16.3 million,1234,50,Health,16339831
357,BarnAllen Technologies,1/1/2009,1700 Rockville Pike Suite 300,Rockville,MD,20852,20 million,1230,190,IT Services,19990960
358,Alpha Connect,1/1/2013,4502 E University Dr ,Phoenix,AZ,85034,10.7 million,1226,508,Business Products & Services,10693592
359,TripShock,1/1/2009,PO BOX 2309 ,Santa Rosa Beach,FL,32459,4.2 million,1223,12,Travel & Hospitality,4193246
360,Becker Wright Consultants,1/1/2003,311 Ranch Rd 620 Ste #200,Austin,TX,78734,3.2 million,1223,24,Human Resources,3182127
361,nCino,1/1/2012,6770 Parker Farm Drive Suite 200,Wilmington,NC,28405,26.1 million,1218,273,Software,26114333
362,NanaMacs Boutique,1/1/2012,"710 W. Dalton Ave, Unit K ",Coeur DAlene,ID,83815,2.4 million,1215,10,Retail,2392814
363,Payline,1/1/2010,225 W Wacker Drive Suite 550,Chicago,IL,60606,7.2 million,1215,37,Financial Services,7177000
364,BridgePoint Construction,1/1/2007,112 S. Duke St. Suite 7,Durham,NC,27701,11.3 million,1211,37,Construction,11295584
365,Repurpose,1/1/2011,525 South Hewitt Street ,Los Angeles,CA,90013,2.1 million,1206,8,Consumer Products & Services,2068419
366,Honor Capital,1/1/2011,1551 Sawgrass Corporate Parkway Suite 130 ,Sunrise,FL,33323,10.5 million,1200,34,Insurance,10455492
367,CleanChoice Energy,1/1/2013,1055 Thomas Jefferson St NW Ste 650,Washington,DC,20007,57.9 million,1196,43,Energy,57901000
368,Shopper Approved,1/1/2010,298 24th St. #470 ,Ogden,UT,84401,3.8 million,1192,10,Software,3813896
369,Prime Time Healthcare,1/1/2012,14811 Shepard St 148,Omaha,NE,68138,39.5 million,1184,600,Health,39549384
370,TaskUs,1/1/2008,3233 Donald Douglas Loop South Suite C ,Santa Monica,CA,90405,79.7 million,1177,7286,Business Products & Services,79700899
