School,School_URL,District,District_URL,Address,City,City_URL,Zip,County,Phone,Is_Title_I,Is_Charter,Is_Magnet,Is_Virtual,Number_Students,Number_Full-time_Teachers,Student/Teacher_Ratio,Percent_Free/Disc_Lunch,Percent_African_American,Percent_American_Indian,Percent_Asian,Percent_Hispanic,Percent_Pacific_Islander,Percent_Two_or_More_Races,Percent_White,Standard_Score
Auburn Mountainview High School,https://www.schooldigger.com/go/WA/schools/0030002978/school.aspx,Auburn School District,https://www.schooldigger.com/go/WA/district/00300/search.aspx,28900 124th AVE SE,Auburn,https://www.schooldigger.com/go/WA/city/Auburn/search.aspx,98092,King County,(253) 804-4539,Yes,No,No,No,1668,74.4,22.3,48.6,11.6,0.4,14.6,21.9,1.9,6.9,42.7,36.2
Phoenix High School,https://www.schooldigger.com/go/WA/schools/0393003231/school.aspx,Kennewick School District,https://www.schooldigger.com/go/WA/district/03930/search.aspx,3520 Southridge Boulevard,Kennewick,https://www.schooldigger.com/go/WA/city/Kennewick/search.aspx,99338,Benton County,(509) 222-6039,Yes,No,No,No,43,3,14.3,69.8,0,4.7,0,23.3,0,2.3,65.1,35.9
Mica Peak High School,https://www.schooldigger.com/go/WA/schools/0111000202/school.aspx,Central Valley School District,https://www.schooldigger.com/go/WA/district/01110/search.aspx,15111 E Sprague Ave,Spokane Valley,https://www.schooldigger.com/go/WA/city/Spokane+Valley/search.aspx,99037,Spokane County,(509) 558-5950,No,No,No,No,140,14.2,9.8,43.6,1.4,2.1,0,2.9,0,7.9,85,35.9
Sunnyside High School,https://www.schooldigger.com/go/WA/schools/0867001449/school.aspx,Sunnyside School District,https://www.schooldigger.com/go/WA/district/08670/search.aspx,1801 E. Edison Avenue,Sunnyside,https://www.schooldigger.com/go/WA/city/Sunnyside/search.aspx,98944,Yakima County,(509) 837-2601,Yes,No,No,No,2128,95.5,22.2,71.3,0.2,0.1,0,92.1,0,1,6.6,35.8
Forks High School,https://www.schooldigger.com/go/WA/schools/0702001047/school.aspx,Quillayute Valley School District,https://www.schooldigger.com/go/WA/district/07020/search.aspx,261 South Spartan Avenue,Forks,https://www.schooldigger.com/go/WA/city/Forks/search.aspx,98331,Clallam County,(360) 374-6262,No,No,No,No,298,45.4,6.5,67.1,0.3,5,0.7,33.2,0,5,55.7,35.7
Raymond Junior Senior High School,https://www.schooldigger.com/go/WA/schools/0714001060/school.aspx,Raymond School District,https://www.schooldigger.com/go/WA/district/07140/search.aspx,1016 Commercial Street,Raymond,https://www.schooldigger.com/go/WA/city/Raymond/search.aspx,98577,Pacific County,(360) 942-2474,No,No,No,No,279,19.6,14.1,54.1,0.4,2.2,6.1,33,0.4,3.2,54.1,35.6
Mariner High School,https://www.schooldigger.com/go/WA/schools/0543000818/school.aspx,Mukilteo School District,https://www.schooldigger.com/go/WA/district/05430/search.aspx,200 120th Street SW,Everett,https://www.schooldigger.com/go/WA/city/Everett/search.aspx,98204,Snohomish County,(425) 366-5700,No,No,No,No,2413,115.9,20.8,61.2,10.9,0.5,13.7,41.2,1.8,7.1,24.9,35.4
Ilwaco High School,https://www.schooldigger.com/go/WA/schools/0606002528/school.aspx,Ocean Beach School District,https://www.schooldigger.com/go/WA/district/06060/search.aspx,404 School Rd,Ilwaco,https://www.schooldigger.com/go/WA/city/Ilwaco/search.aspx,98624,Pacific County,(360) 642-3731,No,No,No,No,302,12.9,23.3,59.3,0.3,0.7,0.7,16.2,0,7.3,74.8,35.4
Burlington Edison High School,https://www.schooldigger.com/go/WA/schools/0078000155/school.aspx,Burlington-Edison School District,https://www.schooldigger.com/go/WA/district/00780/search.aspx,301 N Burlington Blvd,Burlington,https://www.schooldigger.com/go/WA/city/Burlington/search.aspx,98233,Skagit County,(360) 757-4074,No,No,No,No,1133,56.9,19.9,46.2,0.5,0.6,1.6,41.2,0.5,3.9,51.5,35.4
Oroville Middle-High School,https://www.schooldigger.com/go/WA/schools/0642000951/school.aspx,Oroville School District,https://www.schooldigger.com/go/WA/district/06420/search.aspx,1016 Ironwood,Oroville,https://www.schooldigger.com/go/WA/city/Oroville/search.aspx,98844,Okanogan County,(509) 476-3612,No,No,No,No,262,17.8,14.7,71.4,0.4,1.1,1.1,36.6,0,3.1,57.6,35.3
Cusick Junior Senior High School,https://www.schooldigger.com/go/WA/schools/0192000297/school.aspx,Cusick School District,https://www.schooldigger.com/go/WA/district/01920/search.aspx,305 Monumental Way,Cusick,https://www.schooldigger.com/go/WA/city/Cusick/search.aspx,99119,Pend Oreille County,(509) 445-1125,Yes,No,No,No,127,9.4,13.4,77.2,0,34.6,0,8.7,0,17.3,39.4,35.2
Curlew Elementary & High School,https://www.schooldigger.com/go/WA/schools/0189000295/school.aspx,Curlew School District,https://www.schooldigger.com/go/WA/district/01890/search.aspx,47 Curlew School Rd,Curlew,https://www.schooldigger.com/go/WA/city/Curlew/search.aspx,99118,Ferry County,(509) 779-4931,Yes,No,No,No,288,17,16.8,58.3,0.7,1.4,1,10.8,2.1,9.4,74.3,35.2
Prosser High School,https://www.schooldigger.com/go/WA/schools/0690001012/school.aspx,Prosser School District,https://www.schooldigger.com/go/WA/district/06900/search.aspx,1203 Prosser Ave.,Prosser,https://www.schooldigger.com/go/WA/city/Prosser/search.aspx,99350,Benton County,(509) 786-1224,Yes,No,No,No,892,40.2,22.1,65.1,0.4,0.8,0.8,61.4,0.2,2.7,33.6,34.6
Spokane Valley High School,https://www.schooldigger.com/go/WA/schools/0969003769/school.aspx,West Valley School District (Spokane),https://www.schooldigger.com/go/WA/district/09690/search.aspx,2011 N Hutchinson,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99212,Spokane County,(509) 922-5475,No,No,No,No,235,10.2,23,57.4,2.6,1.3,1.3,9.4,0,8.1,74,34.4
Wilson Creek High,https://www.schooldigger.com/go/WA/schools/0990001675/school.aspx,Wilson Creek School District,https://www.schooldigger.com/go/WA/district/09900/search.aspx,400 Navar Street,Wilson Creek,https://www.schooldigger.com/go/WA/city/Wilson+Creek/search.aspx,98860,Grant County,(509) 345-2541,Yes,No,No,No,66,7.8,8.3,53,0,1.5,0,15.2,0,3,80.3,34.3
Chiawana Senior High School,https://www.schooldigger.com/go/WA/schools/0657003292/school.aspx,Pasco School District,https://www.schooldigger.com/go/WA/district/06570/search.aspx,8125 W Argent Rd,Pasco,https://www.schooldigger.com/go/WA/city/Pasco/search.aspx,99301,Franklin County,(509) 543-6786,Yes,No,No,No,3108,140.4,22.1,64.7,1.1,0.2,1.6,65.9,0.3,3.9,27.1,34.2
Shelton High School,https://www.schooldigger.com/go/WA/schools/0790001295/school.aspx,Shelton School District,https://www.schooldigger.com/go/WA/district/07900/search.aspx,3737 Shelton Springs Rd.,Shelton,https://www.schooldigger.com/go/WA/city/Shelton/search.aspx,98584,Mason County,(360) 426-4471,No,No,No,No,1537,80.3,19.1,58.6,0.6,4.6,0.5,30.2,0.1,8.7,54.7,33.6
Mount Vernon High School,https://www.schooldigger.com/go/WA/schools/0540000813/school.aspx,Mount Vernon School District,https://www.schooldigger.com/go/WA/district/05400/search.aspx,314 N 9th St,Mount Vernon,https://www.schooldigger.com/go/WA/city/Mount+Vernon/search.aspx,98273,Skagit County,(360) 428-6156,Yes,No,No,No,1957,102,19.1,60.7,0.8,0.6,2.1,56.1,1,2.5,37,33.6
Neah Bay Junior/ Senior High School,https://www.schooldigger.com/go/WA/schools/0084000165/school.aspx,Cape Flattery School District,https://www.schooldigger.com/go/WA/district/00840/search.aspx,3560 Deer Street,Neah Bay,https://www.schooldigger.com/go/WA/city/Neah+Bay/search.aspx,98357,Clallam County,(360) 645-2221,Yes,No,No,No,191,14.2,13.3,68.6,0,59.2,0,18.3,0,20.4,2.1,33.6
E B Walker High School,https://www.schooldigger.com/go/WA/schools/0696001023/school.aspx,Puyallup School District,https://www.schooldigger.com/go/WA/district/06960/search.aspx,5715 Milwaukee Ave E,Puyallup,https://www.schooldigger.com/go/WA/city/Puyallup/search.aspx,98372,Pierce County,(253) 841-8781,No,No,No,No,102,8.7,11.7,60.8,3.9,2.9,1,18.6,2.9,13.7,56.9,33.2
West Valley High School,https://www.schooldigger.com/go/WA/schools/0969001648/school.aspx,West Valley School District (Spokane),https://www.schooldigger.com/go/WA/district/09690/search.aspx,8301 E Buckeye,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99212,Spokane County,(509) 922-5488,Yes,No,No,No,899,42,21.3,41.3,1.7,0.7,2,9.7,0.1,9.2,76.3,33
North Central High School,https://www.schooldigger.com/go/WA/schools/0825001399/school.aspx,Spokane School District,https://www.schooldigger.com/go/WA/district/08250/search.aspx,1600 N Howard St,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99205,Spokane County,(509) 354-6300,No,No,No,No,1528,75.7,20.1,55.9,2.6,1.2,2.8,10.2,2.4,12.9,67.9,32.8
Wilson,https://www.schooldigger.com/go/WA/schools/0870001513/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,1202 N Orchard St,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98406,Pierce County,(253) 571-6000,No,No,No,No,1214,53.7,22.6,40.3,12,1.2,8.2,13.2,0.7,11.1,53.4,32.6
Ocean,https://www.schooldigger.com/go/WA/schools/0684002791/school.aspx,Port Townsend School District,https://www.schooldigger.com/go/WA/district/06840/search.aspx,3939 San Juan Ave.,Port Townsend,https://www.schooldigger.com/go/WA/city/Port+Townsend/search.aspx,98368,Jefferson County,(360) 379-4251,No,No,No,No,126,4.5,27.6,50,0,0,0,7.1,0,9.5,83.3,32.3
Cap Sante High School,https://www.schooldigger.com/go/WA/schools/0015003303/school.aspx,Anacortes School District,https://www.schooldigger.com/go/WA/district/00150/search.aspx,1600 20th Street,Anacortes,https://www.schooldigger.com/go/WA/city/Anacortes/search.aspx,98221,Skagit County,(360) 293-1225,No,No,No,No,57,2,28.5,61.4,0,0,0,10.5,0,5.3,84.2,32.3
Edmonds Heights K-12,https://www.schooldigger.com/go/WA/schools/0240003139/school.aspx,Edmonds School District,https://www.schooldigger.com/go/WA/district/02400/search.aspx,23200 100th Ave W,Edmonds,https://www.schooldigger.com/go/WA/city/Edmonds/search.aspx,98020,Snohomish County,(425) 431-7840,No,No,No,No,663,17.5,37.8,17,0.9,0.8,5.9,11.3,0,13.1,67.7,32.1
J M Weatherwax High School,https://www.schooldigger.com/go/WA/schools/0003000007/school.aspx,Aberdeen School District,https://www.schooldigger.com/go/WA/district/00030/search.aspx,410 North G Street,Aberdeen,https://www.schooldigger.com/go/WA/city/Aberdeen/search.aspx,98520,Grays Harbor County,(360) 538-2043,No,No,No,No,976,41.6,23.4,63,1.2,3.4,1.9,33.3,0,6.8,53.4,32
Mabton Junior Senior High,https://www.schooldigger.com/go/WA/schools/0465003406/school.aspx,Mabton School District,https://www.schooldigger.com/go/WA/district/04650/search.aspx,500 B St.,Mabton,https://www.schooldigger.com/go/WA/city/Mabton/search.aspx,98935,Yakima County,(509) 894-4951,Yes,No,Yes,No,374,22,16.9,90.1,0,0.3,0,96,0,0,2.9,31.9
Nova High School,https://www.schooldigger.com/go/WA/schools/0771001226/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,301 21st Avenue East,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98122,King County,(206) 252-3500,No,No,No,No,227,14.2,15.8,31.3,7.9,0,3.5,10.6,0,11.5,61.7,31.9
Foster Senior High School,https://www.schooldigger.com/go/WA/schools/0813001341/school.aspx,Tukwila School District,https://www.schooldigger.com/go/WA/district/08130/search.aspx,4242 S 144th St,Tukwila,https://www.schooldigger.com/go/WA/city/Tukwila/search.aspx,98168,King County,(206) 901-7900,Yes,No,No,No,821,42.3,19.3,66.9,19.1,0.7,28.6,30.8,6,4.4,9.5,31.8
Prescott Junior Senior High,https://www.schooldigger.com/go/WA/schools/0687001010/school.aspx,Prescott School District,https://www.schooldigger.com/go/WA/district/06870/search.aspx,207 South A St,Prescott,https://www.schooldigger.com/go/WA/city/Prescott/search.aspx,99348,Walla Walla County,(509) 849-2215,Yes,No,No,No,112,8.9,12.4,86.6,0,0,0,80.4,0,0.9,18.8,31.7
Hudson's Bay High School,https://www.schooldigger.com/go/WA/schools/0927001569/school.aspx,Vancouver School District,https://www.schooldigger.com/go/WA/district/09270/search.aspx,1601 E McLoughlin Blvd,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98663,Clark County,(360) 313-4400,No,No,No,No,1184,55.6,21.2,60.4,3.3,0.6,2,39.2,2.8,8.9,43.2,31.5
Sprague High School,https://www.schooldigger.com/go/WA/schools/0828001419/school.aspx,Sprague School District,https://www.schooldigger.com/go/WA/district/08280/search.aspx,614 W. Fifth Street,Sprague,https://www.schooldigger.com/go/WA/city/Sprague/search.aspx,99032,Lincoln County,(509) 257-2511,No,No,No,No,34,5.4,6.2,38.2,5.9,2.9,0,5.9,0,5.9,79.4,31.5
Inchelium High School,https://www.schooldigger.com/go/WA/schools/0000200568/school.aspx,Inchelium School District,https://www.schooldigger.com/go/WA/district/00002/search.aspx,1 Hornet Avenue,Inchelium,https://www.schooldigger.com/go/WA/city/Inchelium/search.aspx,99138,Ferry County,(509) 722-6181,Yes,No,No,No,70,6.3,11.1,72.9,0,84.3,0,1.4,0,12.9,1.4,31.3
South Bend High School,https://www.schooldigger.com/go/WA/schools/0810001337/school.aspx,South Bend School District,https://www.schooldigger.com/go/WA/district/08100/search.aspx,400 E. 1st,South Bend,https://www.schooldigger.com/go/WA/city/South+Bend/search.aspx,98586,Pacific County,(360) 875-5707,Yes,No,No,No,261,16.2,16,70.1,0.4,2.3,4.2,39.5,0,11.1,42.5,31.2
Warden High School,https://www.schooldigger.com/go/WA/schools/0951001619/school.aspx,Warden School District,https://www.schooldigger.com/go/WA/district/09510/search.aspx,101 W Beck Way,Warden,https://www.schooldigger.com/go/WA/city/Warden/search.aspx,98857,Grant County,(509) 349-2581,No,No,No,No,275,15.3,17.9,78.2,0.7,0,0.4,77.1,0,1.8,20,31
Brewster High School,https://www.schooldigger.com/go/WA/schools/0069000149/school.aspx,Brewster School District,https://www.schooldigger.com/go/WA/district/00690/search.aspx,503 S. 7th St.,Brewster,https://www.schooldigger.com/go/WA/city/Brewster/search.aspx,98812,Okanogan County,(509) 689-3449,Yes,No,No,No,273,13.9,19.5,83.5,0,1.1,0.4,86.4,0,0.7,11.4,30.9
White Pass Junior Senior High School,https://www.schooldigger.com/go/WA/schools/0975001659/school.aspx,White Pass School District,https://www.schooldigger.com/go/WA/district/09750/search.aspx,516 Silverbrook Road,Randle,https://www.schooldigger.com/go/WA/city/Randle/search.aspx,98377,Lewis County,(360) 497-5816,No,No,No,No,171,12.5,13.6,62,1.2,0,0,8.8,0,3.5,86.5,30.9
Homeconnection,https://www.schooldigger.com/go/WA/schools/0594002628/school.aspx,Oak Harbor School District,https://www.schooldigger.com/go/WA/district/05940/search.aspx,350 S. Oak Harbor St.,Oak Harbor,https://www.schooldigger.com/go/WA/city/Oak+Harbor/search.aspx,98277,Island County,(360) 279-8826,No,No,No,No,276,7,39.4,19.2,1.8,0,1.4,12,0,5.4,79,30.7
Options High School,https://www.schooldigger.com/go/WA/schools/0042001738/school.aspx,Bellingham School District,https://www.schooldigger.com/go/WA/district/00420/search.aspx,2015 Franklin St,Bellingham,https://www.schooldigger.com/go/WA/city/Bellingham/search.aspx,98225,Whatcom County,(360) 647-6871,No,No,No,No,185,16.1,11.4,55.7,0.5,4.3,1.6,15.1,0,8.1,68.6,30.6
Eastmont Senior High,https://www.schooldigger.com/go/WA/schools/0231000318/school.aspx,Eastmont School District,https://www.schooldigger.com/go/WA/district/02310/search.aspx,955 3rd Street NE,East Wenatchee,https://www.schooldigger.com/go/WA/city/East+Wenatchee/search.aspx,98802,Douglas County,(509) 884-6665,No,No,No,No,1386,67.2,20.6,54.3,0.4,0.4,0.6,49.6,0.1,2.7,46.3,30.6
Puyallup Online Academy/POA,https://www.schooldigger.com/go/WA/schools/0696003315/school.aspx,Puyallup School District,https://www.schooldigger.com/go/WA/district/06960/search.aspx,716 South Hill Park Drive,Puyallup,https://www.schooldigger.com/go/WA/city/Puyallup/search.aspx,98373,Pierce County,(253) 841-8630,No,No,No,Yes,214,5.3,40,45.8,2.3,0.5,2.8,25.7,0.9,11.7,56.1,30.4
Highland High School,https://www.schooldigger.com/go/WA/schools/0351002876/school.aspx,Highland School District,https://www.schooldigger.com/go/WA/district/03510/search.aspx,17000 Summitview,Cowiche,https://www.schooldigger.com/go/WA/city/Cowiche/search.aspx,98923,Yakima County,(509) 678-8800,Yes,No,No,No,360,19.4,18.4,80.6,0.6,0.3,0,79.2,0,1.9,18.1,30.1
North Mason Senior High School,https://www.schooldigger.com/go/WA/schools/0579000859/school.aspx,North Mason School District,https://www.schooldigger.com/go/WA/district/05790/search.aspx,150 E North Mason School Road,Belfair,https://www.schooldigger.com/go/WA/city/Belfair/search.aspx,98528,Mason County,(360) 277-2303,No,No,No,No,647,34.2,18.8,49.3,0.8,1.7,1.1,26.4,0.6,5.4,63.8,29.9
Toutle Lake High School,https://www.schooldigger.com/go/WA/schools/0903001538/school.aspx,Toutle Lake School District,https://www.schooldigger.com/go/WA/district/09030/search.aspx,5050 Spirit Lake Hwy,Toutle,https://www.schooldigger.com/go/WA/city/Toutle/search.aspx,98649,Cowlitz County,(360) 274-6132,No,No,No,No,313,13.8,22.6,35.8,0.3,1.3,0.6,6.1,0.3,4.5,86.9,29.9
Hoquiam High School,https://www.schooldigger.com/go/WA/schools/0366000564/school.aspx,Hoquiam School District,https://www.schooldigger.com/go/WA/district/03660/search.aspx,501 W. Emerson,Hoquiam,https://www.schooldigger.com/go/WA/city/Hoquiam/search.aspx,98550,Grays Harbor County,(360) 538-8210,No,No,No,No,447,21.4,20.8,61.5,0.4,5.4,0.7,17.4,0,6.7,69.1,29.3
Lakewood High School,https://www.schooldigger.com/go/WA/schools/0426002117/school.aspx,Lakewood School District,https://www.schooldigger.com/go/WA/district/04260/search.aspx,17023 11th Ave NE,Arlington,https://www.schooldigger.com/go/WA/city/Arlington/search.aspx,98223,Snohomish County,(360) 652-4505,No,No,No,No,791,30.1,26.2,35.3,1.6,0.5,1.9,17.3,1.9,13.7,63.1,29.2
Bridgeport High School,https://www.schooldigger.com/go/WA/schools/0072000151/school.aspx,Bridgeport School District,https://www.schooldigger.com/go/WA/district/00720/search.aspx,1220 Kryger Ave,Bridgeport,https://www.schooldigger.com/go/WA/city/Bridgeport/search.aspx,98813,Douglas County,(509) 686-8770,Yes,No,No,No,217,15.5,14,94.9,0,0,0,94.9,0,0,5.1,28.9
Pratt Academy,https://www.schooldigger.com/go/WA/schools/0825002364/school.aspx,Spokane School District,https://www.schooldigger.com/go/WA/district/08250/search.aspx,6903 E 4th Ave,Spokane Valley,https://www.schooldigger.com/go/WA/city/Spokane+Valley/search.aspx,99212,Spokane County,(509) 354-7100,Yes,No,No,No,76,7,10.8,78.9,3.9,2.6,0,9.2,1.3,11.8,71.1,28.8
Cedar High School,https://www.schooldigger.com/go/WA/schools/0790003753/school.aspx,Shelton School District,https://www.schooldigger.com/go/WA/district/07900/search.aspx,807 W Pine St,Shelton,https://www.schooldigger.com/go/WA/city/Shelton/search.aspx,98584,Mason County,(360) 426-7664,No,No,No,No,64,,,71.9,0,4.7,0,15.6,0,12.5,67.2,28.5
Grandview High School,https://www.schooldigger.com/go/WA/schools/0315000499/school.aspx,Grandview School District,https://www.schooldigger.com/go/WA/district/03150/search.aspx,1601 W 5th ST,Grandview,https://www.schooldigger.com/go/WA/city/Grandview/search.aspx,98930,Yakima County,(509) 882-8750,Yes,No,No,No,1046,47.6,21.9,81.3,0,0,0.1,93.8,0,0.2,5.9,28.5
Evergreen High School,https://www.schooldigger.com/go/WA/schools/0270000418/school.aspx,Evergreen School District (Clark),https://www.schooldigger.com/go/WA/district/02700/search.aspx,14300 NE 18th Street,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98684,Clark County,(360) 604-3700,No,No,No,No,1571,83.5,18.8,57.2,3.6,0.7,4.7,29.8,3.7,8.3,49.1,28.5
Technology Access Foundation Academy at Saghalie,https://www.schooldigger.com/go/WA/schools/0282003610/school.aspx,Federal Way School District,https://www.schooldigger.com/go/WA/district/02820/search.aspx,33914 19th Ave SW,Federal Way,https://www.schooldigger.com/go/WA/city/Federal+Way/search.aspx,98023,King County,(253) 945-5000,No,No,Yes,No,571,36.2,15.7,63.6,14.7,0.5,11.2,33.8,4.9,13.3,21.5,28.4
Kent-Meridian High School,https://www.schooldigger.com/go/WA/schools/0396000621/school.aspx,Kent School District,https://www.schooldigger.com/go/WA/district/03960/search.aspx,10020 SE 256th ST,Kent,https://www.schooldigger.com/go/WA/city/Kent/search.aspx,98030,King County,(253) 373-7405,No,No,No,No,2043,95.1,21.4,71.1,18.5,0,20.7,33.1,4.4,7.3,15.9,28.1
Stillaguamish Valley Learning Center,https://www.schooldigger.com/go/WA/schools/0024002589/school.aspx,Arlington School District,https://www.schooldigger.com/go/WA/district/00240/search.aspx,1215 E 5th,Arlington,https://www.schooldigger.com/go/WA/city/Arlington/search.aspx,98223,Snohomish County,(360) 618-6440,No,No,No,No,164,4.6,35.4,32.3,0,0.6,0,9.8,0,3.7,85.4,27.6
Vancouver Home Connection,https://www.schooldigger.com/go/WA/schools/0927002943/school.aspx,Vancouver School District,https://www.schooldigger.com/go/WA/district/09270/search.aspx,301 S Lieser Rd,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98664,Clark County,(360) 313-4990,No,No,No,No,179,15,11.8,43,3.9,1.7,0,9.5,0,6.7,78.2,26.9
North Beach Senior High School,https://www.schooldigger.com/go/WA/schools/0570000842/school.aspx,North Beach School District No. 64,https://www.schooldigger.com/go/WA/district/05700/search.aspx,336 State Route 115,Ocean Shores,https://www.schooldigger.com/go/WA/city/Ocean+Shores/search.aspx,98569,Grays Harbor County,(360) 289-3888,No,No,No,No,192,9.3,20.5,69.3,3.1,12,2.6,8.3,0,12.5,61.5,26.8
Chief Kitsap Academy,https://www.schooldigger.com/go/WA/schools/0032803493/school.aspx,Suquamish Tribal Education Department,https://www.schooldigger.com/go/WA/district/00328/search.aspx,15838 Sandy Hook Rd,Poulsbo,https://www.schooldigger.com/go/WA/city/Poulsbo/search.aspx,98370,Kitsap County,(360) 394-8566,Yes,No,Yes,No,90,10,9,55.6,0,60,1.1,6.7,0,23.3,8.9,26.7
K-12 Ellensburg Learning Center,https://www.schooldigger.com/go/WA/schools/0246003168/school.aspx,Ellensburg School District,https://www.schooldigger.com/go/WA/district/02460/search.aspx,210 Ruby Street,Ellensburg,https://www.schooldigger.com/go/WA/city/Ellensburg/search.aspx,98926,Kittitas County,(509) 925-8181,No,No,No,No,74,0.9,74.7,45.9,1.4,0,0,20.3,0,5.4,73,26.6
Heritage High School,https://www.schooldigger.com/go/WA/schools/0270002711/school.aspx,Evergreen School District (Clark),https://www.schooldigger.com/go/WA/district/02700/search.aspx,7825 NE 130th Avenue,Vancouver,https://www.schooldigger.com/go/WA/city/Vancouver/search.aspx,98682,Clark County,(360) 604-3400,No,No,No,No,1715,83.2,20.5,56.9,2.6,0.3,4.3,30,2.6,6.5,53.2,26.5
Wenatchee High School,https://www.schooldigger.com/go/WA/schools/0966001639/school.aspx,Wenatchee School District,https://www.schooldigger.com/go/WA/district/09660/search.aspx,1101 Millerdale Ave,Wenatchee,https://www.schooldigger.com/go/WA/city/Wenatchee/search.aspx,98801,Chelan County,(509) 663-8117,No,No,No,No,2027,97.2,20.8,53.2,0.2,0.2,1.3,51.2,0,2.5,44.6,26.3
Kennewick High School,https://www.schooldigger.com/go/WA/schools/0393000605/school.aspx,Kennewick School District,https://www.schooldigger.com/go/WA/district/03930/search.aspx,201 S Garfield St,Kennewick,https://www.schooldigger.com/go/WA/city/Kennewick/search.aspx,99336,Benton County,(509) 222-7100,No,No,No,No,1645,73,22.5,67.2,1.9,0.5,3.1,52.1,0.2,3.9,38.2,26.1
Envision Career Academy,https://www.schooldigger.com/go/WA/schools/0585003771/school.aspx,North Thurston Public Schools,https://www.schooldigger.com/go/WA/district/05850/search.aspx,411 College St NE,Lacey,https://www.schooldigger.com/go/WA/city/Lacey/search.aspx,98516,Thurston County,(360) 412-4880,No,No,Yes,No,100,7.7,12.9,55,7,1,2,15,0,16,59,26.1
University High School,https://www.schooldigger.com/go/WA/schools/0111000204/school.aspx,Central Valley School District,https://www.schooldigger.com/go/WA/district/01110/search.aspx,12420 E 32nd Ave,Spokane Valley,https://www.schooldigger.com/go/WA/city/Spokane+Valley/search.aspx,99216,Spokane County,(509) 558-6040,No,No,No,No,1621,82.2,19.7,30.4,2.5,1.2,1.2,2.2,0.7,6.2,86.1,26.1
Deer Park Home Link Program,https://www.schooldigger.com/go/WA/schools/0207002827/school.aspx,Deer Park School District,https://www.schooldigger.com/go/WA/district/02070/search.aspx,N. 428 Main Street,Deer Park,https://www.schooldigger.com/go/WA/city/Deer+Park/search.aspx,99006,Spokane County,(509) 464-5535,No,No,No,No,550,9.5,57.8,28.5,0.2,1.1,0.2,5.8,0.5,0.4,91.6,26
Moses Lake High School,https://www.schooldigger.com/go/WA/schools/0522000792/school.aspx,Moses Lake School District,https://www.schooldigger.com/go/WA/district/05220/search.aspx,803 E. Sharon Ave.,Moses Lake,https://www.schooldigger.com/go/WA/city/Moses+Lake/search.aspx,98837,Grant County,(509) 766-2666,No,No,No,No,2419,97.4,24.8,58.6,1.4,0,1.5,48.7,0.1,3.3,44.9,25.8
Tekoa High School,https://www.schooldigger.com/go/WA/schools/0879001521/school.aspx,Tekoa School District,https://www.schooldigger.com/go/WA/district/08790/search.aspx,513 E Henkle - 0869,Tekoa,https://www.schooldigger.com/go/WA/city/Tekoa/search.aspx,99033,Whitman County,(509) 284-3401,No,No,No,No,80,8.3,9.5,65,0,1.3,0,20,0,2.5,76.3,25.5
Marysville Pilchuck High School,https://www.schooldigger.com/go/WA/schools/0486003317/school.aspx,Marysville School District,https://www.schooldigger.com/go/WA/district/04860/search.aspx,5611 108th Street NE,Marysville,https://www.schooldigger.com/go/WA/city/Marysville/search.aspx,98271,Snohomish County,(360) 965-2000,No,No,No,No,1139,56.4,20.1,49.9,2,5.8,4.9,29.5,1.1,10.4,46.3,25.5
Quincy High School,https://www.schooldigger.com/go/WA/schools/0708001055/school.aspx,Quincy School District,https://www.schooldigger.com/go/WA/district/07080/search.aspx,16 6th AVE SE,Quincy,https://www.schooldigger.com/go/WA/city/Quincy/search.aspx,98848,Grant County,(509) 787-3501,No,No,No,No,835,43,19.3,78.1,0.4,0,0.5,88.6,0,0.2,10.3,25.5
Omak High School,https://www.schooldigger.com/go/WA/schools/0622000940/school.aspx,Omak School District,https://www.schooldigger.com/go/WA/district/06220/search.aspx,20 South Cedar,Omak,https://www.schooldigger.com/go/WA/city/Omak/search.aspx,98841,Okanogan County,(509) 826-5150,No,No,No,No,428,26.9,15.9,68,0.5,22.2,0.7,25,0,12.4,39,25.1
Othello High School,https://www.schooldigger.com/go/WA/schools/0648000957/school.aspx,Othello School District,https://www.schooldigger.com/go/WA/district/06480/search.aspx,340 S 7th Ave,Othello,https://www.schooldigger.com/go/WA/city/Othello/search.aspx,99344,Adams County,(509) 488-3351,Yes,No,No,No,1213,57.5,21,71.1,0,0.1,0.4,90.7,0,0.3,8.5,25
