Rank,School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
280,Tc Williams ,https://www.schooldigger.com/go/VA/schools/0012000054/school.aspx,Alexandria City Public Schools,https://www.schooldigger.com/go/VA/district/00120/search.aspx,3330 King St,Alexandria,https://www.schooldigger.com/go/VA/city/Alexandria/search.aspx,22302,Alexandria city,(703) 824-6800,No,No,No,No,3985,327,12.1,0.46,0.29,0,0.05,0.41,0,0.02,0.24,28.7
281,Arcadia ,https://www.schooldigger.com/go/VA/schools/0006002028/school.aspx,Accomack County Public Schools,https://www.schooldigger.com/go/VA/district/00060/search.aspx,8210 Lankford Highway,Oak Hall,https://www.schooldigger.com/go/VA/city/Oak+Hall/search.aspx,23416,Accomack County,(757) 824-5613,No,No,No,No,656,43.9,14.9,0.7,0.39,0,0.01,0.25,0,0.01,0.34,28.7
282,Franklin ,https://www.schooldigger.com/go/VA/schools/0141000628/school.aspx,Franklin City Public Schools,https://www.schooldigger.com/go/VA/district/01410/search.aspx,310 Crescent Drive,Franklin,https://www.schooldigger.com/go/VA/city/Franklin/search.aspx,23851,Franklin city,(757) 562-5187,No,No,No,No,304,27,11.2,0.99,0.78,0,0,0.03,0,0.04,0.15,28.6
283,West Potomac ,https://www.schooldigger.com/go/VA/schools/0126000489/school.aspx,Fairfax County Public Schools,https://www.schooldigger.com/go/VA/district/01260/search.aspx,6500 Quander Rd,Alexandria,https://www.schooldigger.com/go/VA/city/Alexandria/search.aspx,22307,Fairfax County,(703) 718-2500,No,No,No,No,2654,179.8,14.7,0.4,0.17,0,0.07,0.36,0,0.04,0.36,28.6
284,Halifax County ,https://www.schooldigger.com/go/VA/schools/0177001848/school.aspx,Halifax County Public Schools,https://www.schooldigger.com/go/VA/district/01770/search.aspx,High School Cir,South Boston,https://www.schooldigger.com/go/VA/city/South+Boston/search.aspx,24592,Halifax County,(434) 572-4977,No,No,No,No,1487,130.5,11.3,0.84,0.44,0,0.01,0.04,0,0.02,0.49,28.5
285,Park View ,https://www.schooldigger.com/go/VA/schools/0225000928/school.aspx,Loudoun County Public Schools,https://www.schooldigger.com/go/VA/district/02250/search.aspx,400 W Laurel Ave,Sterling,https://www.schooldigger.com/go/VA/city/Sterling/search.aspx,20164,Loudoun County,(571) 434-4500,Yes,No,No,No,1390,137.6,10.1,0.58,0.05,0.01,0.13,0.65,0,0.03,0.14,26.3
286,Norview ,https://www.schooldigger.com/go/VA/schools/0267001122/school.aspx,Norfolk City Public Schools,https://www.schooldigger.com/go/VA/district/02670/search.aspx,6501 Chesapeake Blvd,Norfolk,https://www.schooldigger.com/go/VA/city/Norfolk/search.aspx,23513,Norfolk city,(757) 852-4500,No,No,Yes,No,1881,125.7,14.9,0.56,0.56,0.01,0.04,0.11,0,0.07,0.22,26.1
287,Heritage ,https://www.schooldigger.com/go/VA/schools/0234000960/school.aspx,Lynchburg City Public Schools,https://www.schooldigger.com/go/VA/district/02340/search.aspx,3101 Wards Ferry Rd,Lynchburg,https://www.schooldigger.com/go/VA/city/Lynchburg/search.aspx,24502,Lynchburg city,(434) 515-5400,No,No,No,No,1054,74.5,14.1,0.58,0.53,0.01,0.03,0.07,0,0.09,0.28,24.9
288,Bluestone ,https://www.schooldigger.com/go/VA/schools/0246000996/school.aspx,Mecklenburg County Public Schools,https://www.schooldigger.com/go/VA/district/02460/search.aspx,6825 Skipwith Road,Skipwith,https://www.schooldigger.com/go/VA/city/Skipwith/search.aspx,23968,Mecklenburg County,(434) 372-5177,No,No,No,No,528,44.6,11.8,0.65,0.48,0,0.01,0.03,0,0.04,0.45,24.9
289,Waynesboro ,https://www.schooldigger.com/go/VA/schools/0393001759/school.aspx,Waynesboro City Public Schools,https://www.schooldigger.com/go/VA/district/03930/search.aspx,1200 Main St,Waynesboro,https://www.schooldigger.com/go/VA/city/Waynesboro/search.aspx,22980,Waynesboro city,(540) 946-4616,No,No,No,No,844,67.3,12.5,0.49,0.17,0,0.01,0.16,0,0.08,0.58,24.7
290,Carroll County ,https://www.schooldigger.com/go/VA/schools/0069000242/school.aspx,Carroll County Public Schools,https://www.schooldigger.com/go/VA/district/00690/search.aspx,100 Cavs Lane,Hillsville,https://www.schooldigger.com/go/VA/city/Hillsville/search.aspx,24343,Carroll County,(276) 728-2125,No,No,No,No,1101,80.2,13.7,0.47,0.01,0,0.01,0.06,0,0.01,0.92,23.9
291,Varina ,https://www.schooldigger.com/go/VA/schools/0189000835/school.aspx,Henrico County Public Schools,https://www.schooldigger.com/go/VA/district/01890/search.aspx,7053 Messer Rd,Richmond,https://www.schooldigger.com/go/VA/city/Richmond/search.aspx,23231,Henrico County,(804) 226-8700,No,No,Yes,No,1583,99.5,15.9,0.56,0.7,0,0,0.05,0,0.04,0.21,23.9
292,Meadowbrook ,https://www.schooldigger.com/go/VA/schools/0084000342/school.aspx,Chesterfield County Public Schools,https://www.schooldigger.com/go/VA/district/00840/search.aspx,4901 Cogbill Rd.,Richmond,https://www.schooldigger.com/go/VA/city/Richmond/search.aspx,23234,Chesterfield County,(804) 743-3675,No,No,No,No,1780,119.4,14.9,0.55,0.48,0,0.02,0.4,0,0.03,0.07,23.6
293,E.C. Glass ,https://www.schooldigger.com/go/VA/schools/0234000956/school.aspx,Lynchburg City Public Schools,https://www.schooldigger.com/go/VA/district/02340/search.aspx,2111 Memorial Ave,Lynchburg,https://www.schooldigger.com/go/VA/city/Lynchburg/search.aspx,24501,Lynchburg city,(434) 515-5370,No,No,No,No,1382,102.8,13.4,0.49,0.45,0.01,0.01,0.04,0,0.06,0.43,23.6
294,Martinsville ,https://www.schooldigger.com/go/VA/schools/0240000988/school.aspx,Martinsville City Public Schools,https://www.schooldigger.com/go/VA/district/02400/search.aspx,351 Commonwealth Blvd,Martinsville,https://www.schooldigger.com/go/VA/city/Martinsville/search.aspx,24112,Martinsville city,(276) 403-5870,No,No,No,No,553,45.4,12.1,1,0.6,0,0.01,0.13,0,0.04,0.22,23.5
295,Chancellor ,https://www.schooldigger.com/go/VA/schools/0364002134/school.aspx,Spotsylvania County Public Schools,https://www.schooldigger.com/go/VA/district/03640/search.aspx,6300 Harrison Rd,Fredericksburg,https://www.schooldigger.com/go/VA/city/Fredericksburg/search.aspx,22407,Spotsylvania County,(540) 786-2606,No,No,No,No,1292,79.5,16.2,0.42,0.25,0,0.04,0.23,0,0.05,0.44,23.2
296,Cumberland ,https://www.schooldigger.com/go/VA/schools/0108000057/school.aspx,Cumberland County Public Schools,https://www.schooldigger.com/go/VA/district/01080/search.aspx,15 School Rd,Cumberland,https://www.schooldigger.com/go/VA/city/Cumberland/search.aspx,23040,Cumberland County,(804) 492-4212,No,No,No,No,419,30.9,13.5,0.53,0.45,0,0.01,0.05,0,0.04,0.46,22.8
297,Brunswick ,https://www.schooldigger.com/go/VA/schools/0048000183/school.aspx,Brunswick County Public Schools,https://www.schooldigger.com/go/VA/district/00480/search.aspx,2171 Lawrenceville Plank Rd,Lawrenceville,https://www.schooldigger.com/go/VA/city/Lawrenceville/search.aspx,23868,Brunswick County,(434) 848-2716,Yes,No,No,No,497,43.5,11.4,0.97,0.79,0,0,0.02,0,0,0.18,22.6
298,Granby ,https://www.schooldigger.com/go/VA/schools/0267001098/school.aspx,Norfolk City Public Schools,https://www.schooldigger.com/go/VA/district/02670/search.aspx,7101 Granby St,Norfolk,https://www.schooldigger.com/go/VA/city/Norfolk/search.aspx,23505,Norfolk city,(757) 451-4110,No,No,No,No,1954,142.4,13.7,0.54,0.53,0,0.03,0.11,0.01,0.06,0.27,22.3
299,Henrico ,https://www.schooldigger.com/go/VA/schools/0189000804/school.aspx,Henrico County Public Schools,https://www.schooldigger.com/go/VA/district/01890/search.aspx,302 Azalea Ave,Richmond,https://www.schooldigger.com/go/VA/city/Richmond/search.aspx,23227,Henrico County,(804) 228-2700,No,No,Yes,No,1657,110.6,14.9,0.55,0.72,0,0.12,0.03,0,0.03,0.1,21.8
300,Alleghany ,https://www.schooldigger.com/go/VA/schools/0015201883/school.aspx,Alleghany County Public Schools,https://www.schooldigger.com/go/VA/district/00152/search.aspx,210 Mountaineer Drive,Covington,https://www.schooldigger.com/go/VA/city/Covington/search.aspx,24426,Covington city,(540) 863-1700,No,No,No,No,662,46.2,14.3,0.41,0.06,0,0,0.02,0,0.02,0.89,21.2
301,Buckingham County ,https://www.schooldigger.com/go/VA/schools/0054000210/school.aspx,Buckingham County Public Schools,https://www.schooldigger.com/go/VA/district/00540/search.aspx,78 Knights Rd.,Buckingham,https://www.schooldigger.com/go/VA/city/Buckingham/search.aspx,23921,Buckingham County,(434) 969-6160,No,No,No,No,573,43.8,13,0.57,0.35,0,0.01,0.03,0,0.08,0.55,21
302,land Springs ,https://www.schooldigger.com/go/VA/schools/0189000809/school.aspx,Henrico County Public Schools,https://www.schooldigger.com/go/VA/district/01890/search.aspx,15 S Oak Ave,Highland Springs,https://www.schooldigger.com/go/VA/city/Highland+Springs/search.aspx,23075,Henrico County,(804) 328-4000,No,No,Yes,No,1917,110.9,17.2,0.65,0.8,0,0.01,0.06,0,0.03,0.1,20.9
303,Liberty ,https://www.schooldigger.com/go/VA/schools/0132000854/school.aspx,Fauquier County Public Schools,https://www.schooldigger.com/go/VA/district/01320/search.aspx,6300 Independence Ave,Bealeton,https://www.schooldigger.com/go/VA/city/Bealeton/search.aspx,22712,Fauquier County,(540) 422-7360,No,No,No,No,1265,114.3,11,0.35,0.1,0,0.01,0.23,0,0.03,0.62,20.7
304,Heritage ,https://www.schooldigger.com/go/VA/schools/0264001451/school.aspx,Newport News City Public Schools,https://www.schooldigger.com/go/VA/district/02640/search.aspx,5800 Marshall Ave,Newport News,https://www.schooldigger.com/go/VA/city/Newport+News/search.aspx,23605,Newport News city,(757) 928-6100,No,No,Yes,No,1172,74,15.8,0.82,0.86,0,0.01,0.05,0,0.02,0.06,19.2
305,Hopewell ,https://www.schooldigger.com/go/VA/schools/0198000867/school.aspx,Hopewell City Public Schools,https://www.schooldigger.com/go/VA/district/01980/search.aspx,400 S Mesa Dr,Hopewell,https://www.schooldigger.com/go/VA/city/Hopewell/search.aspx,23860,Hopewell city,(804) 541-6402,No,No,No,No,1160,75.6,15.3,0.94,0.61,0.01,0.01,0.08,0,0,0.29,19.2
306,Phoebus ,https://www.schooldigger.com/go/VA/schools/0180000755/school.aspx,Hampton City Public Schools,https://www.schooldigger.com/go/VA/district/01800/search.aspx,100 Ireland St,Hampton,https://www.schooldigger.com/go/VA/city/Hampton/search.aspx,23663,Hampton city,(757) 727-1000,No,No,No,No,1020,79.1,12.8,0.6,0.69,0,0.01,0.05,0,0.07,0.18,18.7
307,Greensville County ,https://www.schooldigger.com/go/VA/schools/0174000706/school.aspx,Greensville County Public Schools,https://www.schooldigger.com/go/VA/district/01740/search.aspx,403 Harding St,Emporia,https://www.schooldigger.com/go/VA/city/Emporia/search.aspx,23847,Emporia city,(434) 634-2195,No,No,No,No,665,50.7,13.1,0.97,0.7,0,0.02,0.04,0,0.01,0.24,18.5
308,Thomas Jefferson ,https://www.schooldigger.com/go/VA/schools/0324002070/school.aspx,Richmond City Public Schools,https://www.schooldigger.com/go/VA/district/03240/search.aspx,4100 W Grace St,Richmond,https://www.schooldigger.com/go/VA/city/Richmond/search.aspx,23230,Henrico County,(804) 780-6028,No,No,No,No,765,46.5,16.4,1,0.69,0,0.02,0.06,0,0.01,0.22,18.4
309,John Marshall ,https://www.schooldigger.com/go/VA/schools/0324002080/school.aspx,Richmond City Public Schools,https://www.schooldigger.com/go/VA/district/03240/search.aspx,4225 Old Brook Rd,Richmond,https://www.schooldigger.com/go/VA/city/Richmond/search.aspx,23227,Henrico County,(804) 780-6052,Yes,No,No,No,626,48,13,1,0.89,0,0.01,0.01,0,0,0.08,18.3
310,Lancaster ,https://www.schooldigger.com/go/VA/schools/0216000887/school.aspx,Lancaster County Public Schools,https://www.schooldigger.com/go/VA/district/02160/search.aspx,8815 Mary Ball Rd,Lancaster,https://www.schooldigger.com/go/VA/city/Lancaster/search.aspx,22503,Lancaster County,(804) 462-5100,No,No,No,No,381,31.1,12.2,0.53,0.48,0,0.02,0.02,0,0.04,0.44,17.8
311,Mount Vernon ,https://www.schooldigger.com/go/VA/schools/0126000542/school.aspx,Fairfax County Public Schools,https://www.schooldigger.com/go/VA/district/01260/search.aspx,8515 Old Mount Vernon Rd,Alexandria,https://www.schooldigger.com/go/VA/city/Alexandria/search.aspx,22309,Fairfax County,(703) 619-3100,No,No,No,No,2022,169.1,11.9,0.57,0.26,0,0.07,0.45,0,0.03,0.18,17.2
312,James Monroe ,https://www.schooldigger.com/go/VA/schools/0151000661/school.aspx,Fredericksburg City Public Schools,https://www.schooldigger.com/go/VA/district/01510/search.aspx,2300 Washington Ave,Fredericksburg,https://www.schooldigger.com/go/VA/city/Fredericksburg/search.aspx,22401,Fredericksburg city,(540) 372-1100,No,No,No,No,1011,66.2,15.2,0.38,0.34,0,0.05,0.22,0,0.04,0.35,17.1
313,Essex ,https://www.schooldigger.com/go/VA/schools/0120000419/school.aspx,Essex County Public Schools,https://www.schooldigger.com/go/VA/district/01200/search.aspx,833 High School Circle,Tappahannock,https://www.schooldigger.com/go/VA/city/Tappahannock/search.aspx,22560,Essex County,(804) 443-4301,No,No,No,No,523,46.5,11.2,0.55,0.49,0,0.01,0.05,0,0.08,0.36,16.7
314,Prince Edward County ,https://www.schooldigger.com/go/VA/schools/0306001271/school.aspx,Prince Edward County Public Schools,https://www.schooldigger.com/go/VA/district/03060/search.aspx,35 Eagle Dr.,Farmville,https://www.schooldigger.com/go/VA/city/Farmville/search.aspx,23901,Prince Edward County,(434) 315-2130,No,No,No,No,619,53,11.6,0.63,0.54,0,0.01,0.04,0.01,0.01,0.39,14.6
315,Mountain View ,https://www.schooldigger.com/go/VA/schools/0126001099/school.aspx,Fairfax County Public Schools,https://www.schooldigger.com/go/VA/district/01260/search.aspx,5775 Spindle Ct,Centreville,https://www.schooldigger.com/go/VA/city/Centreville/search.aspx,20121,Fairfax County,(703) 227-2316,No,No,No,No,238,26.3,9,0.41,0.13,0.01,0.08,0.66,0,0.02,0.11,14.5
316,Carver College and Career Academy,https://www.schooldigger.com/go/VA/schools/0084001605/school.aspx,Chesterfield County Public Schools,https://www.schooldigger.com/go/VA/district/00840/search.aspx,12400 Branders Bridge Road,Chester,https://www.schooldigger.com/go/VA/city/Chester/search.aspx,23831,Chesterfield County,(804) 768-6156,No,No,No,No,270,28.3,9.5,0.54,0.42,0.01,0.02,0.18,0,0.07,0.3,13.4
317,Petersburg ,https://www.schooldigger.com/go/VA/schools/0291001198/school.aspx,Petersburg City Public Schools,https://www.schooldigger.com/go/VA/district/02910/search.aspx,3101 Johnson Road,Petersburg,https://www.schooldigger.com/go/VA/city/Petersburg/search.aspx,23805,Petersburg city,(804) 862-7096,No,No,No,No,1005,75.7,13.2,0.99,0.92,0,0.01,0.05,0,0,0.03,13.2
318,Denbigh ,https://www.schooldigger.com/go/VA/schools/0264001047/school.aspx,Newport News City Public Schools,https://www.schooldigger.com/go/VA/district/02640/search.aspx,259 Denbigh Blvd,Newport News,https://www.schooldigger.com/go/VA/city/Newport+News/search.aspx,23608,Newport News city,(757) 886-7700,No,No,Yes,No,1307,98.8,13.2,0.64,0.51,0,0.03,0.22,0,0.03,0.21,12.4
319,Richmond Alternative,https://www.schooldigger.com/go/VA/schools/0324002307/school.aspx,Richmond City Public Schools,https://www.schooldigger.com/go/VA/district/03240/search.aspx,119 West Leigh Street,Richmond,https://www.schooldigger.com/go/VA/city/Richmond/search.aspx,23220,Richmond city,(804) 780-4388,Yes,No,No,No,1125,6,187.5,,0.31,0,0.04,0.05,0,0.06,0.54,10.7
320,Booker T. Washington ,https://www.schooldigger.com/go/VA/schools/0267001079/school.aspx,Norfolk City Public Schools,https://www.schooldigger.com/go/VA/district/02670/search.aspx,1111 Park Ave,Norfolk,https://www.schooldigger.com/go/VA/city/Norfolk/search.aspx,23504,Norfolk city,(757) 628-3575,Yes,No,No,No,885,83.6,10.5,0.94,0.8,0,0.02,0.07,0,0.05,0.06,9.8
321,Lake Taylor ,https://www.schooldigger.com/go/VA/schools/0267001104/school.aspx,Norfolk City Public Schools,https://www.schooldigger.com/go/VA/district/02670/search.aspx,1384 Kempsville Rd,Norfolk,https://www.schooldigger.com/go/VA/city/Norfolk/search.aspx,23502,Norfolk city,(757) 892-3200,No,No,No,No,1164,97.8,11.8,0.6,0.71,0.01,0.03,0.09,0,0.05,0.12,9.7
322,George Washington ,https://www.schooldigger.com/go/VA/schools/0111000390/school.aspx,Danville City Public Schools,https://www.schooldigger.com/go/VA/district/01110/search.aspx,701 Broad St,Danville,https://www.schooldigger.com/go/VA/city/Danville/search.aspx,24541,Danville city,(434) 799-6410,No,No,No,No,1265,101.2,12.4,0.94,0.73,0,0.01,0.09,0,0.02,0.15,9.4
323,Armstrong ,https://www.schooldigger.com/go/VA/schools/0324002082/school.aspx,Richmond City Public Schools,https://www.schooldigger.com/go/VA/district/03240/search.aspx,2300 Cool Lane,Richmond,https://www.schooldigger.com/go/VA/city/Richmond/search.aspx,23223,Richmond city,(804) 780-4449,Yes,No,No,No,836,63.6,13.1,0.97,0.95,0,0,0.01,0,0.01,0.03,6.1
324,Huguenot ,https://www.schooldigger.com/go/VA/schools/0324002083/school.aspx,Richmond City Public Schools,https://www.schooldigger.com/go/VA/district/03240/search.aspx,7945 Forest Hill Ave,Richmond,https://www.schooldigger.com/go/VA/city/Richmond/search.aspx,23225,Richmond city,(804) 320-7967,No,No,No,No,1334,84.8,15.7,1,0.64,0,0.01,0.27,0,0.01,0.08,2.5
325,George Wythe ,https://www.schooldigger.com/go/VA/schools/0324002081/school.aspx,Richmond City Public Schools,https://www.schooldigger.com/go/VA/district/03240/search.aspx,4314 Crutchfield St,Richmond,https://www.schooldigger.com/go/VA/city/Richmond/search.aspx,23225,Richmond city,(804) 780-5037,Yes,No,No,No,1076,82,13.1,1,0.57,0,0.01,0.38,0,0.01,0.03,0.7
326,Bryant ,https://www.schooldigger.com/go/VA/schools/0126000497/school.aspx,Fairfax County Public Schools,https://www.schooldigger.com/go/VA/district/01260/search.aspx,2709 Popkins Ln,Alexandria,https://www.schooldigger.com/go/VA/city/Alexandria/search.aspx,22306,Fairfax County,(703) 660-2001,No,No,No,No,340,31,10.9,0.4,0.17,0.01,0.1,0.65,0,0.01,0.08,0.5
327,Fairfax County Adult ,https://www.schooldigger.com/go/VA/schools/0126000422/school.aspx,Fairfax County Public Schools,https://www.schooldigger.com/go/VA/district/01260/search.aspx,6815 Edsall Road,Springfield,https://www.schooldigger.com/go/VA/city/Springfield/search.aspx,22151,Fairfax County,(703) 658-2740,No,No,No,No,151,21.5,6.9,,0.04,0.01,0.1,0.82,0,0,0.03,0
