School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White, Standard Score
Kellogg Middle School,https://www.schooldigger.com/go/WA/schools/0792001308/school.aspx,Shoreline School District,https://www.schooldigger.com/go/WA/district/07920/search.aspx,16045 25th Avenue N.E.,Shoreline,https://www.schooldigger.com/go/WA/city/Shoreline/search.aspx,98155,King County,(206) 393-4783,No,No,No,No,985,41.9,23.4,28.2,7.5,0.3,10.8,16.4,0.4,14.1,50.5,85.1
Kamiakin Middle School,https://www.schooldigger.com/go/WA/schools/0423000671/school.aspx,Lake Washington School District,https://www.schooldigger.com/go/WA/district/04230/search.aspx,14111 132nd Ave NE,Kirkland,https://www.schooldigger.com/go/WA/city/Kirkland/search.aspx,98034,King County,(425) 936-2400,No,No,No,No,627,35.1,17.8,30.5,3.5,0.6,23.4,20.7,0.2,11.6,39.9,84.9
Sacajawea Middle School,https://www.schooldigger.com/go/WA/schools/0825001405/school.aspx,Spokane School District,https://www.schooldigger.com/go/WA/district/08250/search.aspx,401 E 33Rd Ave,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99203,Spokane County,(509) 354-5500,No,No,No,No,845,41.1,20.5,34.6,3.3,0.6,2.2,9,0.6,13.5,70.7,84.8
Brier Terrace Middle School,https://www.schooldigger.com/go/WA/schools/0240000332/school.aspx,Edmonds School District,https://www.schooldigger.com/go/WA/district/02400/search.aspx,22200 Brier Road,Brier,https://www.schooldigger.com/go/WA/city/Brier/search.aspx,98036,Snohomish County,(425) 431-7834,No,No,No,No,699,33.4,20.9,28.6,7.6,0.1,15.6,15.3,1.3,11.7,48.1,84.5
Twin Falls Middle School,https://www.schooldigger.com/go/WA/schools/0804003252/school.aspx,Snoqualmie Valley School District,https://www.schooldigger.com/go/WA/district/08040/search.aspx,46910 S.E. Middle Fork Road,North Bend,https://www.schooldigger.com/go/WA/city/North+Bend/search.aspx,98045,King County,(425) 831-4150,No,No,No,No,493,30.5,16.1,15,0.8,0.4,1.2,12.4,0.2,6.7,78.3,84.5
Hockinson Middle School,https://www.schooldigger.com/go/WA/schools/0357000559/school.aspx,Hockinson School District,https://www.schooldigger.com/go/WA/district/03570/search.aspx,15916 NE 182nd Ave,Brush Prairie,https://www.schooldigger.com/go/WA/city/Brush+Prairie/search.aspx,98606,Clark County,(360) 448-6440,No,No,No,No,442,25.3,17.4,19.9,1.1,0.5,4.1,9.5,0.5,5.7,78.5,84.2
McMurray Middle School,https://www.schooldigger.com/go/WA/schools/0930001589/school.aspx,Vashon Island School District,https://www.schooldigger.com/go/WA/district/09300/search.aspx,9329 SW Cemetery Rd,Vashon,https://www.schooldigger.com/go/WA/city/Vashon/search.aspx,98070,King County,(206) 463-9168,No,No,No,No,352,19.9,17.6,23,0,0,1.1,12.2,0,9.1,77,84
Harbor Ridge Middle School,https://www.schooldigger.com/go/WA/schools/0669002436/school.aspx,Peninsula School District,https://www.schooldigger.com/go/WA/district/06690/search.aspx,9010 Prentice Ave,Gig Harbor,https://www.schooldigger.com/go/WA/city/Gig+Harbor/search.aspx,98332,Pierce County,(253) 530-1900,No,No,No,No,572,28.6,19.9,14.3,1.4,0,3.5,9.8,0,10,75.2,83.8
Lincoln Middle School,https://www.schooldigger.com/go/WA/schools/0693001019/school.aspx,Pullman School District,https://www.schooldigger.com/go/WA/district/06930/search.aspx,315 SE Crestview,Pullman,https://www.schooldigger.com/go/WA/city/Pullman/search.aspx,99163,Whitman County,(509) 334-3411,No,No,No,No,634,33.6,18.8,27.6,3,0.6,9.1,10.4,0.5,8.7,67.2,83.7
Tolt Middle School,https://www.schooldigger.com/go/WA/schools/0456002119/school.aspx,Riverview School District,https://www.schooldigger.com/go/WA/district/04560/search.aspx,3740 Tolt Ave,Carnation,https://www.schooldigger.com/go/WA/city/Carnation/search.aspx,98014,King County,(425) 844-4600,Yes,No,No,No,688,38.6,17.7,15,0.7,0.1,3.6,16.1,0,5.7,73.5,82.8
Jefferson Middle School,https://www.schooldigger.com/go/WA/schools/0618000925/school.aspx,Olympia School District,https://www.schooldigger.com/go/WA/district/06180/search.aspx,2200 Conger Ave NW,Olympia,https://www.schooldigger.com/go/WA/city/Olympia/search.aspx,98502,Thurston County,(360) 596-3200,No,No,No,No,466,25.2,18.4,39.1,4.3,1.1,12.2,13.9,0.6,13.1,54.7,82.7
Aspire Middle School,https://www.schooldigger.com/go/WA/schools/0585003280/school.aspx,North Thurston Public Schools,https://www.schooldigger.com/go/WA/district/05850/search.aspx,5900 54th Ave SE,Lacey,https://www.schooldigger.com/go/WA/city/Lacey/search.aspx,98513,Thurston County,(360) 412-4400,No,No,Yes,No,306,14.8,20.6,26.1,2.6,0.3,7.2,17.3,1,16.3,55.2,82.1
Highland Middle School,https://www.schooldigger.com/go/WA/schools/0492003767/school.aspx,Mead School District,https://www.schooldigger.com/go/WA/district/04920/search.aspx,3515 W Hawthorne Rd,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99208,Spokane County,(509) 465-6510,No,No,No,No,793,40.9,19.3,18.3,1.6,0.4,1.3,7.1,0.1,9.3,80.2,81.7
Davenport Senior High School,https://www.schooldigger.com/go/WA/schools/0201000303/school.aspx,Davenport School District,https://www.schooldigger.com/go/WA/district/02010/search.aspx,801 7th Street,Davenport,https://www.schooldigger.com/go/WA/city/Davenport/search.aspx,99122,Lincoln County,(509) 725-4021,Yes,No,No,No,297,18,16.4,42.1,0,3,0.7,3.4,0.3,5.7,86.9,81.5
Garfield Middle School,https://www.schooldigger.com/go/WA/schools/0300000487/school.aspx,Garfield School District,https://www.schooldigger.com/go/WA/district/03000/search.aspx,810 N Third Street,Garfield,https://www.schooldigger.com/go/WA/city/Garfield/search.aspx,99130,Whitman County,(509) 878-1921,Yes,No,No,No,28,5.5,5,53.6,0,0,0,0,0,0,100,79.6
North Kitsap Options,https://www.schooldigger.com/go/WA/schools/0576003750/school.aspx,North Kitsap School District,https://www.schooldigger.com/go/WA/district/05760/search.aspx,26331 Barber Cut Off Rd NE,Kingston,https://www.schooldigger.com/go/WA/city/Kingston/search.aspx,98346,Kitsap County,(360) 396-3800,No,No,No,No,93,4.1,22.1,11.8,0,3.2,2.2,3.2,0,12.9,78.5,79.6
Palouse at Garfield Middle School,https://www.schooldigger.com/go/WA/schools/0654003134/school.aspx,Palouse School District,https://www.schooldigger.com/go/WA/district/06540/search.aspx,600 E Alder Street,Palouse,https://www.schooldigger.com/go/WA/city/Palouse/search.aspx,99161,Whitman County,(509) 635-1331,No,No,No,No,30,,,23.3,0,0,0,0,0,16.7,83.3,79.4
Drum Intermediate,https://www.schooldigger.com/go/WA/schools/0918002383/school.aspx,University Place School District,https://www.schooldigger.com/go/WA/district/09180/search.aspx,4909 79th Avenue W,University Place,https://www.schooldigger.com/go/WA/city/University+Place/search.aspx,98467,Pierce County,(253) 566-5660,No,No,No,No,606,35.5,17,41.9,10.4,0.8,7.6,17.7,1.3,18,44.2,79.1
Maple View Middle School,https://www.schooldigger.com/go/WA/schools/0876001515/school.aspx,Tahoma School District,https://www.schooldigger.com/go/WA/district/08760/search.aspx,18200 SE 240th ST,Covington,https://www.schooldigger.com/go/WA/city/Covington/search.aspx,98042,King County,(425) 413-5500,No,No,No,No,1032,47.1,21.8,17.3,3.3,0.4,6.6,14.4,1.4,11.9,62,78.8
Mason,https://www.schooldigger.com/go/WA/schools/0870001483/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,3901 N 28th St,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98407,Pierce County,(253) 571-7000,No,No,No,No,802,36.8,21.7,28.8,5.5,0.4,3.7,13.1,0.5,14.2,62.5,78.5
Horizon Middle School,https://www.schooldigger.com/go/WA/schools/0111001826/school.aspx,Central Valley School District,https://www.schooldigger.com/go/WA/district/01110/search.aspx,3915 S Pines Rd,Spokane Valley,https://www.schooldigger.com/go/WA/city/Spokane+Valley/search.aspx,99206,Spokane County,(509) 228-4940,No,No,No,No,504,26.1,19.2,16.9,2.2,1.2,0.6,2,0.6,1.6,91.9,78.2
Desert Hills Middle School,https://www.schooldigger.com/go/WA/schools/0393000598/school.aspx,Kennewick School District,https://www.schooldigger.com/go/WA/district/03930/search.aspx,1701 S Clodfelter Rd,Kennewick,https://www.schooldigger.com/go/WA/city/Kennewick/search.aspx,99338,Benton County,(509) 222-6600,No,No,No,No,868,43.5,19.9,26.7,2,0.5,2.8,14.9,0,4.7,75.1,78.2
Greenacres Middle School,https://www.schooldigger.com/go/WA/schools/0111000195/school.aspx,Central Valley School District,https://www.schooldigger.com/go/WA/district/01110/search.aspx,17409 E Sprague Ave,Spokane Valley,https://www.schooldigger.com/go/WA/city/Spokane+Valley/search.aspx,99016,Spokane County,(509) 558-4860,No,No,No,No,528,26.2,20.1,27.1,1.1,1.5,2.7,1.9,0.8,3.8,88.1,77.9
Northwood Middle School,https://www.schooldigger.com/go/WA/schools/0396002521/school.aspx,Kent School District,https://www.schooldigger.com/go/WA/district/03960/search.aspx,17007 SE 184th ST,Renton,https://www.schooldigger.com/go/WA/city/Renton/search.aspx,98058,King County,(253) 373-7780,No,No,No,No,590,31,19,31.5,7.3,0,27.1,16.4,1.9,13.4,33.9,77.4
CHOICE Academy,https://www.schooldigger.com/go/WA/schools/0354002640/school.aspx,Highline School District,https://www.schooldigger.com/go/WA/district/03540/search.aspx,18367 8th Ave S,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98148,King County,(206) 631-7630,No,No,No,No,196,8.6,22.7,40.8,20.4,0.5,15.8,20.4,1.5,7.7,33.2,77.1
View Ridge Middle School,https://www.schooldigger.com/go/WA/schools/0735001108/school.aspx,Ridgefield School District,https://www.schooldigger.com/go/WA/district/07350/search.aspx,3215 S Hillhurst Rd,Ridgefield,https://www.schooldigger.com/go/WA/city/Ridgefield/search.aspx,98642,Clark County,(360) 619-1400,No,No,No,No,582,29.7,19.5,25.6,0.9,0.3,2.1,14.9,0.3,6.7,74.7,77
Anacortes Middle School,https://www.schooldigger.com/go/WA/schools/0015000015/school.aspx,Anacortes School District,https://www.schooldigger.com/go/WA/district/00150/search.aspx,2202 M Avenue,Anacortes,https://www.schooldigger.com/go/WA/city/Anacortes/search.aspx,98221,Skagit County,(360) 293-1230,No,No,No,No,625,29,21.5,28.6,0.3,1,2.1,12.8,0,9.9,73.9,77
Northwood Middle School,https://www.schooldigger.com/go/WA/schools/0492000748/school.aspx,Mead School District,https://www.schooldigger.com/go/WA/district/04920/search.aspx,12908 N Pittsburg St,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99208,Spokane County,(509) 465-7500,No,No,No,No,786,41.7,18.8,17.9,1.9,1,1.9,8.8,0.6,8,77.7,76.9
Continuous Curriculum School,https://www.schooldigger.com/go/WA/schools/0228002600/school.aspx,East Valley School District (Spokane),https://www.schooldigger.com/go/WA/district/02280/search.aspx,16924 E Wellesley Ave,Spokane Valley,https://www.schooldigger.com/go/WA/city/Spokane+Valley/search.aspx,99216,Spokane County,(509) 927-9501,No,No,No,No,353,24.6,14.3,30,0.6,0.6,1.1,8.2,0,6.2,83.3,76.5
Mountainside Middle School,https://www.schooldigger.com/go/WA/schools/0492000747/school.aspx,Mead School District,https://www.schooldigger.com/go/WA/district/04920/search.aspx,4717 E Day Mt. Spokane Rd,Colbert,https://www.schooldigger.com/go/WA/city/Colbert/search.aspx,99005,Spokane County,(509) 465-7400,No,No,No,No,837,41.1,20.3,27.4,0.8,0.5,1.1,8.2,1.1,5.9,82.3,76.5
Paterson Elementary School,https://www.schooldigger.com/go/WA/schools/0663000976/school.aspx,Paterson School District,https://www.schooldigger.com/go/WA/district/06630/search.aspx,51409 W. Prior Rd.,Paterson,https://www.schooldigger.com/go/WA/city/Paterson/search.aspx,99345,Benton County,(509) 875-2601,Yes,No,No,No,138,9.9,13.9,100,0.7,0,0,43.5,0,0,55.8,76
Fairhaven Middle School,https://www.schooldigger.com/go/WA/schools/0042000104/school.aspx,Bellingham School District,https://www.schooldigger.com/go/WA/district/00420/search.aspx,110 Park Ridge Rd,Bellingham,https://www.schooldigger.com/go/WA/city/Bellingham/search.aspx,98225,Whatcom County,(360) 676-6450,No,No,No,No,559,31.4,17.7,20,1.8,0.7,4.5,9.1,0.2,9.5,74.2,76
Goodman Middle School,https://www.schooldigger.com/go/WA/schools/0669000983/school.aspx,Peninsula School District,https://www.schooldigger.com/go/WA/district/06690/search.aspx,3701 38th Ave NW,Gig Harbor,https://www.schooldigger.com/go/WA/city/Gig+Harbor/search.aspx,98335,Pierce County,(253) 530-1600,No,No,No,No,477,27.3,17.4,18.2,1.3,0,1.5,12.6,0.6,11.1,73,75.9
Carbonado Historical School 19,https://www.schooldigger.com/go/WA/schools/0087000166/school.aspx,Carbonado School District,https://www.schooldigger.com/go/WA/district/00870/search.aspx,427 4th St,Carbonado,https://www.schooldigger.com/go/WA/city/Carbonado/search.aspx,98323,Pierce County,(360) 829-0121,Yes,No,No,No,204,11.5,17.7,19.6,0,0,0,1.5,0,2.9,95.6,75.1
John Sedgwick Middle School,https://www.schooldigger.com/go/WA/schools/0816001877/school.aspx,South Kitsap School District,https://www.schooldigger.com/go/WA/district/08160/search.aspx,8995 SE Sedgwick Rd,Port Orchard,https://www.schooldigger.com/go/WA/city/Port+Orchard/search.aspx,98366,Kitsap County,(360) 874-6090,No,No,No,No,703,43.3,16.2,29.9,1.3,0.6,1.6,10.8,2.1,11.5,72.1,74.9
Spokane Public Montessori,https://www.schooldigger.com/go/WA/schools/0825003502/school.aspx,Spokane School District,https://www.schooldigger.com/go/WA/district/08250/search.aspx,1300 West Knox Ave.,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99205,Spokane County,(509) 354-6404,No,No,No,No,426,22.7,18.7,21.4,0.5,0.5,1.2,7.3,0.2,10.3,80,74.9
Liberty Junior High & Elementary,https://www.schooldigger.com/go/WA/schools/0438001908/school.aspx,Liberty School District,https://www.schooldigger.com/go/WA/district/04380/search.aspx,29818 S North Pine Creek Rd,Spangle,https://www.schooldigger.com/go/WA/city/Spangle/search.aspx,99031,Spokane County,(509) 245-3211,Yes,No,No,No,372,22.3,16.6,30.6,0,0.8,0.3,7,0,5.4,86.6,74.5
Selkirk Middle School,https://www.schooldigger.com/go/WA/schools/0111003706/school.aspx,Central Valley School District,https://www.schooldigger.com/go/WA/district/01110/search.aspx,1409 N Harvest Parkway,Liberty Lake,https://www.schooldigger.com/go/WA/city/Liberty+Lake/search.aspx,99016,Spokane County,(509) 558-6200,No,No,No,No,518,23.3,22.2,21.6,1.5,1.4,1.9,3.1,0.6,4.2,87.3,74.4
Kenmore Middle School,https://www.schooldigger.com/go/WA/schools/0591000886/school.aspx,Northshore School District,https://www.schooldigger.com/go/WA/district/05910/search.aspx,20323 66 Av NE,Kenmore,https://www.schooldigger.com/go/WA/city/Kenmore/search.aspx,98028,King County,(425) 408-6400,No,No,No,No,736,36.4,20.2,21.9,3,0.3,13.3,20.9,0.1,11.3,50.8,73.1
Port Susan Middle School,https://www.schooldigger.com/go/WA/schools/0834002595/school.aspx,Stanwood-Camano School District,https://www.schooldigger.com/go/WA/district/08340/search.aspx,7506 267th St NW,Stanwood,https://www.schooldigger.com/go/WA/city/Stanwood/search.aspx,98292,Snohomish County,(360) 629-1360,No,No,No,No,486,25.7,18.9,31.1,0.8,0.8,2.3,13.4,0.4,4.7,77.6,73
Olympic Peninsula Academy,https://www.schooldigger.com/go/WA/schools/0783002552/school.aspx,Sequim School District,https://www.schooldigger.com/go/WA/district/07830/search.aspx,400 N. 2nd Ave,Sequim,https://www.schooldigger.com/go/WA/city/Sequim/search.aspx,98382,Clallam County,(360) 582-3403,No,No,No,No,90,5.1,17.3,34.4,1.1,0,0,5.6,0,13.3,80,72.9
Licton Springs K-8,https://www.schooldigger.com/go/WA/schools/0771001132/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,1330 N 90th Street,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98115,King County,(206) 252-6000,Yes,No,No,No,132,16,8.2,59.8,16.7,6.1,0.8,20.5,0,15.9,39.4,72.9
Whatcom Middle School,https://www.schooldigger.com/go/WA/schools/0042000117/school.aspx,Bellingham School District,https://www.schooldigger.com/go/WA/district/00420/search.aspx,810 Halleck St,Bellingham,https://www.schooldigger.com/go/WA/city/Bellingham/search.aspx,98225,Whatcom County,(360) 676-6460,No,No,No,No,610,33.6,18.1,22.3,1.5,0.8,3.3,9.2,0,8.9,75.7,71.8
Liberty Bell Junior Senior High,https://www.schooldigger.com/go/WA/schools/0502000770/school.aspx,Methow Valley School District,https://www.schooldigger.com/go/WA/district/05020/search.aspx,24 Twin Lakes Rd.,Winthrop,https://www.schooldigger.com/go/WA/city/Winthrop/search.aspx,98862,Okanogan County,(509) 996-2215,No,No,No,No,269,18.2,14.7,29.7,0.7,0,0.4,8.2,0,5.2,85.5,71.6
Conway School District 317,https://www.schooldigger.com/go/WA/schools/0168000287/school.aspx,Conway School District,https://www.schooldigger.com/go/WA/district/01680/search.aspx,19710 State Route 534,Mount Vernon,https://www.schooldigger.com/go/WA/city/Mount+Vernon/search.aspx,98274,Skagit County,(360) 445-5785,Yes,No,No,No,468,25,18.7,17.9,1.5,0.2,0.9,13.2,0,0,84.2,71.5
Cashmere Middle School,https://www.schooldigger.com/go/WA/schools/0096000169/school.aspx,Cashmere School District,https://www.schooldigger.com/go/WA/district/00960/search.aspx,300 Tigner Road,Cashmere,https://www.schooldigger.com/go/WA/city/Cashmere/search.aspx,98815,Chelan County,(509) 782-2001,Yes,No,No,No,523,29.6,17.6,42.1,0.6,0.2,0.4,39.4,0,2.5,57,71.4
Summit School,https://www.schooldigger.com/go/WA/schools/0111000188/school.aspx,Central Valley School District,https://www.schooldigger.com/go/WA/district/01110/search.aspx,13313 E Broadway Ave,Spokane Valley,https://www.schooldigger.com/go/WA/city/Spokane+Valley/search.aspx,99216,Spokane County,(509) 558-3252,No,No,No,No,379,25,15.1,20.8,1.3,0.3,2.9,3.2,0.8,2.6,88.9,70.5
Coupeville Middle School,https://www.schooldigger.com/go/WA/schools/0180002049/school.aspx,Coupeville School District,https://www.schooldigger.com/go/WA/district/01800/search.aspx,501 South Main Street,Coupeville,https://www.schooldigger.com/go/WA/city/Coupeville/search.aspx,98239,Island County,(360) 678-2412,No,No,No,No,207,10.9,18.9,33.3,0.5,0,0.5,15.9,0,14.5,68.1,70.3
Reeves Middle School,https://www.schooldigger.com/go/WA/schools/0618000936/school.aspx,Olympia School District,https://www.schooldigger.com/go/WA/district/06180/search.aspx,2200 Quince St NE,Olympia,https://www.schooldigger.com/go/WA/city/Olympia/search.aspx,98506,Thurston County,(360) 596-3400,No,No,No,No,411,22.6,18.1,33.6,2.7,1,2.4,15.6,0.5,12.2,65.5,70.3
Poulsbo Middle School,https://www.schooldigger.com/go/WA/schools/0576000851/school.aspx,North Kitsap School District,https://www.schooldigger.com/go/WA/district/05760/search.aspx,2003 NE Hostmark St,Poulsbo,https://www.schooldigger.com/go/WA/city/Poulsbo/search.aspx,98370,Kitsap County,(360) 396-3200,No,No,No,No,586,29,20.1,26.1,1.9,1.5,3.1,19.1,1,7.8,65.5,69.9
Kulshan Middle School,https://www.schooldigger.com/go/WA/schools/0042001739/school.aspx,Bellingham School District,https://www.schooldigger.com/go/WA/district/00420/search.aspx,1250 Kenoyer Dr,Bellingham,https://www.schooldigger.com/go/WA/city/Bellingham/search.aspx,98229,Whatcom County,(360) 676-4886,No,No,No,No,642,33.6,19,41,1.6,0.9,2.2,16.8,0.6,7.6,70.2,69.7
