School,School_URL,District,District_URL,Address,City,City_URL,Zip,County,Phone,Is_Title_I,Is_Charter,Is_Magnet,Is_Virtual,Number_Students,Number_Full-time_Teachers,Student_Teacher_Ratio,Percent_Free_Disc_Lunch,Percent_African_American,Percent_American_Indian,Percent_Asian,Percent_Hispanic,Percent_Pacific_Islander,Percent_Two_or_More_Races,Percent_White,Standard_Score
Mishawaka High School,https://www.schooldigger.com/go/IN/schools/0684001183/school.aspx,School City of Mishawaka,https://www.schooldigger.com/go/IN/district/06840/search.aspx,1202 Lincolnway E,Mishawaka,https://www.schooldigger.com/go/IN/city/Mishawaka/search.aspx,46544,St. Joseph County,(574) 254-7300,No,No,No,No,1518,88.1,17.2,52.4,11.1,0.4,0.5,8.6,0.1,7.4,71.9,32.2
Indiana Digital Junior and High School,https://www.schooldigger.com/go/IN/schools/1173002666/school.aspx,Union School Corporation,https://www.schooldigger.com/go/IN/district/11730/search.aspx,8707 W Hwy Us 36,Modoc,https://www.schooldigger.com/go/IN/city/Modoc/search.aspx,47358,Randolph County,(765) 204-2224,No,No,No,Yes,2953,146.1,20.2,74.2,14,0.2,0.5,9.7,0.1,6.4,69.2,31.8
LaCrosse School,https://www.schooldigger.com/go/IN/schools/0010702511/school.aspx,Tri-Township Cons School Corp,https://www.schooldigger.com/go/IN/district/00107/search.aspx,11 N Michigan St,La Crosse,https://www.schooldigger.com/go/IN/city/La+Crosse/search.aspx,46348,LaPorte County,(219) 754-2461,No,No,No,No,106,11,9.6,31.1,0.9,0,0,0.9,0,0,98.1,31.4
Hauser Junior-Senior High School,https://www.schooldigger.com/go/IN/schools/0357000509/school.aspx,Flat Rock-Hawcreek School Corp,https://www.schooldigger.com/go/IN/district/03570/search.aspx,9273 N Sr 9,Hope,https://www.schooldigger.com/go/IN/city/Hope/search.aspx,47246,Bartholomew County,(812) 546-4421,No,No,No,No,490,33.6,14.5,36.1,0,0,1.2,2.2,0.6,2.9,93.1,31.4
Tipton High School,https://www.schooldigger.com/go/IN/schools/1140001843/school.aspx,Tipton Community School Corp,https://www.schooldigger.com/go/IN/district/11400/search.aspx,619 S Main St,Tipton,https://www.schooldigger.com/go/IN/city/Tipton/search.aspx,46072,Tipton County,(765) 675-7431,No,No,No,No,481,40.3,11.9,36,0.4,0.2,0.8,4.4,0.2,2.5,91.5,31.4
Waldo J Wood Memorial High,https://www.schooldigger.com/go/IN/schools/0294000386/school.aspx,East Gibson School Corporation,https://www.schooldigger.com/go/IN/district/02940/search.aspx,943 Franklin St,Oakland City,https://www.schooldigger.com/go/IN/city/Oakland+City/search.aspx,47660,Gibson County,(812) 749-4757,No,No,No,No,245,28.7,8.5,36.3,0.4,0,0,0.8,0,2.9,95.9,31.3
Portage High School,https://www.schooldigger.com/go/IN/schools/0915001514/school.aspx,Portage Township Schools,https://www.schooldigger.com/go/IN/district/09150/search.aspx,6450 US Hwy 6,Portage,https://www.schooldigger.com/go/IN/city/Portage/search.aspx,46368,Porter County,(219) 764-6026,No,No,No,No,2314,124.2,18.6,55.9,15.7,0.3,1,24.3,0,5.4,53.2,31.1
Taylor High School,https://www.schooldigger.com/go/IN/schools/1125001814/school.aspx,Taylor Community School Corp,https://www.schooldigger.com/go/IN/district/11250/search.aspx,3794 E Cr 300 S,Kokomo,https://www.schooldigger.com/go/IN/city/Kokomo/search.aspx,46902,Howard County,(765) 453-1101,No,No,No,No,347,29.6,11.6,51.9,10.4,0,2,6.6,0,13,68,30.6
Northeastern High School,https://www.schooldigger.com/go/IN/schools/0819001406/school.aspx,Northeastern Wayne Schools,https://www.schooldigger.com/go/IN/district/08190/search.aspx,7295 N Us 27,Fountain City,https://www.schooldigger.com/go/IN/city/Fountain+City/search.aspx,47341,Wayne County,(765) 847-2591,No,No,No,No,410,29,14.1,38.3,1,0.2,0,1.5,0,4.6,92.7,30.5
Riverton Parke Junior-Senior High School,https://www.schooldigger.com/go/IN/schools/1090002287/school.aspx,Southwest Parke Com School Corp,https://www.schooldigger.com/go/IN/district/10900/search.aspx,4907 S Coxville Rd,Montezuma,https://www.schooldigger.com/go/IN/city/Montezuma/search.aspx,47862,Parke County,(765) 569-2045,No,No,No,No,465,36.1,12.8,51,0.9,0,0,5.6,0,0.6,92.9,30.3
White River Valley High School,https://www.schooldigger.com/go/IN/schools/0000802302/school.aspx,White River Valley School District,https://www.schooldigger.com/go/IN/district/00008/search.aspx,5644 W Sr 54,Switz City,https://www.schooldigger.com/go/IN/city/Switz+City/search.aspx,47465,Greene County,(812) 659-2274,No,No,No,No,239,21.4,11.1,47.3,2.1,0,0.8,6.7,0.8,3.3,86.2,29.6
North Vermillion High School,https://www.schooldigger.com/go/IN/schools/0807001384/school.aspx,North Vermillion Com School Corp,https://www.schooldigger.com/go/IN/district/08070/search.aspx,5555 N Falcon Dr,Cayuga,https://www.schooldigger.com/go/IN/city/Cayuga/search.aspx,47928,Vermillion County,(765) 492-3364,No,No,No,No,355,25.2,14,46.2,0.6,0.6,0,2.3,0,2.5,94.1,29.6
Lincoln Senior High School,https://www.schooldigger.com/go/IN/schools/1305002069/school.aspx,Western Wayne Schools,https://www.schooldigger.com/go/IN/district/13050/search.aspx,215 E Parkway Dr,Cambridge City,https://www.schooldigger.com/go/IN/city/Cambridge+City/search.aspx,47327,Wayne County,(765) 478-5916,No,No,No,No,284,19.4,14.6,50.7,0,0,0,2.1,0,1.1,96.8,29.5
Lewis Cass High School,https://www.schooldigger.com/go/IN/schools/1068001755/school.aspx,Lewis Cass Schools,https://www.schooldigger.com/go/IN/district/10680/search.aspx,6422 E Sr 218 W,Walton,https://www.schooldigger.com/go/IN/city/Walton/search.aspx,46994,Cass County,(574) 626-2511,No,No,No,No,426,36.1,11.7,37.6,0,0.2,1.2,7,0,2.1,89.4,29.5
Wes-Del Middle/Senior High School,https://www.schooldigger.com/go/IN/schools/0450000761/school.aspx,Wes-Del Community Schools,https://www.schooldigger.com/go/IN/district/04500/search.aspx,10000 N Cr 600 W,Gaston,https://www.schooldigger.com/go/IN/city/Gaston/search.aspx,47342,Delaware County,(765) 358-4091,No,No,No,No,457,33.9,13.4,50.3,0.2,0,0.7,5,0,2,92.1,29.3
Wabash High School,https://www.schooldigger.com/go/IN/schools/1215001940/school.aspx,Wabash City Schools,https://www.schooldigger.com/go/IN/district/12150/search.aspx,580 N Miami St,Wabash,https://www.schooldigger.com/go/IN/city/Wabash/search.aspx,46992,Wabash County,(260) 563-4131,No,No,No,No,465,35.1,13.2,50.1,0.9,0.4,0.6,2.2,0,3.2,92.7,28.5
Garrett High School,https://www.schooldigger.com/go/IN/schools/0384000605/school.aspx,Garrett-Keyser-Butler Com School Corp,https://www.schooldigger.com/go/IN/district/03840/search.aspx,801 E Houston St,Garrett,https://www.schooldigger.com/go/IN/city/Garrett/search.aspx,46738,DeKalb County,(260) 357-4114,No,No,No,No,587,45.7,12.8,36.5,0.7,0,0.2,4.4,0.7,3.2,90.8,27.9
Mississinewa High School,https://www.schooldigger.com/go/IN/schools/0687001189/school.aspx,Mississinewa Community School Corp,https://www.schooldigger.com/go/IN/district/06870/search.aspx,1 Indian Trl,Gas City,https://www.schooldigger.com/go/IN/city/Gas+City/search.aspx,46933,Grant County,(765) 674-2248,No,No,No,No,764,49,15.5,53,1.6,0.5,0.7,4.3,0,8,84.9,27.6
Logansport Community High School,https://www.schooldigger.com/go/IN/schools/0603001060/school.aspx,Logansport Community School Corp,https://www.schooldigger.com/go/IN/district/06030/search.aspx,1 Berry Ln,Logansport,https://www.schooldigger.com/go/IN/city/Logansport/search.aspx,46947,Cass County,(574) 753-0441,No,No,No,No,1291,60.6,21.2,51.4,3.3,0.1,3.1,43.2,0,2.7,47.6,27.4
Decatur Central High School,https://www.schooldigger.com/go/IN/schools/0264000312/school.aspx,MSD Decatur Township,https://www.schooldigger.com/go/IN/district/02640/search.aspx,5251 Kentucky Ave,Indianapolis,https://www.schooldigger.com/go/IN/city/Indianapolis/search.aspx,46221,Marion County,(317) 856-5288,No,No,No,No,1818,100.8,18,52.9,18.4,0.2,0.8,16.1,0,5.1,59.5,26.9
West Central Senior High School,https://www.schooldigger.com/go/IN/schools/0936001529/school.aspx,West Central School Corp,https://www.schooldigger.com/go/IN/district/09360/search.aspx,1852 S Us 421,Francesville,https://www.schooldigger.com/go/IN/city/Francesville/search.aspx,47946,Pulaski County,(219) 567-9119,No,No,No,No,226,28.8,7.8,49.6,0,1.8,0.4,6.6,0.4,1.8,88.9,26.3
Wayne High School,https://www.schooldigger.com/go/IN/schools/0363000568/school.aspx,Fort Wayne Community Schools,https://www.schooldigger.com/go/IN/district/03630/search.aspx,9100 Winchester Rd,Fort Wayne,https://www.schooldigger.com/go/IN/city/Fort+Wayne/search.aspx,46819,Allen County,(260) 467-6400,Yes,No,No,No,1395,73.7,18.9,67,31.2,0.2,11.4,16.4,0.1,7.8,32.9,26.1
West Noble High School,https://www.schooldigger.com/go/IN/schools/1290002058/school.aspx,West Noble School Corporation,https://www.schooldigger.com/go/IN/district/12900/search.aspx,5094 N Us 33,Ligonier,https://www.schooldigger.com/go/IN/city/Ligonier/search.aspx,46767,Noble County,(260) 894-3191,No,No,No,No,679,38.2,17.7,46.2,0.1,0,0.1,53.2,0,0.9,45.7,25.7
Lawrence Central High School,https://www.schooldigger.com/go/IN/schools/0567001029/school.aspx,MSD Lawrence Township,https://www.schooldigger.com/go/IN/district/05670/search.aspx,7300 E 56th St,Indianapolis,https://www.schooldigger.com/go/IN/city/Indianapolis/search.aspx,46226,Marion County,(317) 964-7400,No,No,No,No,2279,110.3,20.6,64.1,51.3,0.2,1.1,24.7,0,6.1,16.5,25.6
Riley High School,https://www.schooldigger.com/go/IN/schools/1029001660/school.aspx,South Bend Community School Corp,https://www.schooldigger.com/go/IN/district/10290/search.aspx,1902 Fellows St,South Bend,https://www.schooldigger.com/go/IN/city/South+Bend/search.aspx,46613,St. Joseph County,(574) 393-5100,No,No,No,No,1133,85.6,13.2,63.6,32.1,0.3,0.8,24.6,0,9.9,32.3,25.3
Richmond High School,https://www.schooldigger.com/go/IN/schools/0951001566/school.aspx,Richmond Community Schools,https://www.schooldigger.com/go/IN/district/09510/search.aspx,380 Hub Etchison Pky,Richmond,https://www.schooldigger.com/go/IN/city/Richmond/search.aspx,47374,Wayne County,(765) 973-3424,No,No,No,No,1270,81.7,15.5,63.3,6.9,0.2,1.9,12,0.1,12.7,66.1,24.5
Switzerland County Senior High School,https://www.schooldigger.com/go/IN/schools/1122001811/school.aspx,Switzerland County School Corp,https://www.schooldigger.com/go/IN/district/11220/search.aspx,1020 W Main St,Vevay,https://www.schooldigger.com/go/IN/city/Vevay/search.aspx,47043,Switzerland County,(812) 427-2626,No,No,No,No,407,29.7,13.6,50.1,1,0,0.2,1.2,0,2.7,94.8,24.5
North Newton Junior-Senior High School,https://www.schooldigger.com/go/IN/schools/0792001363/school.aspx,North Newton School Corp,https://www.schooldigger.com/go/IN/district/07920/search.aspx,1641 W 250 N,Morocco,https://www.schooldigger.com/go/IN/city/Morocco/search.aspx,47963,Newton County,(219) 285-2252,No,No,No,No,549,32.3,16.9,45.2,0,0.7,0,8.7,0,1.6,88.9,24.3
Christel House Academy South,https://www.schooldigger.com/go/IN/schools/0001801789/school.aspx,Christel House Academy South,https://www.schooldigger.com/go/IN/district/00018/search.aspx,2717 S East St,Indianapolis,https://www.schooldigger.com/go/IN/city/Indianapolis/search.aspx,46225,Marion County,(317) 783-4690,Yes,Yes,No,No,674,47.6,14.1,81.9,11.1,0,0.6,51.9,0,7.6,28.8,23.6
South Dearborn High School,https://www.schooldigger.com/go/IN/schools/0024000056/school.aspx,South Dearborn Community School Corp,https://www.schooldigger.com/go/IN/district/00240/search.aspx,5770 Highlander Dr,Aurora,https://www.schooldigger.com/go/IN/city/Aurora/search.aspx,47001,Dearborn County,(812) 926-3772,No,No,No,No,723,44.7,16.1,36.5,0.1,0.3,0.6,1.7,0,1.7,95.7,23.4
Indiana Gateway Digital Academy,https://www.schooldigger.com/go/IN/schools/0192002690/school.aspx,Clarksville Community School Corp,https://www.schooldigger.com/go/IN/district/01920/search.aspx,200 Ettel Lane,Clarksville,https://www.schooldigger.com/go/IN/city/Clarksville/search.aspx,47129,Clark County,(844) 743-4437,No,No,No,Yes,2268,84.8,26.7,72.3,15.3,0.2,0.5,9.6,0.1,5.9,68.5,23.4
East Chicago Central High School,https://www.schooldigger.com/go/IN/schools/0288002272/school.aspx,School City of East Chicago,https://www.schooldigger.com/go/IN/district/02880/search.aspx,1100 W Columbus Drive,East Chicago,https://www.schooldigger.com/go/IN/city/East+Chicago/search.aspx,46312,Lake County,(219) 391-4000,Yes,No,No,No,1104,76.9,14.3,79.7,42.7,0,0,53.5,0,2.1,1.7,23.4
Clay High School,https://www.schooldigger.com/go/IN/schools/1029001649/school.aspx,South Bend Community School Corp,https://www.schooldigger.com/go/IN/district/10290/search.aspx,19131 Darden Rd,South Bend,https://www.schooldigger.com/go/IN/city/South+Bend/search.aspx,46637,St. Joseph County,(574) 393-4900,No,No,No,No,857,78.5,10.9,62.8,39.6,0.8,0.9,11.8,0,8.9,38,22.8
Heritage Junior/Senior High School,https://www.schooldigger.com/go/IN/schools/0285000344/school.aspx,East Allen County Schools,https://www.schooldigger.com/go/IN/district/02850/search.aspx,13608 Monroeville Rd,Monroeville,https://www.schooldigger.com/go/IN/city/Monroeville/search.aspx,46773,Allen County,(260) 446-0140,No,No,No,No,786,50.9,15.4,52.7,8.7,0.5,20.1,9.3,0.1,4.5,56.9,22.8
Randolph Southern Junior-Senior High School,https://www.schooldigger.com/go/IN/schools/1074001763/school.aspx,Randolph Southern School Corp,https://www.schooldigger.com/go/IN/district/10740/search.aspx,2 Rebel Drive,Lynn,https://www.schooldigger.com/go/IN/city/Lynn/search.aspx,47355,Randolph County,(765) 874-1181,Yes,No,No,No,223,17.7,12.5,47.1,0.9,0,0.4,3.1,0,2.7,92.8,22.6
Frankfort High School,https://www.schooldigger.com/go/IN/schools/0366000574/school.aspx,Community Schools of Frankfort,https://www.schooldigger.com/go/IN/district/03660/search.aspx,1 S Maish Rd,Frankfort,https://www.schooldigger.com/go/IN/city/Frankfort/search.aspx,46041,Clinton County,(765) 654-8545,Yes,No,No,No,899,67.9,13.2,68,0.1,0.1,0.2,54.1,0.1,1.4,43.9,22.4
Warren Central High School,https://www.schooldigger.com/go/IN/schools/1236001973/school.aspx,MSD Warren Township,https://www.schooldigger.com/go/IN/district/12360/search.aspx,9500 E 16th St,Indianapolis,https://www.schooldigger.com/go/IN/city/Indianapolis/search.aspx,46229,Marion County,(317) 532-6200,No,No,No,No,3690,204,18,61,54.5,0.1,0.6,17.4,0.1,7.3,20,22
North Side High School,https://www.schooldigger.com/go/IN/schools/0363000550/school.aspx,Fort Wayne Community Schools,https://www.schooldigger.com/go/IN/district/03630/search.aspx,475 E State St,Fort Wayne,https://www.schooldigger.com/go/IN/city/Fort+Wayne/search.aspx,46805,Allen County,(260) 467-2800,Yes,No,No,No,1547,77.3,20,68.8,23.4,0.1,6.3,17.6,0.3,11.6,40.8,22
Morton Senior High School,https://www.schooldigger.com/go/IN/schools/0432000746/school.aspx,School City of Hammond,https://www.schooldigger.com/go/IN/district/04320/search.aspx,6915 Grand Ave,Hammond,https://www.schooldigger.com/go/IN/city/Hammond/search.aspx,46323,Lake County,(219) 989-7316,Yes,No,No,No,1240,62.9,19.6,74.1,40,0.1,0.2,40.1,0,4.7,15,21.9
North Central Junior/Senior High School,https://www.schooldigger.com/go/IN/schools/0816001402/school.aspx,Northeast School Corp,https://www.schooldigger.com/go/IN/district/08160/search.aspx,910 E Cr 975 N,Farmersburg,https://www.schooldigger.com/go/IN/city/Farmersburg/search.aspx,47850,Sullivan County,(812) 397-2132,No,No,No,No,394,26.3,14.9,46.7,1.3,0.5,0,1,0,2,95.2,21.9
Elkhart High School,https://www.schooldigger.com/go/IN/schools/0327002693/school.aspx,Elkhart Community Schools,https://www.schooldigger.com/go/IN/district/03270/search.aspx,2608 California Rd,Elkhart,https://www.schooldigger.com/go/IN/city/Elkhart/search.aspx,46514,Elkhart County,(574) 262-5600,No,No,No,No,3262,187.7,17.3,49.3,13.5,0,1.3,37.9,0,7.4,39.9,21.8
Shoals Community High School,https://www.schooldigger.com/go/IN/schools/1017001635/school.aspx,Shoals Community School Corp,https://www.schooldigger.com/go/IN/district/10170/search.aspx,7900 US Hwy 50,Shoals,https://www.schooldigger.com/go/IN/city/Shoals/search.aspx,47581,Martin County,(812) 247-2090,No,No,No,No,209,16.1,12.9,56.5,0,0,0.5,0.5,0,1.4,97.6,21.8
Shortridge High School,https://www.schooldigger.com/go/IN/schools/0477002238/school.aspx,Indianapolis Public Schools,https://www.schooldigger.com/go/IN/district/04770/search.aspx,3401 N Meridian,Indianapolis,https://www.schooldigger.com/go/IN/city/Indianapolis/search.aspx,46208,Marion County,(317) 226-2810,Yes,No,No,No,1077,126.5,8.5,64.9,46.1,0,0.9,30.5,0.2,5.7,16.6,21.5
Oregon-Davis Junior-Senior High School,https://www.schooldigger.com/go/IN/schools/0846001435/school.aspx,Oregon-Davis School Corp,https://www.schooldigger.com/go/IN/district/08460/search.aspx,5990 N 750 E,Hamlet,https://www.schooldigger.com/go/IN/city/Hamlet/search.aspx,46532,Starke County,(574) 867-4561,No,No,No,No,235,21,11.1,55.3,0,0.4,0,5.1,0,3,91.5,21.1
Kokomo High School,https://www.schooldigger.com/go/IN/schools/0537000947/school.aspx,Kokomo School Corporation,https://www.schooldigger.com/go/IN/district/05370/search.aspx,2501 S Berkley,Kokomo,https://www.schooldigger.com/go/IN/city/Kokomo/search.aspx,46902,Howard County,(765) 455-8040,No,No,No,No,1775,89.1,19.9,49.3,16.5,0.3,1.6,6.7,0,10.1,64.7,21
Anderson High School,https://www.schooldigger.com/go/IN/schools/0015000029/school.aspx,Anderson Community School Corp,https://www.schooldigger.com/go/IN/district/00150/search.aspx,4610 Madison Ave,Anderson,https://www.schooldigger.com/go/IN/city/Anderson/search.aspx,46013,Madison County,(765) 641-2037,No,No,No,No,1786,117.2,15.2,68.3,22.3,0,0.3,15.5,0,7.5,54.3,20.2
Southwestern High School,https://www.schooldigger.com/go/IN/schools/1080001767/school.aspx,Southwestern-Jefferson County Con,https://www.schooldigger.com/go/IN/district/10800/search.aspx,167 S Main Cross St,Hanover,https://www.schooldigger.com/go/IN/city/Hanover/search.aspx,47243,Jefferson County,(812) 866-1240,No,No,No,No,378,30.2,12.5,46.3,0.5,0,0.8,4,0.3,3.7,90.7,20
Eminence Junior-Senior High School,https://www.schooldigger.com/go/IN/schools/0333000454/school.aspx,Eminence Community School Corp,https://www.schooldigger.com/go/IN/district/03330/search.aspx,6760 N Sr 42,Eminence,https://www.schooldigger.com/go/IN/city/Eminence/search.aspx,46125,Morgan County,(765) 528-2221,No,No,No,No,181,15,12,41.4,1.1,0,0,2.2,0,1.1,95.6,19.6
Beech Grove Senior High School,https://www.schooldigger.com/go/IN/schools/0045000093/school.aspx,Beech Grove City Schools,https://www.schooldigger.com/go/IN/district/00450/search.aspx,5330 Hornet Ave,Beech Grove,https://www.schooldigger.com/go/IN/city/Beech+Grove/search.aspx,46107,Marion County,(317) 786-1447,No,No,No,No,1005,54.7,18.3,58,12.5,0,0.8,12.3,0,8.2,66.2,19.6
Linton-Stockton High School,https://www.schooldigger.com/go/IN/schools/0591001049/school.aspx,Linton-Stockton School Corporation,https://www.schooldigger.com/go/IN/district/05910/search.aspx,10 NE H St,Linton,https://www.schooldigger.com/go/IN/city/Linton/search.aspx,47441,Greene County,(812) 847-6024,No,No,No,No,425,31,13.6,43.1,0.5,0.5,0.2,2.8,0,1.2,94.8,19.5
Tri Junior-Senior High School,https://www.schooldigger.com/go/IN/schools/1038001702/school.aspx,South Henry School Corp,https://www.schooldigger.com/go/IN/district/10380/search.aspx,6972 S St Rd 103,Straughn,https://www.schooldigger.com/go/IN/city/Straughn/search.aspx,47387,Henry County,(765) 987-7988,No,No,No,No,437,34.3,12.7,38.9,0,0,0,1.8,0,2.3,95.9,19.4
Donald E Gavit Middle/High School,https://www.schooldigger.com/go/IN/schools/0432000734/school.aspx,School City of Hammond,https://www.schooldigger.com/go/IN/district/04320/search.aspx,1670 175th St,Hammond,https://www.schooldigger.com/go/IN/city/Hammond/search.aspx,46324,Lake County,(219) 989-7328,Yes,No,No,No,1490,84.5,17.6,77.8,40.5,0.1,0.1,40.2,0.1,4.2,14.8,19
Culver Community Middle/High School,https://www.schooldigger.com/go/IN/schools/0252000301/school.aspx,Culver Community Schools Corp,https://www.schooldigger.com/go/IN/district/02520/search.aspx,701 School,Culver,https://www.schooldigger.com/go/IN/city/Culver/search.aspx,46511,Marshall County,(574) 842-3391,No,No,No,No,425,37.3,11.3,52.5,0,0,0,9.4,0,4.2,86.4,18.9
Marion High School,https://www.schooldigger.com/go/IN/schools/0639001117/school.aspx,Marion Community Schools,https://www.schooldigger.com/go/IN/district/06390/search.aspx,750 W 26th St,Marion,https://www.schooldigger.com/go/IN/city/Marion/search.aspx,46953,Grant County,(765) 664-9051,No,No,No,No,1045,54.2,19.2,61.1,21.5,0.2,1.5,12.2,0,13.2,51.4,18.9
South Side High School,https://www.schooldigger.com/go/IN/schools/0363000562/school.aspx,Fort Wayne Community Schools,https://www.schooldigger.com/go/IN/district/03630/search.aspx,3601 S Calhoun St,Fort Wayne,https://www.schooldigger.com/go/IN/city/Fort+Wayne/search.aspx,46807,Allen County,(260) 467-2600,Yes,No,No,No,1415,73.1,19.3,73.2,30,0.1,6.9,34.3,0.1,9.6,18.9,18.2
River Forest High School,https://www.schooldigger.com/go/IN/schools/0462000781/school.aspx,River Forest Community School Corp,https://www.schooldigger.com/go/IN/district/04620/search.aspx,3300 Indiana St,Hobart,https://www.schooldigger.com/go/IN/city/Hobart/search.aspx,46342,Lake County,(219) 962-7551,Yes,No,No,No,501,30,16.6,68.7,12.2,0.4,0.2,40.1,0,6.4,40.7,17.8
Austin High School,https://www.schooldigger.com/go/IN/schools/0999001605/school.aspx,Scott County School District 1,https://www.schooldigger.com/go/IN/district/09990/search.aspx,401 S Hwy 31,Austin,https://www.schooldigger.com/go/IN/city/Austin/search.aspx,47102,Scott County,(812) 794-8730,No,No,No,No,363,23,15.7,51.8,0.3,0.3,0.8,3,0,1.7,93.9,17.7
Irvington Community School,https://www.schooldigger.com/go/IN/schools/0001401756/school.aspx,Irvington Community School,https://www.schooldigger.com/go/IN/district/00014/search.aspx,6705 E Julian Ave,Indianapolis,https://www.schooldigger.com/go/IN/city/Indianapolis/search.aspx,46219,Marion County,(317) 357-5359,Yes,Yes,No,No,1037,22,47.1,65.4,15.1,0,0.3,11.7,0.1,8.3,64.5,17.3
New Haven Junior/Senior High School,https://www.schooldigger.com/go/IN/schools/0285000353/school.aspx,East Allen County Schools,https://www.schooldigger.com/go/IN/district/02850/search.aspx,1300 Green Rd,New Haven,https://www.schooldigger.com/go/IN/city/New+Haven/search.aspx,46774,Allen County,(260) 446-0220,No,No,No,No,1306,84.2,15.5,58.7,21.3,0.2,9.4,9,0.2,6.7,53.3,17.3
Dugger Union Community School Corp,https://www.schooldigger.com/go/IN/schools/0016502590/school.aspx,Dugger Union Community School Corp,https://www.schooldigger.com/go/IN/district/00165/search.aspx,7356 East County Road 50 South,Dugger,https://www.schooldigger.com/go/IN/city/Dugger/search.aspx,47848,Sullivan County,(812) 648-7109,Yes,Yes,No,No,543,37.4,14.5,57.5,0.6,0,0.2,4.6,0,0.9,93.7,17.2
Ben Davis High School,https://www.schooldigger.com/go/IN/schools/1281002028/school.aspx,MSD Wayne Township,https://www.schooldigger.com/go/IN/district/12810/search.aspx,1200 N Girls Sch Rd,Indianapolis,https://www.schooldigger.com/go/IN/city/Indianapolis/search.aspx,46214,Marion County,(317) 988-7000,No,No,No,No,3280,215.5,15.2,62.1,38.5,0.1,0.5,30.1,0.1,5.2,25.5,17.1
Anderson Preparatory Academy,https://www.schooldigger.com/go/IN/schools/0007702425/school.aspx,Anderson Preparatory Academy,https://www.schooldigger.com/go/IN/district/00077/search.aspx,101 West 29th Street,Anderson,https://www.schooldigger.com/go/IN/city/Anderson/search.aspx,46016,Madison County,(765) 649-8472,Yes,Yes,No,No,849,20.9,40.5,62.3,18.6,0,0,16.4,0.1,8.6,56.3,16.9
Union City Community Junior/Senior High,https://www.schooldigger.com/go/IN/schools/0318000415/school.aspx,Randolph Eastern School Corp,https://www.schooldigger.com/go/IN/district/03180/search.aspx,603 N Walnut St,Union City,https://www.schooldigger.com/go/IN/city/Union+City/search.aspx,47390,Randolph County,(765) 964-4840,No,No,No,No,402,26.6,15,55.2,1.7,0.2,0,27.6,0,3.2,67.2,16.4
George Rogers Clark Md/High School,https://www.schooldigger.com/go/IN/schools/0432000735/school.aspx,School City of Hammond,https://www.schooldigger.com/go/IN/district/04320/search.aspx,1921 Davis Ave,Whiting,https://www.schooldigger.com/go/IN/city/Whiting/search.aspx,46394,Lake County,(219) 659-3522,Yes,No,No,No,1254,73,17.1,79.3,10.8,0.3,0.4,72.9,0,2.8,12.8,16.3
Muncie Central High School,https://www.schooldigger.com/go/IN/schools/0732001242/school.aspx,Muncie Community Schools,https://www.schooldigger.com/go/IN/district/07320/search.aspx,801 N Walnut St,Muncie,https://www.schooldigger.com/go/IN/city/Muncie/search.aspx,47305,Delaware County,(765) 747-5260,Yes,No,No,No,1330,89.7,14.8,65.2,24,0.5,0.2,5.4,0.1,12.6,57.3,15.9
Options Indiana,https://www.schooldigger.com/go/IN/schools/0001602700/school.aspx,Options Charter Schools,https://www.schooldigger.com/go/IN/district/00016/search.aspx,18077 River Rd,Noblesville,https://www.schooldigger.com/go/IN/city/Noblesville/search.aspx,46062,Hamilton County,(765) 621-0832,No,Yes,No,Yes,300,8.1,37,46.3,8.7,0.3,1.3,9.3,0,6,74.3,15.7
Central Noble Junior Senior High School,https://www.schooldigger.com/go/IN/schools/0171000230/school.aspx,Central Noble Com School Corp,https://www.schooldigger.com/go/IN/district/01710/search.aspx,302 Cougar Ct,Albion,https://www.schooldigger.com/go/IN/city/Albion/search.aspx,46701,Noble County,(260) 636-2117,No,No,No,No,733,44.7,16.3,35.2,0.1,0,0.7,1.9,0,1.1,96.2,15.5
Washington High School,https://www.schooldigger.com/go/IN/schools/1029001684/school.aspx,South Bend Community School Corp,https://www.schooldigger.com/go/IN/district/10290/search.aspx,4747 W Washington Ave,South Bend,https://www.schooldigger.com/go/IN/city/South+Bend/search.aspx,46619,St. Joseph County,(574) 393-5500,No,No,No,No,805,70.1,11.4,80,49.9,0,0.5,31.8,0,9.1,8.7,14.8
Elwood Junior-Senior High School,https://www.schooldigger.com/go/IN/schools/0330000449/school.aspx,Elwood Community School Corp,https://www.schooldigger.com/go/IN/district/03300/search.aspx,1137 N 19th St,Elwood,https://www.schooldigger.com/go/IN/city/Elwood/search.aspx,46036,Madison County,(765) 552-9854,No,No,No,No,619,37.2,16.6,56.4,0.2,0.3,0.5,6,0,1.9,91.1,14.6
Alexandria-Monroe High School,https://www.schooldigger.com/go/IN/schools/0012000011/school.aspx,Alexandria Community School Corp,https://www.schooldigger.com/go/IN/district/00120/search.aspx,1 Burden Ct,Alexandria,https://www.schooldigger.com/go/IN/city/Alexandria/search.aspx,46001,Madison County,(765) 724-4413,No,No,No,No,763,47.2,16.1,47.4,0.4,0,0.4,5.9,0,2.4,91,14.5
Union Junior & High School,https://www.schooldigger.com/go/IN/schools/1173001875/school.aspx,Union School Corporation,https://www.schooldigger.com/go/IN/district/11730/search.aspx,8707 W US Hwy 36   148,Modoc,https://www.schooldigger.com/go/IN/city/Modoc/search.aspx,47358,Randolph County,(765) 853-5421,Yes,No,No,No,149,20.3,7.3,57.7,0,0.7,0,4,0,5.4,89.9,14
