Rank,School,School URL,District,District URL,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Fulltime Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
292,Wheeler County High School,https://www.schooldigger.com/go/GA/schools/0564001811/school.aspx,Wheeler County,https://www.schooldigger.com/go/GA/district/05640/search.aspx,Alamo,https://www.schooldigger.com/go/GA/city/Alamo/search.aspx,30411,Wheeler,(912) 568-7166,9,12,Yes,No,No,No,266,19.1,13.9,1.00,0.44,0.00,0.00,0.05,0.00,0.00,0.52,29.3
293,Taylor County High School,https://www.schooldigger.com/go/GA/schools/0480002440/school.aspx,Taylor County,https://www.schooldigger.com/go/GA/district/04800/search.aspx,Butler,https://www.schooldigger.com/go/GA/city/Butler/search.aspx,31006,Taylor,(478) 862-3314,9,12,Yes,No,No,No,407,30.8,13.2,0.66,0.39,0.00,0.01,0.03,0.00,0.01,0.57,29.3
294,Lanier County High School,https://www.schooldigger.com/go/GA/schools/0324002403/school.aspx,Lanier County,https://www.schooldigger.com/go/GA/district/03240/search.aspx,Lakeland,https://www.schooldigger.com/go/GA/city/Lakeland/search.aspx,31635,Lanier,(229) 482-3868,9,12,Yes,No,No,No,431,28.5,15.1,0.96,0.26,0.00,0.02,0.05,0.00,0.03,0.65,29.2
295,Montgomery County High,https://www.schooldigger.com/go/GA/schools/0375002418/school.aspx,Montgomery County,https://www.schooldigger.com/go/GA/district/03750/search.aspx,Mount Vernon,https://www.schooldigger.com/go/GA/city/Mount+Vernon/search.aspx,30445,Montgomery,(912) 583-2296,9,12,Yes,No,No,No,277,16.7,16.5,1.00,0.38,0.00,0.00,0.11,0.00,0.02,0.49,29.1
296,Stockbridge High School,https://www.schooldigger.com/go/GA/schools/0282001205/school.aspx,Henry County,https://www.schooldigger.com/go/GA/district/02820/search.aspx,Stockbridge,https://www.schooldigger.com/go/GA/city/Stockbridge/search.aspx,30281,Henry,(770) 474-8747,9,12,Yes,No,No,No,1497,90.5,16.5,0.61,0.72,0.00,0.02,0.12,0.00,0.03,0.12,28.6
297,Thomson High School,https://www.schooldigger.com/go/GA/schools/0357002183/school.aspx,McDuffie County,https://www.schooldigger.com/go/GA/district/03570/search.aspx,Thomson,https://www.schooldigger.com/go/GA/city/Thomson/search.aspx,30824,McDuffie,(706) 986-4200,9,12,No,No,No,No,1180,71.1,16.5,0.65,0.51,0.00,0.00,0.04,0.00,0.02,0.43,28.5
298,Gainesville High School,https://www.schooldigger.com/go/GA/schools/0231001048/school.aspx,Gainesville City,https://www.schooldigger.com/go/GA/district/02310/search.aspx,Gainesville,https://www.schooldigger.com/go/GA/city/Gainesville/search.aspx,30501,Hall,(770) 536-4441,9,12,Yes,No,No,No,2101,130.3,16.1,0.69,0.19,0.00,0.04,0.57,0.00,0.02,0.17,28
299,Eagle's Landing High School,https://www.schooldigger.com/go/GA/schools/0282002130/school.aspx,Henry County,https://www.schooldigger.com/go/GA/district/02820/search.aspx,Mcdonough,https://www.schooldigger.com/go/GA/city/Mcdonough/search.aspx,30253,Henry,(770) 954-9515,9,12,No,No,No,No,1449,85.6,16.9,0.51,0.71,0.00,0.05,0.10,0.00,0.04,0.10,27.9
300,Lithia Springs Comprehensive High School,https://www.schooldigger.com/go/GA/schools/0186000853/school.aspx,Douglas County,https://www.schooldigger.com/go/GA/district/01860/search.aspx,Lithia Springs,https://www.schooldigger.com/go/GA/city/Lithia+Springs/search.aspx,30122,Douglas,(770) 651-6700,9,12,No,No,No,No,1582,90.8,17.4,0.72,0.54,0.00,0.01,0.24,0.01,0.03,0.17,27.9
301,Jackson High School,https://www.schooldigger.com/go/GA/schools/0069000301/school.aspx,Butts County,https://www.schooldigger.com/go/GA/district/00690/search.aspx,Jackson,https://www.schooldigger.com/go/GA/city/Jackson/search.aspx,30233,Butts,(770) 504-2340,9,12,Yes,No,No,No,967,57.3,16.8,0.87,0.34,0.00,0.00,0.03,0.00,0.03,0.60,27.9
302,Fitzgerald High School,https://www.schooldigger.com/go/GA/schools/0036000931/school.aspx,Ben Hill County,https://www.schooldigger.com/go/GA/district/00360/search.aspx,Fitzgerald,https://www.schooldigger.com/go/GA/city/Fitzgerald/search.aspx,31750,Ben Hill,(229) 409-5530,9,12,Yes,No,No,No,831,54.8,15.1,0.99,0.40,0.00,0.01,0.10,0.00,0.02,0.47,27.8
303,Appling County High School,https://www.schooldigger.com/go/GA/schools/0006000010/school.aspx,Appling County,https://www.schooldigger.com/go/GA/district/00060/search.aspx,Baxley,https://www.schooldigger.com/go/GA/city/Baxley/search.aspx,31513,Appling,(912) 367-8610,9,12,No,No,No,No,984,59.3,16.5,0.65,0.20,0.00,0.01,0.13,0.00,0.03,0.63,27.7
304,Americus Sumter High School (Old Americus-Sumter High School S),https://www.schooldigger.com/go/GA/schools/0462000001/school.aspx,Sumter County,https://www.schooldigger.com/go/GA/district/04620/search.aspx,Americus,https://www.schooldigger.com/go/GA/city/Americus/search.aspx,31709,Sumter,(229) 924-3653,9,12,Yes,No,No,No,930,56.9,16.3,1.00,0.78,0.00,0.01,0.08,0.00,0.02,0.12,27.6
305,Clinch County High School,https://www.schooldigger.com/go/GA/schools/0126000504/school.aspx,Clinch County,https://www.schooldigger.com/go/GA/district/01260/search.aspx,Homerville,https://www.schooldigger.com/go/GA/city/Homerville/search.aspx,31634,Clinch,(912) 487-5366,8,12,No,No,No,No,480,26.1,18.3,0.67,0.33,0.01,0.00,0.02,0.00,0.04,0.61,27.5
306,Riverdale High School,https://www.schooldigger.com/go/GA/schools/0123000477/school.aspx,Clayton County,https://www.schooldigger.com/go/GA/district/01230/search.aspx,Riverdale,https://www.schooldigger.com/go/GA/city/Riverdale/search.aspx,30274,Clayton,(770) 473-2905,9,12,Yes,No,No,No,1320,66,20,1.00,0.80,0.00,0.03,0.14,0.00,0.02,0.01,27.4
307,Stewart County High School,https://www.schooldigger.com/go/GA/schools/0459002432/school.aspx,Stewart County,https://www.schooldigger.com/go/GA/district/04590/search.aspx,Lumpkin,https://www.schooldigger.com/go/GA/city/Lumpkin/search.aspx,31815,Stewart,(229) 838-4301,9,12,Yes,No,No,No,127,11.2,11.3,1.00,0.95,0.00,0.00,0.01,0.00,0.02,0.02,27.4
308,Toombs County High School,https://www.schooldigger.com/go/GA/schools/0504001693/school.aspx,Toombs County,https://www.schooldigger.com/go/GA/district/05040/search.aspx,Lyons,https://www.schooldigger.com/go/GA/city/Lyons/search.aspx,30436,Toombs,(912) 526-4286,9,12,No,No,No,No,850,49.9,17,1.00,0.17,0.01,0.00,0.25,0.00,0.03,0.54,27.3
309,Jonesboro High School,https://www.schooldigger.com/go/GA/schools/0123000473/school.aspx,Clayton County,https://www.schooldigger.com/go/GA/district/01230/search.aspx,Jonesboro,https://www.schooldigger.com/go/GA/city/Jonesboro/search.aspx,30236,Clayton,(770) 473-2855,9,12,Yes,No,No,No,1376,67.6,20.3,1.00,0.70,0.00,0.03,0.20,0.00,0.03,0.03,27.3
310,Westside High School,https://www.schooldigger.com/go/GA/schools/0438001542/school.aspx,Richmond County,https://www.schooldigger.com/go/GA/district/04380/search.aspx,Augusta,https://www.schooldigger.com/go/GA/city/Augusta/search.aspx,30907,Columbia,(706) 868-4030,9,12,Yes,No,No,No,746,46,16.2,0.97,0.57,0.00,0.02,0.05,0.01,0.05,0.30,26.8
311,Cedar Grove High School,https://www.schooldigger.com/go/GA/schools/0174000639/school.aspx,Dekalb County,https://www.schooldigger.com/go/GA/district/01740/search.aspx,Ellenwood,https://www.schooldigger.com/go/GA/city/Ellenwood/search.aspx,30294,DeKalb,(678) 874-4002,9,12,Yes,No,No,No,1090,65,16.7,1.00,0.95,0.00,0.00,0.03,0.00,0.01,0.01,26.3
312,Miller County High School,https://www.schooldigger.com/go/GA/schools/0366002415/school.aspx,Miller County,https://www.schooldigger.com/go/GA/district/03660/search.aspx,Colquitt,https://www.schooldigger.com/go/GA/city/Colquitt/search.aspx,39837,Miller,(229) 758-4130,9,12,Yes,No,No,No,275,17.8,15.4,0.90,0.36,0.00,0.01,0.02,0.00,0.01,0.61,26.2
313,Telfair County High School,https://www.schooldigger.com/go/GA/schools/0483002442/school.aspx,Telfair County,https://www.schooldigger.com/go/GA/district/04830/search.aspx,Mc Rae Helena,https://www.schooldigger.com/go/GA/city/Mc+Rae+Helena/search.aspx,31055,Telfair,(229) 868-6096,9,12,Yes,No,No,No,505,30.6,16.5,0.94,0.41,0.00,0.00,0.02,0.00,0.02,0.54,26
314,Fulton Leadership Academy,https://www.schooldigger.com/go/GA/schools/0021703961/school.aspx,Commission Charter Schools- Fulton Leadership Academy,https://www.schooldigger.com/go/GA/district/00217/search.aspx,East Point,https://www.schooldigger.com/go/GA/city/East+Point/search.aspx,30344,Fulton,(404) 472-3529,6,12,Yes,Yes,No,No,407,35,11.6,0.60,0.99,0.00,0.00,0.01,0.00,0.00,0.00,25.8
315,Phoenix High School,https://www.schooldigger.com/go/GA/schools/0255002039/school.aspx,Gwinnett County,https://www.schooldigger.com/go/GA/district/02550/search.aspx,Lawrenceville,https://www.schooldigger.com/go/GA/city/Lawrenceville/search.aspx,30045,Gwinnett,(770) 513-6862,9,12,No,No,No,No,535,28.5,18.7,0.30,0.30,0.01,0.03,0.53,0.00,0.02,0.11,25.7
316,Cedar Shoals High School,https://www.schooldigger.com/go/GA/schools/0117000453/school.aspx,Clarke County,https://www.schooldigger.com/go/GA/district/01170/search.aspx,Athens,https://www.schooldigger.com/go/GA/city/Athens/search.aspx,30605,Clarke,(706) 546-5375,9,12,Yes,No,No,No,1490,98.7,15,0.92,0.56,0.00,0.01,0.25,0.00,0.03,0.14,25.6
317,Salem High School,https://www.schooldigger.com/go/GA/schools/0441002193/school.aspx,Rockdale County,https://www.schooldigger.com/go/GA/district/04410/search.aspx,Conyers,https://www.schooldigger.com/go/GA/city/Conyers/search.aspx,30013,Rockdale,(770) 929-0176,9,12,Yes,No,No,No,1205,72.8,16.5,0.72,0.82,0.00,0.01,0.08,0.00,0.02,0.07,25.5
318,Central High School,https://www.schooldigger.com/go/GA/schools/0042001942/school.aspx,Bibb County,https://www.schooldigger.com/go/GA/district/00420/search.aspx,Macon,https://www.schooldigger.com/go/GA/city/Macon/search.aspx,31204,Bibb,(478) 779-2292,9,12,Yes,No,No,No,1143,64,17.8,0.99,0.88,0.00,0.01,0.02,0.00,0.02,0.07,24.8
319,Dougherty Comprehensive High School,https://www.schooldigger.com/go/GA/schools/0183000832/school.aspx,Dougherty County,https://www.schooldigger.com/go/GA/district/01830/search.aspx,Albany,https://www.schooldigger.com/go/GA/city/Albany/search.aspx,31705,Dougherty,(229) 431-3310,9,12,Yes,No,No,No,940,52.5,17.9,1.00,0.93,0.01,0.00,0.02,0.00,0.01,0.03,24.7
320,Clarkston High School,https://www.schooldigger.com/go/GA/schools/0174000708/school.aspx,Dekalb County,https://www.schooldigger.com/go/GA/district/01740/search.aspx,Clarkston,https://www.schooldigger.com/go/GA/city/Clarkston/search.aspx,30021,DeKalb,(678) 676-5302,9,12,Yes,No,No,No,1569,105.4,14.8,1.00,0.61,0.00,0.32,0.04,0.00,0.01,0.02,24.5
321,Forest Park High School,https://www.schooldigger.com/go/GA/schools/0123000474/school.aspx,Clayton County,https://www.schooldigger.com/go/GA/district/01230/search.aspx,Forest Park,https://www.schooldigger.com/go/GA/city/Forest+Park/search.aspx,30297,Clayton,(404) 362-3890,9,12,Yes,No,No,No,1834,90.5,20.2,1.00,0.44,0.00,0.08,0.42,0.00,0.01,0.04,24.5
322,Hawkinsville High School,https://www.schooldigger.com/go/GA/schools/0422001514/school.aspx,Pulaski County,https://www.schooldigger.com/go/GA/district/04220/search.aspx,Hawkinsville,https://www.schooldigger.com/go/GA/city/Hawkinsville/search.aspx,31036,Pulaski,(478) 783-7210,9,12,No,No,No,No,382,24.5,15.5,0.82,0.41,0.00,0.01,0.06,0.00,0.03,0.48,24.5
323,Redan High School,https://www.schooldigger.com/go/GA/schools/0174000636/school.aspx,Dekalb County,https://www.schooldigger.com/go/GA/district/01740/search.aspx,Stone Mountain,https://www.schooldigger.com/go/GA/city/Stone+Mountain/search.aspx,30088,DeKalb,(678) 676-3602,9,12,Yes,No,No,No,1044,62.5,16.7,0.73,0.94,0.00,0.01,0.04,0.00,0.01,0.01,24.3
324,Manchester High School,https://www.schooldigger.com/go/GA/schools/0363001362/school.aspx,Meriwether County,https://www.schooldigger.com/go/GA/district/03630/search.aspx,Manchester,https://www.schooldigger.com/go/GA/city/Manchester/search.aspx,31816,Meriwether,(706) 846-8445,9,12,Yes,No,No,No,464,28.2,16.4,0.92,0.57,0.00,0.01,0.00,0.00,0.03,0.39,24.1
325,Early County High School,https://www.schooldigger.com/go/GA/schools/0192000884/school.aspx,Early County,https://www.schooldigger.com/go/GA/district/01920/search.aspx,Blakely,https://www.schooldigger.com/go/GA/city/Blakely/search.aspx,39823,Early,(229) 723-3006,9,12,No,No,No,No,676,48.3,13.9,0.96,0.65,0.00,0.01,0.03,0.00,0.01,0.30,24.1
326,Crisp County High School,https://www.schooldigger.com/go/GA/schools/0156000769/school.aspx,Crisp County,https://www.schooldigger.com/go/GA/district/01560/search.aspx,Cordele,https://www.schooldigger.com/go/GA/city/Cordele/search.aspx,31015,Crisp,(229) 276-3430,9,12,Yes,No,No,No,1110,63,17.6,0.98,0.55,0.00,0.02,0.03,0.00,0.01,0.38,23.7
327,Twiggs County High School,https://www.schooldigger.com/go/GA/schools/0522002446/school.aspx,Twiggs County,https://www.schooldigger.com/go/GA/district/05220/search.aspx,Jeffersonville,https://www.schooldigger.com/go/GA/city/Jeffersonville/search.aspx,31044,Twiggs,(478) 945-3112,9,12,Yes,No,No,No,267,18.4,14.5,1.00,0.67,0.00,0.00,0.01,0.00,0.02,0.31,23.7
328,Johnson High School,https://www.schooldigger.com/go/GA/schools/0102000382/school.aspx,Savannah-Chatham County,https://www.schooldigger.com/go/GA/district/01020/search.aspx,Savannah,https://www.schooldigger.com/go/GA/city/Savannah/search.aspx,31404,Chatham,(912) 395-6400,9,12,Yes,No,No,No,794,63.4,12.5,0.75,0.89,0.00,0.01,0.02,0.00,0.03,0.05,23.7
329,Jenkins High School,https://www.schooldigger.com/go/GA/schools/0102000388/school.aspx,Savannah-Chatham County,https://www.schooldigger.com/go/GA/district/01020/search.aspx,Savannah,https://www.schooldigger.com/go/GA/city/Savannah/search.aspx,31406,Chatham,(912) 395-6300,9,12,No,No,No,No,1048,72,14.5,0.64,0.66,0.01,0.03,0.04,0.00,0.07,0.21,23.6
330,Osborne High School,https://www.schooldigger.com/go/GA/schools/0129000521/school.aspx,Cobb County,https://www.schooldigger.com/go/GA/district/01290/search.aspx,Marietta,https://www.schooldigger.com/go/GA/city/Marietta/search.aspx,30060,Cobb,(770) 437-5900,9,12,Yes,No,No,No,2103,124.5,16.8,0.83,0.31,0.00,0.02,0.62,0.00,0.01,0.04,23.5
331,Hampton High School,https://www.schooldigger.com/go/GA/schools/0282004172/school.aspx,Henry County,https://www.schooldigger.com/go/GA/district/02820/search.aspx,Hampton,https://www.schooldigger.com/go/GA/city/Hampton/search.aspx,30228,Henry,(770) 707-2130,9,12,Yes,No,No,No,1221,72.4,16.8,0.58,0.57,0.00,0.01,0.09,0.00,0.03,0.30,23.4
332,Lovejoy High School,https://www.schooldigger.com/go/GA/schools/0123002067/school.aspx,Clayton County,https://www.schooldigger.com/go/GA/district/01230/search.aspx,Hampton,https://www.schooldigger.com/go/GA/city/Hampton/search.aspx,30228,Henry,(770) 473-2920,9,12,Yes,No,No,No,1913,101,18.9,1.00,0.79,0.00,0.01,0.14,0.00,0.02,0.03,23.4
333,Elbert County High School,https://www.schooldigger.com/go/GA/schools/0201000894/school.aspx,Elbert County,https://www.schooldigger.com/go/GA/district/02010/search.aspx,Elberton,https://www.schooldigger.com/go/GA/city/Elberton/search.aspx,30635,Elbert,(706) 213-4100,9,12,Yes,No,No,No,829,52.4,15.8,0.59,0.32,0.00,0.01,0.09,0.00,0.02,0.56,22.8
334,Charles R. Drew High School,https://www.schooldigger.com/go/GA/schools/0123003855/school.aspx,Clayton County,https://www.schooldigger.com/go/GA/district/01230/search.aspx,Riverdale,https://www.schooldigger.com/go/GA/city/Riverdale/search.aspx,30274,Clayton,(770) 473-2700,9,12,Yes,No,No,No,1620,73.5,22,1.00,0.75,0.00,0.03,0.20,0.00,0.01,0.01,22.7
335,Stephenson High School,https://www.schooldigger.com/go/GA/schools/0174001553/school.aspx,Dekalb County,https://www.schooldigger.com/go/GA/district/01740/search.aspx,Stone Mountain,https://www.schooldigger.com/go/GA/city/Stone+Mountain/search.aspx,30087,DeKalb,(678) 676-4202,9,12,Yes,No,No,No,1601,91.7,17.4,0.61,0.96,0.00,0.00,0.02,0.00,0.01,0.01,22.5
336,Burke County High School,https://www.schooldigger.com/go/GA/schools/0066001991/school.aspx,Burke County,https://www.schooldigger.com/go/GA/district/00660/search.aspx,Waynesboro,https://www.schooldigger.com/go/GA/city/Waynesboro/search.aspx,30830,Burke,(706) 554-6691,9,12,Yes,No,No,No,1197,75,15.9,1.00,0.66,0.00,0.00,0.01,0.00,0.02,0.30,22.2
337,Rutland High School,https://www.schooldigger.com/go/GA/schools/0042002610/school.aspx,Bibb County,https://www.schooldigger.com/go/GA/district/00420/search.aspx,Macon,https://www.schooldigger.com/go/GA/city/Macon/search.aspx,31216,Bibb,(478) 779-3041,9,12,Yes,No,No,No,1053,52.5,20,0.99,0.46,0.00,0.02,0.09,0.00,0.02,0.41,21.9
338,Miller Grove High School,https://www.schooldigger.com/go/GA/schools/0174003332/school.aspx,Dekalb County,https://www.schooldigger.com/go/GA/district/01740/search.aspx,Lithonia,https://www.schooldigger.com/go/GA/city/Lithonia/search.aspx,30058,DeKalb,(678) 875-1102,9,12,Yes,No,No,No,1440,84,17.1,0.70,0.96,0.00,0.00,0.02,0.00,0.01,0.00,21.7
339,Wiregrass Regional College and Career Academy,https://www.schooldigger.com/go/GA/schools/0135004131/school.aspx,Coffee County,https://www.schooldigger.com/go/GA/district/01350/search.aspx,Douglas,https://www.schooldigger.com/go/GA/city/Douglas/search.aspx,31533,Coffee,(912) 384-2086,9,12,Yes,No,No,No,194,10.8,17.9,0.90,0.27,0.00,0.00,0.12,0.00,0.04,0.57,21.3
340,Martin Luther King- Junior High School,https://www.schooldigger.com/go/GA/schools/0174002479/school.aspx,Dekalb County,https://www.schooldigger.com/go/GA/district/01740/search.aspx,Lithonia,https://www.schooldigger.com/go/GA/city/Lithonia/search.aspx,30038,DeKalb,(678) 874-5402,9,12,Yes,No,No,No,1599,91,17.5,0.66,0.97,0.00,0.00,0.01,0.00,0.01,0.00,21.2
341,Columbia High School,https://www.schooldigger.com/go/GA/schools/0174000666/school.aspx,Dekalb County,https://www.schooldigger.com/go/GA/district/01740/search.aspx,Decatur,https://www.schooldigger.com/go/GA/city/Decatur/search.aspx,30032,DeKalb,(678) 874-0802,9,12,Yes,No,No,No,1117,70.5,15.8,1.00,0.98,0.00,0.00,0.01,0.00,0.01,0.00,21.2
342,North Clayton High School,https://www.schooldigger.com/go/GA/schools/0123000467/school.aspx,Clayton County,https://www.schooldigger.com/go/GA/district/01230/search.aspx,College Park,https://www.schooldigger.com/go/GA/city/College+Park/search.aspx,30349,Fulton,(770) 994-4035,9,12,Yes,No,No,No,876,44,19.9,1.00,0.89,0.00,0.03,0.06,0.00,0.01,0.01,21.1
343,Mundy's Mill High School,https://www.schooldigger.com/go/GA/schools/0123002523/school.aspx,Clayton County,https://www.schooldigger.com/go/GA/district/01230/search.aspx,Jonesboro,https://www.schooldigger.com/go/GA/city/Jonesboro/search.aspx,30238,Clayton,(678) 817-3000,9,12,Yes,No,No,No,1750,81,21.6,1.00,0.83,0.00,0.01,0.12,0.00,0.02,0.01,20.6
344,Cairo High School,https://www.schooldigger.com/go/GA/schools/0246001083/school.aspx,Grady County,https://www.schooldigger.com/go/GA/district/02460/search.aspx,Cairo,https://www.schooldigger.com/go/GA/city/Cairo/search.aspx,39828,Grady,(229) 377-2222,9,12,No,Yes,No,No,1186,72.3,16.4,0.90,0.36,0.01,0.00,0.15,0.00,0.02,0.46,20.1
345,Carver High School,https://www.schooldigger.com/go/GA/schools/0387001439/school.aspx,Muscogee County,https://www.schooldigger.com/go/GA/district/03870/search.aspx,Columbus,https://www.schooldigger.com/go/GA/city/Columbus/search.aspx,31906,Muscogee,(706) 748-2499,9,12,Yes,No,No,No,1138,71.1,16,1.00,0.93,0.00,0.00,0.03,0.00,0.02,0.02,20.1
346,Academy of Richmond County High School,https://www.schooldigger.com/go/GA/schools/0438001528/school.aspx,Richmond County,https://www.schooldigger.com/go/GA/district/04380/search.aspx,Augusta,https://www.schooldigger.com/go/GA/city/Augusta/search.aspx,30904,Richmond,(706) 737-7152,9,12,Yes,No,No,No,1317,70,18.8,0.97,0.76,0.00,0.01,0.04,0.02,0.03,0.14,19.8
347,Jenkins County High School,https://www.schooldigger.com/go/GA/schools/0309001270/school.aspx,Jenkins County,https://www.schooldigger.com/go/GA/district/03090/search.aspx,Millen,https://www.schooldigger.com/go/GA/city/Millen/search.aspx,30442,Jenkins,(478) 982-4791,9,12,Yes,No,No,No,323,31.8,10.1,1.00,0.49,0.00,0.01,0.05,0.00,0.02,0.43,19.8
348,Stone Mountain High School,https://www.schooldigger.com/go/GA/schools/0174000644/school.aspx,Dekalb County,https://www.schooldigger.com/go/GA/district/01740/search.aspx,Stone Mountain,https://www.schooldigger.com/go/GA/city/Stone+Mountain/search.aspx,30083,DeKalb,(678) 676-6302,9,12,Yes,No,No,No,1031,66.5,15.5,0.77,0.82,0.00,0.08,0.08,0.00,0.01,0.01,19.6
349,Mount Zion High School,https://www.schooldigger.com/go/GA/schools/0123002068/school.aspx,Clayton County,https://www.schooldigger.com/go/GA/district/01230/search.aspx,Jonesboro,https://www.schooldigger.com/go/GA/city/Jonesboro/search.aspx,30236,Clayton,(770) 473-2940,9,12,Yes,No,No,No,1376,70.5,19.5,1.00,0.71,0.00,0.03,0.20,0.00,0.03,0.02,19.4
350,Calhoun County High School,https://www.schooldigger.com/go/GA/schools/0075004081/school.aspx,Calhoun County,https://www.schooldigger.com/go/GA/district/00750/search.aspx,Edison,https://www.schooldigger.com/go/GA/city/Edison/search.aspx,39846,Calhoun,(229) 213-0148,9,12,Yes,No,No,No,195,11.4,17.1,1.00,0.96,0.00,0.00,0.03,0.00,0.00,0.02,19.2
351,Bryan County High School,https://www.schooldigger.com/go/GA/schools/0057002396/school.aspx,Bryan County,https://www.schooldigger.com/go/GA/district/00570/search.aspx,Pembroke,https://www.schooldigger.com/go/GA/city/Pembroke/search.aspx,31321,Bryan,(912) 626-5060,9,12,No,No,No,No,585,35.1,16.6,0.66,0.23,0.00,0.00,0.02,0.01,0.03,0.71,19
352,Greenville High School,https://www.schooldigger.com/go/GA/schools/0363001364/school.aspx,Meriwether County,https://www.schooldigger.com/go/GA/district/03630/search.aspx,Greenville,https://www.schooldigger.com/go/GA/city/Greenville/search.aspx,30222,Meriwether,(706) 672-4930,9,12,Yes,No,No,No,304,21.8,13.9,0.92,0.69,0.00,0.00,0.05,0.00,0.02,0.24,18.6
353,Lithonia High School,https://www.schooldigger.com/go/GA/schools/0174002537/school.aspx,Dekalb County,https://www.schooldigger.com/go/GA/district/01740/search.aspx,Lithonia,https://www.schooldigger.com/go/GA/city/Lithonia/search.aspx,30058,DeKalb,(678) 676-2902,9,12,Yes,No,No,No,1344,76.5,17.5,0.76,0.93,0.00,0.00,0.06,0.00,0.00,0.01,18.4
354,Banneker High School,https://www.schooldigger.com/go/GA/schools/0228000967/school.aspx,Fulton County,https://www.schooldigger.com/go/GA/district/02280/search.aspx,College Park,https://www.schooldigger.com/go/GA/city/College+Park/search.aspx,30349,Fulton,(470) 254-3410,9,12,Yes,No,No,No,1467,119,12.3,1.00,0.95,0.00,0.00,0.04,0.00,0.01,0.00,17.9
355,South Atlanta High School,https://www.schooldigger.com/go/GA/schools/0012004240/school.aspx,Atlanta Public Schools,https://www.schooldigger.com/go/GA/district/00120/search.aspx,Atlanta,https://www.schooldigger.com/go/GA/city/Atlanta/search.aspx,30354,Fulton,(404) 802-5050,9,12,Yes,No,No,No,813,65.7,12.3,1.00,0.94,0.00,0.00,0.05,0.00,0.00,0.01,17.6
356,Cross Creek High School,https://www.schooldigger.com/go/GA/schools/0438002339/school.aspx,Richmond County,https://www.schooldigger.com/go/GA/district/04380/search.aspx,Augusta,https://www.schooldigger.com/go/GA/city/Augusta/search.aspx,30906,Richmond,(706) 772-8140,9,12,Yes,No,No,No,1268,65,19.5,0.97,0.68,0.00,0.00,0.03,0.01,0.03,0.25,17.5
357,Henry County High School,https://www.schooldigger.com/go/GA/schools/0282001208/school.aspx,Henry County,https://www.schooldigger.com/go/GA/district/02820/search.aspx,Mcdonough,https://www.schooldigger.com/go/GA/city/Mcdonough/search.aspx,30253,Henry,(770) 957-3943,9,12,Yes,No,No,No,1055,145.1,7.2,0.67,0.80,0.00,0.02,0.08,0.00,0.03,0.08,17.4
358,Greene County High School,https://www.schooldigger.com/go/GA/schools/0249002386/school.aspx,Greene County,https://www.schooldigger.com/go/GA/district/02490/search.aspx,Greensboro,https://www.schooldigger.com/go/GA/city/Greensboro/search.aspx,30642,Greene,(706) 453-2271,9,12,Yes,No,No,No,448,38.5,11.6,0.95,0.73,0.00,0.00,0.11,0.00,0.02,0.14,17.1
359,Berrien Academy Performance Learning Center,https://www.schooldigger.com/go/GA/schools/0039003523/school.aspx,Berrien County,https://www.schooldigger.com/go/GA/district/00390/search.aspx,Nashville,https://www.schooldigger.com/go/GA/city/Nashville/search.aspx,31639,Berrien,(229) 686-6576,9,12,No,Yes,No,No,63,1.9,33.1,0.84,0.08,0.00,0.00,0.00,0.00,0.05,0.87,17
360,Independence High School,https://www.schooldigger.com/go/GA/schools/0228001958/school.aspx,Fulton County,https://www.schooldigger.com/go/GA/district/02280/search.aspx,Roswell,https://www.schooldigger.com/go/GA/city/Roswell/search.aspx,30075,Fulton,(470) 254-6339,9,12,Yes,No,No,No,175,19.8,8.8,0.62,0.36,0.01,0.02,0.38,0.00,0.04,0.19,16.2
361,Hapeville Charter Career Academy,https://www.schooldigger.com/go/GA/schools/0228004045/school.aspx,Fulton County,https://www.schooldigger.com/go/GA/district/02280/search.aspx,Atlanta,https://www.schooldigger.com/go/GA/city/Atlanta/search.aspx,30349,Fulton,(404) 766-0101,9,12,Yes,Yes,No,No,672,35,19.2,0.52,0.91,0.00,0.01,0.06,0.00,0.01,0.01,16.2
362,McNair High School,https://www.schooldigger.com/go/GA/schools/0174000712/school.aspx,Dekalb County,https://www.schooldigger.com/go/GA/district/01740/search.aspx,Atlanta,https://www.schooldigger.com/go/GA/city/Atlanta/search.aspx,30316,Fulton,(678) 874-4902,9,12,Yes,No,No,No,787,54.3,14.4,1.00,0.95,0.00,0.00,0.03,0.00,0.01,0.01,16.1
363,Corretta Scott King Womens' Leadership Academy,https://www.schooldigger.com/go/GA/schools/0012003980/school.aspx,Atlanta Public Schools,https://www.schooldigger.com/go/GA/district/00120/search.aspx,Atlanta,https://www.schooldigger.com/go/GA/city/Atlanta/search.aspx,30318,Fulton,(404) 802-4900,6,12,Yes,No,No,No,412,40.4,10.1,1.00,0.96,0.00,0.00,0.04,0.00,0.01,0.00,16
