Rank,School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
259,Burlington Township High School,https://www.schooldigger.com/go/NJ/schools/0246001004/school.aspx,Burlington Township School District,https://www.schooldigger.com/go/NJ/district/02460/search.aspx,610 Fountain Avenue,Burlington,https://www.schooldigger.com/go/NJ/city/Burlington/search.aspx,8016,Burlington County,(609) 387-1713,9,12,Yes,No,(n/a),No,1190,101.9,11.6,0.20,0.35,0.00,0.10,0.08,0.00,0.03,0.44,33
260,Cicely L. Tyson Community Middle/High School,https://www.schooldigger.com/go/NJ/schools/0423002064/school.aspx,East Orange School District,https://www.schooldigger.com/go/NJ/district/04230/search.aspx,35 Winans Street,East Orange,https://www.schooldigger.com/go/NJ/city/East+Orange/search.aspx,7017,Essex County,(973) 414-8600,6,12,Yes,No,(n/a),No,740,69,10.7,0.54,0.93,0.00,0.00,0.07,0.00,0.00,0.01,32.9
261,Cherry Hill High School West,https://www.schooldigger.com/go/NJ/schools/0300001420/school.aspx,Cherry Hill School District,https://www.schooldigger.com/go/NJ/district/03000/search.aspx,2101 Chapel Ave.,Cherry Hill,https://www.schooldigger.com/go/NJ/city/Cherry+Hill/search.aspx,8034,Camden County,(856) 663-8006,9,12,Yes,No,(n/a),No,1327,106,12.5,0.32,0.13,0.00,0.12,0.19,0.00,0.03,0.53,32.9
262,North Brunswick Township High School,https://www.schooldigger.com/go/NJ/schools/1149003480/school.aspx,North Brunswick Township School District,https://www.schooldigger.com/go/NJ/district/11490/search.aspx,98 Raider Road,North Brunswick,https://www.schooldigger.com/go/NJ/city/North+Brunswick/search.aspx,8902,Middlesex County,(732) 289-3702,9,12,No,No,(n/a),No,1842,146.5,12.5,0.44,0.23,0.00,0.23,0.33,0.00,0.01,0.20,32.8
263,Washington Township High School,https://www.schooldigger.com/go/NJ/schools/1707002640/school.aspx,Washington Township School District,https://www.schooldigger.com/go/NJ/district/17070/search.aspx,519 Hurffville  Crosskeys Rd,Sewell,https://www.schooldigger.com/go/NJ/city/Sewell/search.aspx,8080,Gloucester County,(856) 589-8500,9,12,No,No,(n/a),No,2233,177,12.6,0.16,0.08,0.00,0.06,0.05,0.00,0.02,0.79,32.7
264,Barnegat High School,https://www.schooldigger.com/go/NJ/schools/1647000557/school.aspx,Barnegat Township School District,https://www.schooldigger.com/go/NJ/district/16470/search.aspx,180 Bengal Blvd,Barnegat,https://www.schooldigger.com/go/NJ/city/Barnegat/search.aspx,8005,Ocean County,(609) 660-7510,9,12,No,No,(n/a),No,931,74.5,12.4,0.36,0.10,0.00,0.02,0.12,0.00,0.02,0.74,32.4
265,Clifton High School,https://www.schooldigger.com/go/NJ/schools/0330004762/school.aspx,Clifton Public School District,https://www.schooldigger.com/go/NJ/district/03300/search.aspx,333 Colfax Avenue,Clifton,https://www.schooldigger.com/go/NJ/city/Clifton/search.aspx,7013,Passaic County,(973) 470-2312,9,12,No,No,(n/a),No,2901,204.5,14.1,0.56,0.05,0.00,0.06,0.57,0.00,0.00,0.31,32.4
266,Innovation High School,https://www.schooldigger.com/go/NJ/schools/0783003378/school.aspx,Jersey City Public Schools,https://www.schooldigger.com/go/NJ/district/07830/search.aspx,239 Bergen Avenue,Jersey City,https://www.schooldigger.com/go/NJ/city/Jersey+City/search.aspx,7305,Hudson County,(201) 915-1504,9,12,Yes,No,(n/a),No,316,30,10.5,0.93,0.35,0.00,0.17,0.32,0.01,0.01,0.14,32
267,Memorial Senior High School,https://www.schooldigger.com/go/NJ/schools/0466000368/school.aspx,Elmwood Park School District,https://www.schooldigger.com/go/NJ/district/04660/search.aspx,375 River Dr,Elmwood Park,https://www.schooldigger.com/go/NJ/city/Elmwood+Park/search.aspx,7407,Bergen County,(201) 796-8700,9,12,No,No,(n/a),No,735,44.8,16.3,0.44,0.11,0.00,0.12,0.38,0.00,0.00,0.39,31.3
268,Lacey Township High School,https://www.schooldigger.com/go/NJ/schools/0810005935/school.aspx,Lacey Township School District,https://www.schooldigger.com/go/NJ/district/08100/search.aspx,73 Haines Street,Lanoka Harbor,https://www.schooldigger.com/go/NJ/city/Lanoka+Harbor/search.aspx,8734,Ocean County,(609) 971-2020,9,12,No,No,(n/a),No,1201,97,12.3,0.27,0.01,0.00,0.01,0.08,0.00,0.01,0.88,31.3
269,Central Regional High School,https://www.schooldigger.com/go/NJ/schools/0291004604/school.aspx,Central Regional School District,https://www.schooldigger.com/go/NJ/district/02910/search.aspx,509 Forest Hills Parkway,Bayville,https://www.schooldigger.com/go/NJ/city/Bayville/search.aspx,8721,Ocean County,(732) 269-1100,9,12,Yes,No,(n/a),No,1483,105.7,14,0.27,0.07,0.00,0.02,0.17,0.00,0.04,0.70,31
270,Sayreville War Memorial High School,https://www.schooldigger.com/go/NJ/schools/1464003580/school.aspx,Sayreville School District,https://www.schooldigger.com/go/NJ/district/14640/search.aspx,820 Washington Road,Parlin,https://www.schooldigger.com/go/NJ/city/Parlin/search.aspx,8859,Middlesex County,(732) 525-5252,9,12,No,No,(n/a),No,1808,137.4,13.1,1.00,0.18,0.00,0.16,0.22,0.00,0.03,0.41,30.8
271,Belleville High School,https://www.schooldigger.com/go/NJ/schools/0135001954/school.aspx,Belleville Public School District,https://www.schooldigger.com/go/NJ/district/01350/search.aspx,100 Passaic Ave,Belleville,https://www.schooldigger.com/go/NJ/city/Belleville/search.aspx,7109,Essex County,(973) 969-4343,9,12,Yes,No,(n/a),No,1377,111,12.4,0.52,0.09,0.00,0.11,0.66,0.01,0.00,0.14,30.8
272,Middletown High School North,https://www.schooldigger.com/go/NJ/schools/1011003976/school.aspx,Middletown Township Public School District,https://www.schooldigger.com/go/NJ/district/10110/search.aspx,63 Tindall Road,Middletown,https://www.schooldigger.com/go/NJ/city/Middletown/search.aspx,7748,Monmouth County,(732) 706-6061,9,12,No,No,(n/a),No,1449,112.5,12.8,0.17,0.03,0.00,0.02,0.08,0.01,0.01,0.85,30.7
273,Hamilton East - Steinert,https://www.schooldigger.com/go/NJ/schools/0654003090/school.aspx,Hamilton Township Public School District,https://www.schooldigger.com/go/NJ/district/06540/search.aspx,2900 Klockner Road,Hamilton,https://www.schooldigger.com/go/NJ/city/Hamilton/search.aspx,8690,Mercer County,(609) 631-4150,9,12,No,No,(n/a),No,1293,99.4,13,0.16,0.08,0.00,0.05,0.13,0.00,0.02,0.73,30.7
274,Middlesex County Vocational School Perth Amboy,https://www.schooldigger.com/go/NJ/schools/1008003424/school.aspx,Middlesex County Vocational and Technical School District,https://www.schooldigger.com/go/NJ/district/10080/search.aspx,457 High Street,Perth Amboy,https://www.schooldigger.com/go/NJ/city/Perth+Amboy/search.aspx,8861,Middlesex County,(732) 376-6300,9,12,Yes,No,(n/a),No,289,23,12.5,0.66,0.07,0.00,0.01,0.82,0.00,0.00,0.09,30.3
275,Jackson Liberty High School,https://www.schooldigger.com/go/NJ/schools/0774000787/school.aspx,Jackson Township School District,https://www.schooldigger.com/go/NJ/district/07740/search.aspx,125 North Hope Chapel Road,Jackson,https://www.schooldigger.com/go/NJ/city/Jackson/search.aspx,8527,Ocean County,(732) 833-4700,9,12,No,No,(n/a),No,1177,92.8,12.6,0.30,0.08,0.00,0.04,0.16,0.00,0.01,0.72,30.3
276,Manchester Township High School,https://www.schooldigger.com/go/NJ/schools/0945004660/school.aspx,Manchester Township School District,https://www.schooldigger.com/go/NJ/district/09450/search.aspx,101 S  Colonial Dr,Manchester,https://www.schooldigger.com/go/NJ/city/Manchester/search.aspx,8759,Ocean County,(732) 657-2121,9,12,No,No,(n/a),No,1006,82.8,12.1,0.33,0.13,0.00,0.05,0.15,0.00,0.00,0.67,29.8
277,Dunellen High School,https://www.schooldigger.com/go/NJ/schools/0402003286/school.aspx,Dunellen Public School District,https://www.schooldigger.com/go/NJ/district/04020/search.aspx,411 First Street,Dunellen,https://www.schooldigger.com/go/NJ/city/Dunellen/search.aspx,8812,Middlesex County,(732) 400-5900,9,12,Yes,No,(n/a),No,369,32.4,11.3,0.45,0.10,0.00,0.07,0.45,0.00,0.00,0.38,29.4
278,Palisades Park Junior-Senior High School,https://www.schooldigger.com/go/NJ/schools/1236000682/school.aspx,Palisades Park School District,https://www.schooldigger.com/go/NJ/district/12360/search.aspx,Veterans Plaza,Palisades Park,https://www.schooldigger.com/go/NJ/city/Palisades+Park/search.aspx,7650,Bergen County,(201) 941-1100,7,12,Yes,No,(n/a),No,0,,,,,,,,,,,29.4
279,TEAM Academy Charter School,https://www.schooldigger.com/go/NJ/schools/0007000529/school.aspx,TEAM Academy Charter School,https://www.schooldigger.com/go/NJ/district/00070/search.aspx,60 Park Place,Newark,https://www.schooldigger.com/go/NJ/city/Newark/search.aspx,7102,Essex County,(973) 622-0905,KG,12,Yes,Yes,(n/a),No,4374,168,26,0.88,0.93,0.00,0.00,0.04,0.00,0.03,0.00,29.3
280,Toms River High School South,https://www.schooldigger.com/go/NJ/schools/1623004724/school.aspx,Toms River Regional School District,https://www.schooldigger.com/go/NJ/district/16230/search.aspx,55 Hyers Street,Toms River,https://www.schooldigger.com/go/NJ/city/Toms+River/search.aspx,8753,Ocean County,(732) 505-5738,9,12,No,No,(n/a),No,1402,101.9,13.7,0.27,0.07,0.00,0.02,0.16,0.00,0.03,0.72,29.2
281,Burlington County Institute of Technology - Medford,https://www.schooldigger.com/go/NJ/schools/0249000998/school.aspx,Burlington County Institute of Technology School District,https://www.schooldigger.com/go/NJ/district/02490/search.aspx,10 Hawkin Road,Medford,https://www.schooldigger.com/go/NJ/city/Medford/search.aspx,8055,Burlington County,(609) 654-0200,9,12,Yes,No,(n/a),No,837,62.5,13.3,0.36,0.19,0.00,0.01,0.16,0.00,0.07,0.57,29.1
282,Winslow Township High School,https://www.schooldigger.com/go/NJ/schools/1806000437/school.aspx,Winslow Township School District,https://www.schooldigger.com/go/NJ/district/18060/search.aspx,10 Cooper Folly Road,Atco,https://www.schooldigger.com/go/NJ/city/Atco/search.aspx,8004,Camden County,(856) 767-1850,9,12,Yes,No,(n/a),No,1180,118.5,9.9,0.53,0.64,0.00,0.03,0.14,0.00,0.01,0.18,28.9
283,Oakcrest High School,https://www.schooldigger.com/go/NJ/schools/0606000124/school.aspx,Greater Egg Harbor Regional High School District,https://www.schooldigger.com/go/NJ/district/06060/search.aspx,1824 Dr  Dennis Foreman Drive,Mays Landing,https://www.schooldigger.com/go/NJ/city/Mays+Landing/search.aspx,8330,Atlantic County,(609) 909-2600,9,12,Yes,No,(n/a),No,1013,88.8,11.4,0.52,0.31,0.00,0.06,0.19,0.00,0.03,0.41,28.6
284,Union County TEAMS Charter School,https://www.schooldigger.com/go/NJ/schools/0008300573/school.aspx,Union County TEAMS Charter School-High School/College LA,https://www.schooldigger.com/go/NJ/district/00083/search.aspx,515  517 West Fourth Street,Plainfield,https://www.schooldigger.com/go/NJ/city/Plainfield/search.aspx,7060,Union County,(908) 754-9043,KG,12,Yes,Yes,(n/a),No,394,20,19.7,0.94,0.66,0.00,0.00,0.34,0.00,0.00,0.01,28.5
285,Wallington Junior Senior High School,https://www.schooldigger.com/go/NJ/schools/1692000898/school.aspx,Wallington Boro School District,https://www.schooldigger.com/go/NJ/district/16920/search.aspx,234 Main Ave,Wallington,https://www.schooldigger.com/go/NJ/city/Wallington/search.aspx,7057,Bergen County,(973) 777-0808,7,12,No,No,(n/a),No,567,39.2,14.4,0.24,0.01,0.00,0.03,0.28,0.00,0.01,0.67,27.9
286,Bordentown Regional High School,https://www.schooldigger.com/go/NJ/schools/0203000960/school.aspx,Bordentown Regional School District,https://www.schooldigger.com/go/NJ/district/02030/search.aspx,318 Ward Ave,Bordentown,https://www.schooldigger.com/go/NJ/city/Bordentown/search.aspx,8505,Burlington County,(609) 298-0025,9,12,No,No,(n/a),No,770,53.7,14.3,0.19,0.15,0.00,0.10,0.10,0.00,0.00,0.65,27.7
287,South River High School,https://www.schooldigger.com/go/NJ/schools/1539003648/school.aspx,South River Public School District,https://www.schooldigger.com/go/NJ/district/15390/search.aspx,11 Montgomery Street,South River,https://www.schooldigger.com/go/NJ/city/South+River/search.aspx,8882,Middlesex County,(732) 613-4014,9,12,Yes,No,(n/a),No,662,50,13.2,0.40,0.07,0.00,0.04,0.38,0.00,0.02,0.50,27.3
288,North Arlington High School,https://www.schooldigger.com/go/NJ/schools/1143000636/school.aspx,North Arlington School District,https://www.schooldigger.com/go/NJ/district/11430/search.aspx,222 Ridge Road,North Arlington,https://www.schooldigger.com/go/NJ/city/North+Arlington/search.aspx,7031,Bergen County,(201) 991-6800,9,12,Yes,No,(n/a),No,532,45.5,11.6,0.23,0.01,0.00,0.03,0.37,0.00,0.01,0.58,26.5
289,Florence Township Memorial High School,https://www.schooldigger.com/go/NJ/schools/0522001082/school.aspx,Florence Township School District,https://www.schooldigger.com/go/NJ/district/05220/search.aspx,1050 Cedar Lane,Burlington,https://www.schooldigger.com/go/NJ/city/Burlington/search.aspx,8016,Burlington County,(609) 499-4620,9,12,Yes,No,(n/a),No,452,31.5,14.3,0.25,0.20,0.00,0.12,0.08,0.00,0.01,0.59,26.2
290,Burlington County Institute of Technology - Westampton,https://www.schooldigger.com/go/NJ/schools/0249000996/school.aspx,Burlington County Institute of Technology School District,https://www.schooldigger.com/go/NJ/district/02490/search.aspx,695 Woodlane Road,Westampton,https://www.schooldigger.com/go/NJ/city/Westampton/search.aspx,8060,Burlington County,(609) 267-4226,9,12,Yes,No,(n/a),No,1261,81,15.5,0.49,0.51,0.00,0.02,0.17,0.00,0.08,0.22,25.9
291,West Orange High School,https://www.schooldigger.com/go/NJ/schools/1761002468/school.aspx,West Orange Public Schools,https://www.schooldigger.com/go/NJ/district/17610/search.aspx,51 Conforti Ave,West Orange,https://www.schooldigger.com/go/NJ/city/West+Orange/search.aspx,7052,Essex County,(973) 669-5301,9,12,No,No,(n/a),No,2118,191.9,11,0.45,0.43,0.00,0.06,0.29,0.00,0.02,0.19,25.8
292,Henry P. Becton Regional High School,https://www.schooldigger.com/go/NJ/schools/0280000300/school.aspx,Carlstadt-East Rutherford Regional High School District,https://www.schooldigger.com/go/NJ/district/02800/search.aspx,120 Paterson Avenue,East Rutherford,https://www.schooldigger.com/go/NJ/city/East+Rutherford/search.aspx,7073,Bergen County,(201) 935-3007,9,12,Yes,No,(n/a),No,491,37.2,13.1,0.37,0.06,0.00,0.10,0.35,0.00,0.01,0.48,25.7
293,Glassboro High School,https://www.schooldigger.com/go/NJ/schools/0588002558/school.aspx,Glassboro School District,https://www.schooldigger.com/go/NJ/district/05880/search.aspx,560 Joseph L Bowe Blvd,Glassboro,https://www.schooldigger.com/go/NJ/city/Glassboro/search.aspx,8028,Gloucester County,(856) 652-2700,9,12,Yes,No,(n/a),No,518,61.2,8.4,0.45,0.37,0.00,0.04,0.15,0.00,0.05,0.38,25.4
294,Arts High School,https://www.schooldigger.com/go/NJ/schools/1134002188/school.aspx,Newark Public School District,https://www.schooldigger.com/go/NJ/district/11340/search.aspx,550 M  L  King Blvd,Newark,https://www.schooldigger.com/go/NJ/city/Newark/search.aspx,7102,Essex County,(973) 733-7391,8,12,Yes,No,(n/a),No,636,55,11.5,0.78,0.58,0.00,0.01,0.34,0.00,0.00,0.07,24.7
295,Long Branch High School,https://www.schooldigger.com/go/NJ/schools/0894003904/school.aspx,LONG BRANCH PUBLIC SCHOOL District,https://www.schooldigger.com/go/NJ/district/08940/search.aspx,404 Indiana Avenue,Long Branch,https://www.schooldigger.com/go/NJ/city/Long+Branch/search.aspx,7740,Monmouth County,(732) 229-7300,9,12,Yes,No,(n/a),No,1499,127,11.8,0.76,0.20,0.00,0.01,0.53,0.00,0.01,0.25,24.7
296,Hoboken Charter School,https://www.schooldigger.com/go/NJ/schools/0003200302/school.aspx,Hoboken Charter School,https://www.schooldigger.com/go/NJ/district/00032/search.aspx,713 Washington St,Hoboken,https://www.schooldigger.com/go/NJ/city/Hoboken/search.aspx,7030,Hudson County,(201) 963-0222,KG,12,Yes,Yes,(n/a),No,299,28,10.6,0.26,0.12,0.00,0.06,0.27,0.00,0.08,0.48,24.7
297,Middlesex County Vocational School East Brunswick,https://www.schooldigger.com/go/NJ/schools/1008003420/school.aspx,Middlesex County Vocational and Technical School District,https://www.schooldigger.com/go/NJ/district/10080/search.aspx,112 Rues Lane,East Brunswick,https://www.schooldigger.com/go/NJ/city/East+Brunswick/search.aspx,8816,Middlesex County,(732) 254-8700,9,12,No,No,(n/a),No,438,38,11.5,0.39,0.08,0.00,0.04,0.36,0.00,0.01,0.51,24.6
298,Gateway Regional High School,https://www.schooldigger.com/go/NJ/schools/0582002554/school.aspx,Gateway Regional High School District,https://www.schooldigger.com/go/NJ/district/05820/search.aspx,775 Tanyard Rd,Woodbury Hts,https://www.schooldigger.com/go/NJ/city/Woodbury+Hts/search.aspx,8096,Gloucester County,(856) 848-8200,7,12,Yes,No,(n/a),No,879,81.5,10.7,0.26,0.07,0.00,0.02,0.08,0.00,0.02,0.80,24.5
299,Wildwood High School,https://www.schooldigger.com/go/NJ/schools/1794001768/school.aspx,Wildwood City School District,https://www.schooldigger.com/go/NJ/district/17940/search.aspx,4300 Pacific Ave,Wildwood,https://www.schooldigger.com/go/NJ/city/Wildwood/search.aspx,8260,Cape May County,(609) 522-7922,9,12,Yes,No,(n/a),No,248,31.9,7.7,0.73,0.09,0.00,0.00,0.55,0.00,0.00,0.36,24.5
300,North Plainfield High School,https://www.schooldigger.com/go/NJ/schools/1164005258/school.aspx,North Plainfield School District,https://www.schooldigger.com/go/NJ/district/11640/search.aspx,34 Wilson Avenue,North Plainfield,https://www.schooldigger.com/go/NJ/city/North+Plainfield/search.aspx,7060,Union County,(908) 769-6040,9,12,No,No,(n/a),No,1052,92,11.4,0.37,0.21,0.00,0.04,0.64,0.00,0.01,0.10,24.4
301,Hamilton North - Nottingham,https://www.schooldigger.com/go/NJ/schools/0654005933/school.aspx,Hamilton Township Public School District,https://www.schooldigger.com/go/NJ/district/06540/search.aspx,1055 Klockner Road,Hamilton,https://www.schooldigger.com/go/NJ/city/Hamilton/search.aspx,8619,Mercer County,(609) 631-4161,9,12,No,No,(n/a),No,1148,91.6,12.5,0.48,0.30,0.00,0.04,0.33,0.00,0.02,0.30,24.3
302,Perth Amboy High School,https://www.schooldigger.com/go/NJ/schools/1293003530/school.aspx,Perth Amboy Public School District,https://www.schooldigger.com/go/NJ/district/12930/search.aspx,300 Eagle Ave,Perth Amboy,https://www.schooldigger.com/go/NJ/city/Perth+Amboy/search.aspx,8861,Middlesex County,(732) 376-6030,9,12,Yes,No,(n/a),No,2324,197.5,11.7,0.90,0.04,0.00,0.00,0.94,0.00,0.00,0.01,24
303,Arthur P. Schalick High School,https://www.schooldigger.com/go/NJ/schools/1311005080/school.aspx,Pittsgrove Township School District,https://www.schooldigger.com/go/NJ/district/13110/search.aspx,718 Centerton Road,Pittsgrove,https://www.schooldigger.com/go/NJ/city/Pittsgrove/search.aspx,8318,Salem County,(856) 358-2054,9,12,Yes,No,(n/a),No,541,47.8,11.3,0.32,0.09,0.00,0.01,0.12,0.00,0.04,0.73,23.9
304,Middle Township High School,https://www.schooldigger.com/go/NJ/schools/1002001732/school.aspx,Middle Township Public School District,https://www.schooldigger.com/go/NJ/district/10020/search.aspx,300 East Atlantic Avenue,Cape May Court House,https://www.schooldigger.com/go/NJ/city/Cape+May+Court+House/search.aspx,8210,Cape May County,(609) 465-1852,9,12,Yes,No,(n/a),No,767,64.6,11.8,0.36,0.15,0.00,0.02,0.14,0.00,0.03,0.67,23.7
305,Maple Shade High School,https://www.schooldigger.com/go/NJ/schools/0966001104/school.aspx,Maple Shade School District,https://www.schooldigger.com/go/NJ/district/09660/search.aspx,180 Frederick Ave,Maple Shade,https://www.schooldigger.com/go/NJ/city/Maple+Shade/search.aspx,8052,Burlington County,(856) 779-2880,7,12,Yes,No,(n/a),No,861,68.4,12.5,0.43,0.14,0.00,0.03,0.21,0.00,0.03,0.58,23.7
306,Overbrook Senior High School,https://www.schooldigger.com/go/NJ/schools/1299000432/school.aspx,Pine Hill School District,https://www.schooldigger.com/go/NJ/district/12990/search.aspx,1200 Turnersville Road,Pine Hill,https://www.schooldigger.com/go/NJ/city/Pine+Hill/search.aspx,8021,Camden County,(856) 767-8000,9,12,Yes,No,(n/a),No,656,62.6,10.4,0.55,0.30,0.01,0.03,0.16,0.00,0.03,0.47,23.5
307,Keyport High School,https://www.schooldigger.com/go/NJ/schools/0795003888/school.aspx,Keyport School District,https://www.schooldigger.com/go/NJ/district/07950/search.aspx,351 Broad Street,Keyport,https://www.schooldigger.com/go/NJ/city/Keyport/search.aspx,7735,Monmouth County,(732) 212-6100,9,12,Yes,No,(n/a),No,364,39.5,9.2,0.40,0.07,0.00,0.02,0.26,0.00,0.01,0.65,23.3
308,Buena Regional High School,https://www.schooldigger.com/go/NJ/schools/0240000044/school.aspx,Buena Regional School District,https://www.schooldigger.com/go/NJ/district/02400/search.aspx,125 Weymouth Road,Buena,https://www.schooldigger.com/go/NJ/city/Buena/search.aspx,8310,Atlantic County,(856) 697-2400,9,12,No,No,(n/a),No,565,52,10.8,0.53,0.16,0.00,0.01,0.26,0.00,0.01,0.57,23.2
309,Paterson Charter School for Science/Technology,https://www.schooldigger.com/go/NJ/schools/0008700735/school.aspx,Paterson Charter School for Science and Technology,https://www.schooldigger.com/go/NJ/district/00087/search.aspx,196 West Railway Avenue,Paterson,https://www.schooldigger.com/go/NJ/city/Paterson/search.aspx,7503,Passaic County,(973) 247-0600,KG,12,Yes,Yes,(n/a),No,1439,114,12.6,0.78,0.30,0.01,0.00,0.65,0.00,0.00,0.05,22.8
310,Middlesex County Vocational School Piscataway,https://www.schooldigger.com/go/NJ/schools/1008003426/school.aspx,Middlesex County Vocational and Technical School District,https://www.schooldigger.com/go/NJ/district/10080/search.aspx,21 Suttons Lane,Piscataway,https://www.schooldigger.com/go/NJ/city/Piscataway/search.aspx,8854,Middlesex County,(732) 985-0717,9,12,Yes,No,(n/a),No,576,61,9.4,0.69,0.12,0.00,0.04,0.64,0.00,0.00,0.20,22.8
311,Camden County Technical School-Pennsauken,https://www.schooldigger.com/go/NJ/schools/0267001412/school.aspx,Camden County Technical School District,https://www.schooldigger.com/go/NJ/district/02670/search.aspx,6008 Browning Road,Pennsauken,https://www.schooldigger.com/go/NJ/city/Pennsauken/search.aspx,8109,Camden County,(856) 663-1040,9,12,Yes,No,(n/a),No,772,65.8,11.7,0.85,0.21,0.00,0.04,0.67,0.00,0.01,0.07,22.7
312,Dr. Charles E. Brimm Medical Arts High School,https://www.schooldigger.com/go/NJ/schools/0264000087/school.aspx,Camden City School District,https://www.schooldigger.com/go/NJ/district/02640/search.aspx,1626 Copewood Street,Camden,https://www.schooldigger.com/go/NJ/city/Camden/search.aspx,8103,Camden County,(856) 966-2500,9,12,Yes,No,(n/a),No,219,24,9.1,0.58,0.60,0.00,0.02,0.38,0.00,0.00,0.00,22.5
313,Woodbridge High School,https://www.schooldigger.com/go/NJ/schools/1812003672/school.aspx,Woodbridge Township School District,https://www.schooldigger.com/go/NJ/district/18120/search.aspx,25 Samuel Lupo Place,Woodbridge,https://www.schooldigger.com/go/NJ/city/Woodbridge/search.aspx,7095,Middlesex County,(732) 602-8600,9,12,No,No,(n/a),No,1473,122.1,12,0.43,0.15,0.00,0.12,0.36,0.00,0.01,0.37,22.3
314,Burlington City High School,https://www.schooldigger.com/go/NJ/schools/0243000966/school.aspx,Burlington City Public School District,https://www.schooldigger.com/go/NJ/district/02430/search.aspx,100 Blue Devil WAy,Burlington,https://www.schooldigger.com/go/NJ/city/Burlington/search.aspx,8016,Burlington County,(609) 387-5800,7,12,Yes,No,(n/a),No,643,73.6,8.7,0.54,0.51,0.00,0.03,0.12,0.00,0.01,0.33,22.1
315,Carteret High School,https://www.schooldigger.com/go/NJ/schools/0282003268/school.aspx,Carteret Public School District,https://www.schooldigger.com/go/NJ/district/02820/search.aspx,199 Washington Avenue,Carteret,https://www.schooldigger.com/go/NJ/city/Carteret/search.aspx,7008,Middlesex County,(732) 541-8960,9,12,No,No,(n/a),No,1041,82.2,12.6,0.68,0.18,0.00,0.23,0.47,0.00,0.01,0.11,22
316,Hamilton West-Watson,https://www.schooldigger.com/go/NJ/schools/0654003092/school.aspx,Hamilton Township Public School District,https://www.schooldigger.com/go/NJ/district/06540/search.aspx,2720 South Clinton Avenue,Hamilton,https://www.schooldigger.com/go/NJ/city/Hamilton/search.aspx,8610,Mercer County,(609) 631-4168,9,12,No,No,(n/a),No,1251,97.1,12.8,0.43,0.20,0.00,0.03,0.38,0.00,0.02,0.38,21.9
317,Memorial High School,https://www.schooldigger.com/go/NJ/schools/1758002938/school.aspx,West New York Board Of Education,https://www.schooldigger.com/go/NJ/district/17580/search.aspx,5501 Park Ave,West New York,https://www.schooldigger.com/go/NJ/city/West+New+York/search.aspx,7093,Hudson County,(201) 553-4110,9,12,Yes,No,(n/a),No,2034,150,13.5,0.82,0.01,0.00,0.01,0.96,0.00,0.00,0.01,21.5
318,Pennsville Memorial High School,https://www.schooldigger.com/go/NJ/schools/0912005064/school.aspx,Pennsville Public School District,https://www.schooldigger.com/go/NJ/district/09120/search.aspx,110 S  Broadway,Pennsville,https://www.schooldigger.com/go/NJ/city/Pennsville/search.aspx,8070,Salem County,(856) 540-6200,9,12,No,No,(n/a),No,448,52.9,8.4,0.28,0.03,0.01,0.02,0.04,0.00,0.04,0.86,21.2
319,Cumberland Regional High School,https://www.schooldigger.com/go/NJ/schools/0362001820/school.aspx,Cumberland Regional School District,https://www.schooldigger.com/go/NJ/district/03620/search.aspx,90 Silver Lake Road,Bridgeton,https://www.schooldigger.com/go/NJ/city/Bridgeton/search.aspx,8302,Cumberland County,(856) 451-9400,9,12,Yes,No,(n/a),No,1043,78.5,13.2,0.47,0.21,0.01,0.02,0.25,0.01,0.04,0.47,21.1
320,The Barack Obama Green Charter High School,https://www.schooldigger.com/go/NJ/schools/0074003047/school.aspx,The Barack Obama Green Charter High School District,https://www.schooldigger.com/go/NJ/district/00740/search.aspx,35 Watchung ave,Plainfield,https://www.schooldigger.com/go/NJ/city/Plainfield/search.aspx,7060,Union County,(877) 643-4064,9,12,Yes,Yes,(n/a),No,238,20,11.9,0.82,0.33,0.00,0.02,0.63,0.00,0.01,0.02,21.1
321,Orange High School,https://www.schooldigger.com/go/NJ/schools/1227002396/school.aspx,Orange Board Of Education School District,https://www.schooldigger.com/go/NJ/district/12270/search.aspx,400 Lincoln Ave,Orange,https://www.schooldigger.com/go/NJ/city/Orange/search.aspx,7050,Essex County,(973) 677-4050,9,12,Yes,No,(n/a),No,912,91.6,9.9,0.58,0.68,0.00,0.00,0.32,0.00,0.00,0.00,21
322,Garfield High School,https://www.schooldigger.com/go/NJ/schools/0576000466/school.aspx,Garfield Public School District,https://www.schooldigger.com/go/NJ/district/05760/search.aspx,500 Palisade Ave,Garfield,https://www.schooldigger.com/go/NJ/city/Garfield/search.aspx,7026,Bergen County,(973) 340-5010,9,12,Yes,No,(n/a),No,1082,106,10.2,0.65,0.09,0.00,0.01,0.55,0.00,0.00,0.34,20.7
323,Hopatcong High School,https://www.schooldigger.com/go/NJ/schools/0744005362/school.aspx,Hopatcong Borough School District,https://www.schooldigger.com/go/NJ/district/07440/search.aspx,2A Windsor Ave,Hopatcong,https://www.schooldigger.com/go/NJ/city/Hopatcong/search.aspx,7843,Sussex County,(973) 398-8803,8,12,No,No,(n/a),No,423,41.7,10.1,0.31,0.05,0.00,0.03,0.21,0.01,0.01,0.71,20.7
