Order Priority,Discount,Unit Price,Shipping Cost,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Sales
Critical,0.04,1.98,0.7,Express Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,East,Connecticut,Newington,6111,5/21/2015,5/22/2015,-1,8.3
Critical,0.03,55.99,5,Regular Air,Corporate,Technology,Telephones and Communication,Small Pack,East,New Jersey,Belleville,7109,5/21/2015,5/22/2015,-221.254,416.95
High,0.1,1.68,1.57,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,East,New Jersey,Newark,7101,6/17/2015,6/18/2015,-11.57,18.71
Low,0,4.13,5.34,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Central,Kansas,Shawnee,66203,6/17/2015,6/21/2015,-61.87,40.95
Low,0.1,130.98,54.74,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,Central,Kansas,Shawnee,66203,6/17/2015,6/21/2015,-530.24,1155.73
Critical,0.09,28.48,1.99,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,Central,Kansas,Wichita,67212,1/16/2015,1/19/2015,132.687,192.3
Critical,0.08,65.99,4.99,Express Air,Small Business,Technology,Telephones and Communication,Small Box,Central,Kansas,Wichita,67212,1/16/2015,1/18/2015,496.89,748.1
Not Specified,0.04,4.98,4.62,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,West,Colorado,Loveland,80538,3/25/2015,3/26/2015,-135.16,102.54
High,0.01,8.33,1.99,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,East,Maryland,Pikesville,21208,2/14/2015,2/15/2015,15.8952,70.16
High,0.04,85.99,0.99,Regular Air,Small Business,Technology,Telephones and Communication,Wrap Bag,East,Maryland,Pikesville,21208,2/14/2015,2/16/2015,855.9933,1240.57
High,0.01,8.33,1.99,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,West,Washington,Seattle,98115,2/14/2015,2/15/2015,10.74,280.62
Medium,0.04,1637.53,24.49,Regular Air,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",Medium Box,Central,Illinois,Forest Park,60130,3/20/2015,3/22/2015,-1759.58,3206.94
Medium,0.01,19.98,4,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,East,Massachusetts,Belchertown,1007,3/20/2015,3/20/2015,-72.23,43.08
Not Specified,0.09,7.38,5.21,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,West,California,Lemon Grove,91945,6/17/2015,6/18/2015,-27.16,66.55
Not Specified,0.04,5.98,5.15,Regular Air,Corporate,Office Supplies,Paper,Small Box,West,California,Lemon Grove,91945,6/17/2015,6/18/2015,-52.344,103.49
Not Specified,0.04,15.42,10.68,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,West,California,Lemon Grove,91945,6/17/2015,6/18/2015,-119.936,192.18
Low,0.04,8.33,1.99,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,East,Maryland,Potomac,20854,4/4/2015,4/9/2015,9.9268,89.76
Not Specified,0.06,7.99,5.03,Regular Air,Consumer,Technology,Telephones and Communication,Medium Box,Central,Illinois,Batavia,60510,6/9/2015,6/10/2015,-29.172,28.46
Medium,0.06,296.18,54.12,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,East,Maine,Sanford,4073,4/14/2015,4/15/2015,-715.778206,1170.21
Medium,0.01,29.1,4,Express Air,Home Office,Technology,Computer Peripherals,Small Box,East,New Hampshire,Goffstown,3045,4/14/2015,4/16/2015,-22.82,243.32
Critical,0.06,276.2,24.49,Regular Air,Corporate,Furniture,Chairs & Chairmats,Large Box,West,Oregon,Medford,97504,5/4/2015,5/5/2015,2639.4708,3825.32
Critical,0.09,6.28,5.29,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,West,Oregon,Medford,97504,5/4/2015,5/4/2015,-5.2,8.53
Medium,0.08,7.77,9.23,Regular Air,Corporate,Office Supplies,Appliances,Small Box,East,Ohio,Columbus,43229,3/17/2015,3/18/2015,-83.65,40.3
Medium,0.07,7.59,4,Regular Air,Corporate,Furniture,Office Furnishings,Wrap Bag,East,Ohio,Columbus,43229,3/17/2015,3/19/2015,24.39,111.88
Critical,0.01,3.26,1.86,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,South,Florida,Miami,33181,5/4/2015,5/6/2015,-4.6683,73.97
Critical,0.03,15.23,27.75,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,East,Maine,Bangor,4401,1/31/2015,2/1/2015,11.65095,111.86
Critical,0.01,3.26,1.86,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,East,Maine,Portland,4101,5/4/2015,5/6/2015,0.702,18.49
Critical,0,8.34,2.64,Express Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,South,Florida,Miami,33132,6/9/2015,6/11/2015,5.8625,212.89
Medium,0.04,99.23,8.99,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,South,Florida,Miami,33132,1/2/2015,1/4/2015,1916.6757,5555.6
Critical,0,8.34,2.64,Express Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,East,New York,Watertown,13601,6/9/2015,6/11/2015,10.5,55.54
Medium,0.04,99.23,8.99,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,East,New York,Watertown,13601,1/2/2015,1/4/2015,993.8346,1440.34
Low,0.08,4.89,4.93,Express Air,Home Office,Technology,Computer Peripherals,Small Pack,West,Arizona,Glendale,85301,5/14/2015,5/14/2015,-165.45,84.76
Low,0.07,6.68,6.92,Regular Air,Home Office,Office Supplies,Paper,Small Box,West,Arizona,Glendale,85301,5/14/2015,5/21/2015,-141.12,104.84
Critical,0.07,124.49,51.94,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,West,Arizona,Kingman,86401,5/24/2015,5/25/2015,1074.44,1714.93
Low,0.04,125.99,8.99,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,East,Pennsylvania,King of Prussia,19406,1/9/2015,1/16/2015,-627.82192,107.95
Medium,0.05,328.14,91.05,Delivery Truck,Small Business,Office Supplies,Appliances,Jumbo Drum,East,Rhode Island,Cranston,2910,1/17/2015,1/19/2015,411.5172,1967.98
Low,0.09,19.23,6.15,Express Air,Corporate,Furniture,Office Furnishings,Small Pack,West,California,Oakland,94601,4/11/2015,4/13/2015,211.232,394.1
Not Specified,0.02,20.99,4.81,Regular Air,Corporate,Technology,Telephones and Communication,Medium Box,East,Maine,Lewiston,4240,5/27/2015,5/29/2015,49.788,266.39
Not Specified,0.05,5.4,7.78,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,East,Massachusetts,Everett,2149,5/27/2015,5/29/2015,-132.6295,51.82
Not Specified,0.02,200.98,55.96,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,Central,Michigan,Detroit,48234,3/14/2015,3/16/2015,-163.63,9539.6
Not Specified,0.02,4.28,5.17,Regular Air,Small Business,Office Supplies,Paper,Small Box,Central,Michigan,Detroit,48234,3/14/2015,3/15/2015,-63.87,109.86
Not Specified,0.04,85.99,0.99,Regular Air,Small Business,Technology,Telephones and Communication,Wrap Bag,Central,Michigan,Detroit,48234,3/14/2015,3/16/2015,-175.175,1426.51
Not Specified,0.02,200.98,55.96,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,South,Tennessee,Morristown,37814,3/14/2015,3/16/2015,-224.9478,2331.9
Not Specified,0.02,4.28,5.17,Regular Air,Small Business,Office Supplies,Paper,Small Box,South,Tennessee,Morristown,37814,3/14/2015,3/15/2015,196.8,27.47
Medium,0.03,25.98,5.37,Regular Air,Consumer,Office Supplies,Appliances,Medium Box,Central,Illinois,Batavia,60510,4/17/2015,4/17/2015,250.0376,460.87
Not Specified,0.07,415.88,11.37,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Central,Illinois,Bloomington,61701,5/1/2015,5/1/2015,-539.59,394.51
Critical,0.06,5.34,5.63,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,East,Pennsylvania,Drexel Hill,19026,3/19/2015,3/19/2015,-82.823,38.65
Critical,0.07,65.99,5.26,Express Air,Corporate,Technology,Telephones and Communication,Small Box,East,Pennsylvania,Drexel Hill,19026,3/19/2015,3/21/2015,107.082,279.83
High,0.1,8.88,6.28,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Central,Nebraska,Grand Island,68801,6/12/2015,6/14/2015,-27.28375,126.9
Critical,0.03,5.28,5.66,Regular Air,Corporate,Office Supplies,Paper,Small Box,Central,Nebraska,Kearney,68847,1/3/2015,1/5/2015,-51.5592,22.82
Critical,0.01,110.99,2.5,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,Central,Nebraska,Kearney,68847,1/3/2015,1/6/2015,-263.56572,188.66
Low,0.03,160.98,30,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Central,Nebraska,Lincoln,68502,2/6/2015,2/10/2015,1273.2087,1845.23
Medium,0.02,34.98,7.53,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Central,Missouri,Clayton,63105,3/5/2015,3/7/2015,-159.68,37.16
Medium,0.01,19.99,11.17,Regular Air,Corporate,Furniture,Office Furnishings,Large Box,Central,Missouri,Clayton,63105,3/5/2015,3/8/2015,27.91,43.65
Low,0.07,9.71,9.45,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,East,New York,Auburn,13021,2/15/2015,2/22/2015,-81.77,31.44
Critical,0.04,15.98,4,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,South,North Carolina,Albemarle,28001,6/18/2015,6/19/2015,-19.208,64.59
Critical,0.06,22.84,5.47,Regular Air,Corporate,Office Supplies,Paper,Small Box,South,North Carolina,Albemarle,28001,6/18/2015,6/20/2015,7.44,461.94
Critical,0.1,154.13,69,Regular Air,Corporate,Furniture,Tables,Large Box,East,Ohio,Cuyahoga Falls,44221,2/2/2015,2/3/2015,-372.485971,1216.32
Medium,0.05,63.94,14.48,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,East,Ohio,Dayton,45406,5/23/2015,5/25/2015,1372.6308,1989.32
High,0.03,4.98,0.8,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,East,New Jersey,South Vineland,8360,5/21/2015,5/22/2015,50.2044,72.76
Low,0.07,29.17,6.27,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Central,Texas,San Juan,78589,5/2/2015,5/6/2015,236.2371,400.47
High,0.05,178.47,19.99,Express Air,Consumer,Office Supplies,Storage & Organization,Small Box,West,California,Oakland,94601,5/4/2015,5/7/2015,943,1531.31
Critical,0.09,999.99,13.99,Regular Air,Small Business,Technology,Office Machines,Medium Box,East,New Jersey,Elizabeth,7201,2/6/2015,2/8/2015,-2531.4825,919.09
High,0.02,15.28,1.99,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,West,Nevada,Carson City,89701,1/15/2015,1/16/2015,163.1574,236.46
High,0,85.99,3.3,Regular Air,Corporate,Technology,Telephones and Communication,Small Pack,West,Nevada,Carson City,89701,1/15/2015,1/16/2015,-302.225,73.82
Not Specified,0.05,10.98,4.8,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,West,Nevada,Carson City,89701,3/3/2015,3/5/2015,90.62,243.11
Low,0.05,125.99,8.08,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,East,Massachusetts,Lunenburg,1462,6/22/2015,6/27/2015,427.1184,952.26
Critical,0,7.59,4,Regular Air,Small Business,Furniture,Office Furnishings,Wrap Bag,Central,Illinois,Urbana,61801,5/25/2015,5/28/2015,86.438,355.92
Not Specified,0.03,48.04,19.99,Regular Air,Small Business,Office Supplies,Paper,Small Box,Central,Nebraska,Norfolk,68701,4/11/2015,4/13/2015,-4.46,101.71
High,0.09,200.98,55.96,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,Central,Nebraska,Norfolk,68701,6/23/2015,6/24/2015,-512.872,1766.68
High,0.09,2.78,0.97,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Central,Nebraska,Norfolk,68701,6/23/2015,6/24/2015,-3.784,29.02
Not Specified,0.04,130.98,30,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Central,Minnesota,Roseville,55113,6/25/2015,6/28/2015,-82.904,159.51
Not Specified,0.05,200.99,4.2,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,Central,Minnesota,Roseville,55113,6/25/2015,6/25/2015,1268.8065,1838.85
High,0.03,15.99,11.28,Regular Air,Home Office,Technology,Office Machines,Medium Box,West,California,Los Altos,94024,4/10/2015,4/11/2015,-53.2962,35.48
Critical,0.04,37.7,2.99,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,West,California,Los Altos,94024,5/27/2015,5/28/2015,299.6739,434.31
Low,0.01,8.88,6.28,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,West,California,Los Altos,94024,1/5/2015,1/10/2015,-15.456,19.86
Low,0.06,2.88,0.99,Regular Air,Home Office,Office Supplies,Labels,Small Box,West,California,Los Altos,94024,1/5/2015,1/14/2015,16.0494,23.26
Critical,0.01,55.99,5,Regular Air,Home Office,Technology,Telephones and Communication,Small Pack,West,California,Los Banos,93635,5/27/2015,5/28/2015,-235.895,51.83
Not Specified,0.03,29.34,7.87,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,West,California,Los Gatos,95032,5/8/2015,5/10/2015,-41.32,32.4
Low,0.07,16.91,6.25,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,East,New Jersey,Millville,8332,5/23/2015,5/30/2015,7.9,492.9
Low,0.07,165.2,19.99,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,West,California,West Hollywood,90069,1/14/2015,1/16/2015,521.69,1081.54
Not Specified,0.08,297.64,14.7,Delivery Truck,Small Business,Technology,Office Machines,Jumbo Drum,East,Massachusetts,Bellingham,2019,1/11/2015,1/11/2015,496.7968,1132.84
Not Specified,0.02,12.99,14.37,Regular Air,Small Business,Furniture,Office Furnishings,Large Box,East,Massachusetts,Beverly,1915,1/11/2015,1/12/2015,-556.8096,143.63
Not Specified,0.06,14.42,6.75,Regular Air,Small Business,Office Supplies,Appliances,Medium Box,East,Massachusetts,Hanson,2341,1/11/2015,1/12/2015,-27.7388,73.04
Not Specified,0.05,4.14,6.6,Express Air,Small Business,Furniture,Office Furnishings,Small Box,East,New Jersey,Hawthorne,7506,1/11/2015,1/13/2015,-128.6872,33.35
Not Specified,0.03,11.34,5.01,Regular Air,Small Business,Office Supplies,Paper,Small Box,East,New Jersey,Trenton,8601,1/11/2015,1/11/2015,23.2028,60.24
Not Specified,0.07,179.99,19.99,Express Air,Consumer,Technology,Computer Peripherals,Small Box,South,Georgia,Atlanta,30318,2/8/2015,2/8/2015,-568.5351,718.03
Not Specified,0.07,179.99,19.99,Express Air,Consumer,Technology,Computer Peripherals,Small Box,East,Maryland,Randallstown,21133,2/8/2015,2/8/2015,-427.47,179.51
Critical,0.03,11.97,4.98,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Central,Illinois,Oswego,60543,1/27/2015,1/28/2015,-18.19,73.18
Not Specified,0.06,3.36,6.27,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Central,Illinois,Oswego,60543,4/23/2015,4/24/2015,-24.05754,8.82
Not Specified,0.07,699.99,24.49,Regular Air,Corporate,Technology,Copiers and Fax,Large Box,Central,Illinois,Oswego,60543,4/23/2015,4/25/2015,2583.56148,5976.09
Not Specified,0.05,2.88,0.5,Regular Air,Corporate,Office Supplies,Labels,Small Box,West,California,Fresno,93727,3/18/2015,3/20/2015,6.0513,8.77
Medium,0.1,3.36,6.27,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,East,Maine,Sanford,4073,5/18/2015,5/19/2015,-67.0565,20.87
Medium,0.07,12.28,4.86,Regular Air,Corporate,Office Supplies,Paper,Small Box,East,Maine,South Portland,4106,5/18/2015,5/20/2015,-7.94,25.7
Medium,0.09,20.99,0.99,Regular Air,Corporate,Technology,Telephones and Communication,Wrap Bag,East,Massachusetts,Norwood,2062,5/18/2015,5/18/2015,122.292,229.57
Medium,0.08,2.94,0.96,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,East,New York,New York City,10154,5/15/2015,5/17/2015,-2.12,66.7
Critical,0.01,4.98,6.07,Regular Air,Consumer,Office Supplies,Paper,Small Box,East,New York,New York City,10154,2/10/2015,2/11/2015,-69.07,217
Critical,0.02,1360.14,14.7,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,East,New York,New York City,10154,6/20/2015,6/22/2015,2028.12,31670.6
Not Specified,0.02,9.06,9.86,Regular Air,Consumer,Office Supplies,Paper,Small Box,East,New York,New York City,10154,6/20/2015,6/22/2015,-63.51,239.82
Not Specified,0.02,6.48,6.6,Regular Air,Consumer,Office Supplies,Paper,Small Box,West,Washington,Seatac,98158,1/20/2015,1/22/2015,-92.05,66.71
Not Specified,0.04,17.15,4.96,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,West,Washington,Seatac,98158,1/20/2015,1/21/2015,6.11,87.16
Medium,0.06,8.32,2.38,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,West,Washington,Seattle,98115,5/15/2015,5/17/2015,-36.63,101.26
Medium,0.08,2.94,0.96,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,West,Washington,Seattle,98115,5/15/2015,5/17/2015,-2.12,17.4
Critical,0.01,4.98,6.07,Regular Air,Consumer,Office Supplies,Paper,Small Box,West,Washington,Seattle,98115,2/10/2015,2/11/2015,-35.9164,52.93
Critical,0.02,1360.14,14.7,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,West,Washington,Seattle,98115,6/20/2015,6/22/2015,3042.18,8637.44
Not Specified,0.02,9.06,9.86,Regular Air,Consumer,Office Supplies,Paper,Small Box,West,Washington,Seattle,98115,6/20/2015,6/22/2015,-31.755,59.95
Critical,0.07,152.48,6.5,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,South,Tennessee,Murfreesboro,37130,5/14/2015,5/16/2015,171.8388,5062.49
Critical,0.01,55.98,4.86,Express Air,Corporate,Office Supplies,Paper,Small Box,South,Kentucky,Bowling Green,42104,4/18/2015,4/20/2015,32.9409,646.97
Critical,0.04,65.99,8.99,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,South,Kentucky,Bowling Green,42104,4/18/2015,4/19/2015,131.334,946.29
High,0.01,20.98,53.03,Delivery Truck,Corporate,Office Supplies,Storage & Organization,Jumbo Drum,South,Kentucky,Covington,41011,2/23/2015,2/23/2015,-282.0818,123
Critical,0.01,128.24,12.65,Regular Air,Corporate,Furniture,Chairs & Chairmats,Medium Box,South,Kentucky,Covington,41011,4/18/2015,4/21/2015,140.1354,554.08
Low,0.02,48.04,5.09,Regular Air,Corporate,Office Supplies,Paper,Small Box,West,California,Manteca,95336,1/13/2015,1/13/2015,105.2526,152.54
Critical,0.03,6.37,5.19,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,West,California,Manteca,95336,2/1/2015,2/2/2015,-29.0927,89.79
Low,0.07,12.64,4.98,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,Central,Missouri,Clayton,63105,6/5/2015,6/12/2015,113.415,199.76
Medium,0.02,150.98,13.99,Express Air,Small Business,Technology,Office Machines,Medium Box,West,Oregon,Redmond,97756,6/22/2015,6/24/2015,26.1,480.37
Medium,0.1,5.43,0.95,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,West,Oregon,Redmond,97756,6/22/2015,6/24/2015,-2.58,5.76
Medium,0.01,179.29,29.21,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,West,Oregon,Redmond,97756,6/22/2015,6/23/2015,2800.12,3112.13
Not Specified,0.03,1270.99,19.99,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,South,Tennessee,Farragut,37922,1/20/2015,1/22/2015,363.552,2589.01
Not Specified,0.07,2036.48,14.7,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,South,Tennessee,Farragut,37922,1/20/2015,1/22/2015,-11.536,1893.93
High,0.09,17.98,8.51,Regular Air,Home Office,Technology,Office Machines,Medium Box,West,Arizona,Mesa,85204,5/25/2015,5/27/2015,-6.612,211.13
Not Specified,0,1.88,1.49,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,West,Arizona,Mesa,85204,1/17/2015,1/18/2015,-15.5595,25.39
Not Specified,0.06,5.78,5.67,Regular Air,Home Office,Office Supplies,Paper,Small Box,West,Arizona,Mesa,85204,1/17/2015,1/18/2015,-108.19,87.27
Low,0,15.99,13.18,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,South,Virginia,Montclair,22025,4/21/2015,4/25/2015,46.488,403.25
Medium,0.05,59.78,10.29,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Central,Illinois,Urbana,61801,5/14/2015,5/15/2015,159.5297,414.49
Medium,0.08,20.99,1.25,Regular Air,Small Business,Technology,Telephones and Communication,Small Pack,Central,Illinois,Vernon Hills,60061,5/14/2015,5/16/2015,15.3714,469.69
Medium,0.05,204.1,13.99,Regular Air,Small Business,Technology,Office Machines,Medium Box,Central,Illinois,Vernon Hills,60061,5/23/2015,5/25/2015,5924.1123,8585.67
Not Specified,0.03,13.73,6.85,Express Air,Corporate,Furniture,Office Furnishings,Wrap Bag,East,West Virginia,Morgantown,26501,6/14/2015,6/15/2015,39.5853,57.37
Not Specified,0.02,7.1,6.05,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,West,New Mexico,Roswell,88201,1/20/2015,1/20/2015,-66.378,66.32
