Monthly Hours,Department,Salary,Number_of_Projects,Tenure,Filed Complaint,Recently_Promoted,Last_Evaluation,Employee_Satisfaction,Status
225,Engineering,Low,5,4,0,0,0.7,0.61,Employed
241,Finance,Medium,4,4,0,0,0.91,0.67,Employed
238,Management,Low,4,3,1,0,,0.87,Employed
158,Engineering,Low,3,2,0,0,,0.77,Employed
96,Temp,Medium,1,,1,0,,,Employed
204,Finance,Low,4,4,1,0,0.95,0.26,Left
155,Support,Medium,3,3,0,0,0.99,0.6,Employed
106,Finance,Low,3,2,0,0,0.77,0.57,Employed
240,Support,Medium,3,3,0,0,0.75,0.53,Employed
189,Marketing,Medium,6,4,0,0,0.51,0.22,Employed
129,It,Medium,2,3,0,0,,0.36,Left
141,Sales,Low,3,3,0,0,1,0.93,Employed
188,Support,Medium,3,3,1,0,0.97,0.96,Employed
150,Product,Low,4,2,0,0,0.91,0.72,Employed
146,Support,Low,5,3,0,0,0.64,0.76,Employed
261,Sales,High,4,3,0,0,0.75,0.76,Employed
255,Engineering,Low,2,3,0,0,0.63,0.69,Left
182,Engineering,Medium,3,2,0,0,0.57,0.75,Employed
193,Engineering,Low,3,2,0,0,0.59,0.24,Employed
215,Sales,Medium,6,5,0,0,0.77,0.84,Employed
261,Sales,Low,5,5,0,0,0.86,0.8,Left
265,Product,Medium,3,3,0,0,0.8,0.9,Employed
262,Sales,Medium,5,6,0,0,0.89,0.83,Left
220,Sales,Medium,4,3,1,1,0.94,0.65,Employed
174,Sales,Medium,5,3,1,0,0.53,0.54,Employed
155,Sales,Low,5,3,0,0,0.33,0.98,Employed
211,Product,Low,3,2,0,0,0.99,0.88,Employed
278,Information_Technology,Medium,3,4,0,0,1,0.16,Left
210,Support,Low,3,2,0,0,,1,Employed
131,Product,Medium,2,3,0,0,0.54,0.35,Left
222,Product,Low,5,6,0,0,0.91,0.89,Left
128,Sales,Low,2,3,0,0,0.44,0.4,Left
139,Support,Medium,5,3,0,0,0.96,1,Employed
309,Support,Low,6,4,0,0,0.89,0.05,Left
201,Sales,Medium,4,2,1,0,0.61,0.92,Employed
253,Sales,Low,2,3,0,0,0.5,0.66,Left
260,Product,Medium,4,3,0,0,0.78,0.91,Employed
143,Support,Low,3,3,0,0,0.77,0.99,Employed
140,Support,High,5,3,0,0,0.6,0.48,Employed
160,Finance,Low,2,3,0,0,0.59,0.42,Left
157,Finance,Low,3,2,0,0,0.81,0.65,Employed
145,Management,Low,5,3,0,0,0.87,0.21,Employed
255,It,Medium,5,2,0,0,0.93,0.59,Employed
153,Finance,Low,2,3,0,0,,0.36,Left
309,Engineering,Low,7,4,0,0,0.89,0.12,Left
145,It,Low,2,3,0,0,0.54,0.34,Left
150,Finance,High,4,3,0,0,,0.88,Employed
280,Product,Medium,6,4,0,0,0.93,0.06,Left
255,Product,Medium,3,3,1,0,0.56,0.21,Employed
248,Sales,Low,4,2,0,0,0.87,0.98,Employed
254,Support,Low,5,2,0,0,0.92,0.67,Employed
209,Product,High,3,2,0,0,0.83,0.93,Employed
120,Engineering,Low,3,6,0,0,0.36,0.47,Employed
196,Admin,Low,3,3,0,0,,0.81,Employed
290,Support,Low,6,4,0,0,0.88,0.07,Left
267,Support,High,4,6,0,0,0.46,0.13,Employed
161,Engineering,High,5,5,0,0,0.52,0.63,Left
156,Engineering,Low,2,3,0,0,0.43,0.49,Left
174,Sales,Medium,3,3,0,0,0.78,0.86,Employed
259,Support,Medium,3,3,0,0,0.76,0.67,Employed
124,Sales,Low,2,3,0,0,0.55,0.27,Employed
160,Support,Medium,2,3,0,0,0.52,0.42,Left
284,Sales,Medium,6,4,0,0,0.88,0.11,Left
151,Support,Low,5,3,1,0,0.97,0.16,Employed
192,Support,Medium,2,3,0,0,,0.74,Employed
210,Engineering,Low,5,6,1,0,1,1,Employed
187,,Low,2,3,0,0,0.67,0.41,Employed
148,Support,Low,2,3,0,0,,0.41,Left
158,Procurement,Medium,2,3,0,0,,0.79,Employed
114,Management,Low,3,6,1,0,0.67,0.8,Employed
202,Engineering,Medium,3,3,0,0,0.65,0.59,Employed
245,Sales,Low,4,2,0,0,0.73,0.87,Employed
264,Support,Low,2,3,0,0,,0.7,Employed
204,Support,Low,4,2,0,0,,0.75,Employed
215,Sales,Low,5,3,0,0,0.8,0.66,Employed
190,Admin,Low,4,3,0,0,0.69,0.89,Employed
252,Sales,Low,3,2,0,0,0.9,0.71,Employed
127,Management,Medium,2,3,0,0,,0.44,Left
255,Support,Low,7,4,0,0,0.92,0.15,Left
144,Engineering,Low,4,4,0,0,0.68,0.54,Employed
249,Engineering,High,3,3,0,0,0.92,0.54,Employed
256,Support,Low,6,4,0,0,0.96,0.15,Left
170,Engineering,Low,3,3,0,0,0.71,0.93,Employed
264,Engineering,Medium,2,3,1,0,0.79,0.78,Employed
287,Engineering,Low,6,4,0,0,0.88,0.09,Left
224,Engineering,Medium,3,3,0,0,0.49,0.89,Employed
158,Engineering,Medium,3,4,0,0,0.57,0.96,Employed
184,Product,Medium,5,2,1,0,,0.96,Employed
254,Sales,Medium,6,4,1,0,0.94,0.17,Left
129,Management,Low,2,3,0,0,,0.49,Left
225,Engineering,Low,6,4,0,0,0.9,0.71,Employed
226,Finance,Low,5,4,1,0,1,0.26,Employed
190,Sales,Medium,4,2,0,0,0.63,0.66,Employed
143,Support,Low,4,3,0,0,0.55,0.96,Employed
270,Engineering,High,3,4,1,0,0.63,1,Employed
198,Procurement,Medium,5,5,0,0,0.39,0.43,Employed
261,Sales,Medium,4,4,0,0,1,0.97,Employed
221,Engineering,Low,3,3,0,0,0.58,1,Employed
125,Procurement,Low,3,4,0,0,0.46,0.84,Employed
237,Engineering,Low,3,3,1,0,0.79,0.44,Employed
197,Product,Medium,3,3,0,0,0.47,0.56,Employed
247,Finance,High,4,4,0,0,0.85,0.67,Employed
273,Support,Low,3,6,0,0,0.73,0.52,Left
136,Sales,Medium,2,3,0,0,0.42,0.45,Left
148,Support,Low,2,3,0,0,0.5,0.43,Left
158,It,Low,4,2,0,0,0.49,0.55,Employed
253,Product,Low,4,5,1,0,0.95,0.13,Employed
250,Engineering,Low,4,3,0,0,0.88,0.91,Employed
285,Sales,Low,3,6,0,0,0.65,1,Employed
223,Sales,Low,4,2,0,0,0.5,1,Employed
167,Engineering,Low,3,2,0,0,1,0.63,Employed
190,Support,Low,2,4,0,0,0.51,0.48,Employed
269,,Medium,4,2,1,0,0.87,0.7,Employed
251,It,Low,4,2,0,0,0.95,0.58,Employed
151,Support,Low,5,3,1,0,0.95,0.24,Employed
230,Admin,Medium,3,3,0,1,0.85,0.8,Employed
186,Sales,Medium,3,3,0,0,0.68,0.6,Employed
267,Support,Low,5,6,0,0,0.87,0.79,Left
258,Sales,Medium,4,7,0,1,0.83,1,Employed
267,It,Medium,4,3,0,0,0.46,0.51,Employed
255,Sales,Low,4,6,0,0,0.96,0.79,Left
234,Support,Low,5,3,0,0,0.76,0.73,Employed
264,Finance,High,5,3,0,0,0.87,0.69,Employed
136,Management,Low,2,3,0,0,0.52,0.42,Left
132,Support,Medium,6,2,0,0,0.51,0.38,Employed
286,Sales,Low,7,4,0,0,0.87,0.11,Left
155,Engineering,Medium,2,3,0,0,0.49,0.44,Left
158,Marketing,Medium,3,7,0,0,0.85,0.94,Employed
139,Management,High,3,4,0,0,0.65,0.58,Employed
163,Sales,Medium,4,3,0,0,0.51,0.59,Employed
162,Marketing,High,5,3,0,0,,0.73,Employed
212,It,Medium,4,4,0,0,0.68,0.9,Employed
193,Engineering,Medium,4,4,0,0,0.43,0.27,Employed
129,Marketing,High,2,3,0,0,0.59,0.48,Left
256,Product,High,6,4,0,0,0.74,0.43,Employed
247,Sales,Low,5,3,0,0,0.8,0.85,Employed
211,Sales,Medium,5,3,0,0,0.99,0.66,Employed
231,It,Medium,3,3,0,0,0.88,0.86,Employed
153,Product,Low,2,3,0,0,0.56,0.34,Left
252,Support,Medium,3,2,0,0,0.52,0.89,Employed
240,Finance,Low,4,4,0,0,0.75,1,Employed
148,Sales,Low,3,4,0,0,1,0.99,Employed
213,Information_Technology,Medium,3,3,1,0,0.78,0.68,Employed
182,Sales,Low,3,10,0,0,0.9,0.52,Employed
198,Marketing,Low,3,2,0,0,0.57,0.75,Employed
117,Marketing,Medium,4,10,0,1,0.47,0.3,Employed
150,Support,Low,2,3,0,0,0.58,0.45,Left
248,Management,Low,2,6,0,0,0.62,0.84,Employed
156,Sales,Medium,2,3,0,0,0.56,0.42,Left
163,Engineering,Low,4,2,0,0,0.63,0.48,Employed
261,Engineering,Medium,4,5,0,0,0.95,0.81,Left
195,Sales,Low,4,3,0,0,0.9,0.87,Employed
239,It,Low,4,6,0,0,0.82,0.78,Left
149,Marketing,Medium,3,3,1,0,0.73,0.68,Employed
240,It,Low,3,3,0,0,0.71,0.56,Employed
234,Support,Low,4,3,0,0,,0.55,Employed
220,Engineering,High,3,3,1,0,0.85,0.9,Employed
136,Support,Medium,2,3,0,0,0.5,0.35,Left
138,Engineering,Low,3,4,1,0,0.66,0.92,Employed
215,Sales,Low,4,2,0,0,0.57,0.62,Employed
258,Sales,Medium,4,3,0,0,,0.46,Employed
145,Sales,Medium,3,3,0,0,0.87,0.64,Employed
185,Sales,Low,3,3,0,0,0.63,0.48,Employed
245,Sales,Low,4,2,0,0,0.75,0.72,Employed
143,Support,Low,3,4,1,0,0.52,0.75,Employed
142,Product,Medium,2,3,0,0,0.56,0.35,Left
251,Marketing,Medium,4,5,0,0,0.94,0.83,Left
264,Engineering,Medium,5,5,0,0,0.96,0.74,Left
170,Sales,Low,5,3,0,0,0.46,0.84,Employed
155,Engineering,Medium,3,2,1,0,0.5,0.45,Employed
169,Support,Medium,5,4,0,0,0.79,0.2,Employed
193,It,Low,4,4,0,0,0.71,0.82,Employed
200,Sales,Medium,3,2,1,0,,0.84,Employed
172,Sales,Medium,4,3,0,0,0.86,0.68,Employed
100,Support,Medium,3,4,0,0,0.52,0.16,Employed
260,Engineering,Medium,5,6,0,0,0.73,0.93,Employed
245,Engineering,Low,4,3,1,1,,0.61,Employed
222,Support,Medium,4,3,0,0,0.76,0.8,Employed
253,Engineering,Medium,5,2,0,0,1,0.91,Employed
174,Sales,Medium,5,6,0,0,0.6,0.16,Employed
310,Engineering,Low,6,4,0,0,1,0.07,Left
279,Sales,Low,6,4,0,0,0.9,0.12,Left
200,Sales,Medium,2,3,0,0,0.64,0.85,Employed
153,Support,Medium,3,10,0,0,0.82,0.74,Employed
155,Support,Low,4,5,1,0,0.66,0.49,Employed
201,Sales,Low,3,2,0,0,,0.59,Employed
177,Sales,Medium,2,6,0,0,0.44,0.19,Employed
156,Sales,Medium,2,3,0,0,0.51,0.39,Left
238,It,Medium,3,3,0,0,0.85,0.78,Employed
253,Support,Medium,3,2,0,0,,0.48,Employed
199,Support,Medium,3,2,0,0,0.5,0.92,Employed
279,Engineering,Low,5,4,0,0,0.78,0.06,Left
160,Finance,Medium,5,4,1,0,0.94,0.81,Employed
122,It,Low,2,2,0,0,0.56,0.87,Employed
189,Support,Medium,5,2,0,0,0.51,0.82,Employed
128,Sales,Low,2,3,0,0,0.52,0.45,Left
233,Sales,Medium,3,3,0,1,,0.47,Employed
134,It,High,5,3,0,0,,0.71,Employed
237,Sales,Medium,2,3,0,0,0.77,1,Employed
207,Support,Low,4,2,0,0,,0.62,Employed
245,Management,Medium,4,3,0,0,0.74,0.55,Employed
243,Sales,Medium,3,2,0,0,,0.91,Employed
184,Sales,Medium,4,7,0,0,0.97,0.68,Employed
179,Sales,Low,5,2,0,0,0.83,0.62,Employed
307,Support,Low,5,4,0,0,0.91,0.16,Left
155,It,Medium,5,3,0,0,0.73,0.85,Employed
275,Admin,Medium,4,3,0,0,,0.64,Employed
134,Sales,Medium,4,3,0,0,0.78,0.66,Employed
306,Engineering,Low,6,4,0,0,0.89,0.17,Left
235,Product,Low,5,2,0,0,0.64,0.61,Employed
168,Sales,High,3,2,0,0,0.89,0.93,Employed
248,Engineering,Low,2,3,0,0,,0.83,Employed
228,It,Medium,4,2,1,0,0.75,0.7,Employed
125,Engineering,Medium,3,3,0,0,0.97,0.83,Employed
176,Support,Medium,4,4,1,0,0.8,0.76,Employed
154,Support,Low,5,2,1,0,0.88,0.52,Employed
128,Engineering,Low,2,3,0,0,0.45,0.39,Left
202,Support,Medium,5,3,0,0,0.57,0.66,Employed
160,Marketing,Medium,4,3,0,0,0.53,0.85,Employed
286,Sales,Low,6,4,0,0,0.64,0.54,Employed
197,,Medium,3,6,0,0,0.86,0.37,Employed
144,Finance,Low,2,3,0,0,0.45,0.41,Left
158,Support,High,4,3,0,0,0.81,0.55,Employed
144,It,High,2,3,0,0,0.62,0.9,Employed
128,Information_Technology,Medium,3,3,0,0,0.56,0.67,Employed
292,Support,Low,6,4,0,0,0.87,0.06,Left
229,Information_Technology,High,4,3,0,0,0.48,0.64,Employed
243,Sales,Low,5,3,0,0,0.77,1,Employed
271,Sales,Medium,3,7,0,0,0.57,0.84,Employed
138,Support,Low,2,3,0,0,0.44,0.42,Left
229,,Medium,4,6,0,0,0.97,0.87,Left
235,Sales,Low,4,5,0,0,0.91,0.78,Left
153,Support,Low,2,3,0,0,0.52,0.34,Left
183,Engineering,Medium,4,2,1,0,,0.69,Employed
283,Marketing,Low,5,5,0,0,0.42,0.63,Employed
126,Support,Medium,2,3,0,0,0.46,0.34,Left
178,Sales,Low,3,2,0,1,0.64,0.52,Employed
175,Sales,Medium,3,4,0,0,0.56,0.9,Employed
143,Product,Medium,2,3,0,0,0.48,0.45,Left
230,Sales,Medium,5,2,0,0,0.74,0.83,Employed
106,Support,Medium,2,3,1,0,0.38,0.39,Employed
138,Support,Low,2,3,0,0,0.52,0.49,Left
194,Support,Low,2,2,0,0,,0.54,Employed
151,Product,Low,2,3,0,0,0.44,0.39,Left
245,,Low,3,2,1,0,0.85,0.62,Employed
138,Temp,Medium,3,,0,0,,,Employed
248,Sales,Medium,5,3,0,0,0.76,0.52,Employed
226,Product,Medium,4,5,0,0,0.9,0.83,Left
253,Sales,Low,4,5,0,0,1,0.8,Left
155,Management,Low,4,3,0,0,1,0.85,Employed
226,Sales,Low,5,4,0,0,0.52,0.82,Employed
150,It,Medium,6,5,0,0,0.91,0.64,Employed
165,Sales,Medium,5,2,0,0,0.67,0.6,Employed
196,Support,Medium,4,3,0,0,0.98,0.62,Employed
307,Engineering,Low,6,4,0,0,0.96,0.07,Left
184,,Medium,4,3,0,0,0.72,1,Employed
259,Sales,Low,5,3,0,0,0.63,0.76,Employed
309,Support,Low,6,4,0,0,0.88,0.09,Left
131,Sales,Low,2,3,0,0,0.48,0.38,Left
141,Sales,Medium,3,2,0,0,0.61,0.74,Employed
145,Sales,Medium,2,3,0,0,0.43,0.53,Employed
271,Sales,Low,2,3,0,0,0.95,0.57,Employed
244,Support,Medium,4,2,0,0,0.79,0.53,Employed
99,Temp,Medium,1,,0,0,,,Employed
222,It,Medium,3,3,0,0,0.8,0.7,Employed
214,Engineering,Low,4,2,0,0,0.81,0.5,Employed
294,Engineering,Medium,6,4,0,0,0.78,0.16,Left
162,Finance,Low,5,3,0,0,1,0.91,Employed
257,Support,Low,3,3,0,0,0.66,0.75,Employed
156,Management,Medium,3,8,0,0,0.72,0.73,Employed
239,Finance,Low,4,2,0,0,0.7,0.47,Employed
144,Sales,Medium,3,5,0,0,0.73,0.6,Employed
166,Sales,Medium,2,3,0,0,0.69,0.61,Employed
216,Engineering,Low,4,6,0,0,1,0.75,Left
310,Engineering,Medium,6,4,0,0,0.75,0.06,Left
249,Product,Medium,6,5,0,0,0.68,0.52,Employed
193,Engineering,Medium,3,3,0,0,0.73,1,Employed
229,Engineering,Medium,4,2,0,0,0.95,1,Employed
104,Temp,Medium,2,,0,0,,,Employed
167,Support,Low,3,10,0,0,0.37,0.33,Employed
196,Finance,Medium,4,2,0,0,,0.93,Employed
168,Engineering,Medium,3,3,0,1,0.88,0.85,Employed
201,Support,Low,3,3,0,0,0.77,0.93,Employed
210,Marketing,Medium,3,4,1,0,0.53,0.87,Employed
259,Marketing,Low,4,3,0,0,0.59,0.83,Employed
168,Product,Medium,4,3,0,0,0.52,0.57,Employed
209,It,Medium,4,4,0,0,0.82,0.79,Employed
198,Engineering,Low,5,3,0,0,0.93,0.88,Employed
252,Sales,Low,3,3,0,0,0.68,0.63,Employed
142,Support,Low,2,3,0,0,0.58,0.44,Left
137,It,Medium,4,3,0,0,0.93,0.77,Employed
155,Engineering,Medium,5,3,0,0,0.42,0.39,Employed
166,Sales,Medium,2,3,0,0,0.78,0.6,Employed
127,Engineering,Low,2,3,0,0,0.46,0.42,Left
162,It,Medium,3,2,0,0,0.49,0.78,Employed
251,Finance,Medium,3,3,1,0,0.93,0.55,Employed
198,Engineering,Medium,3,2,0,0,0.96,0.75,Employed
257,Support,Medium,3,3,0,0,,0.94,Employed
188,Engineering,High,3,3,0,0,0.52,0.56,Employed
270,Engineering,High,5,3,0,0,0.65,0.64,Employed
173,Sales,Low,3,2,0,0,,0.81,Employed
184,Admin,High,3,5,0,0,0.65,0.9,Employed
176,Sales,Low,4,3,0,0,,0.86,Employed
111,Management,High,5,4,0,0,0.77,0.88,Employed
143,Engineering,Medium,5,3,0,0,0.84,0.97,Employed
235,Engineering,Low,3,2,1,0,0.57,0.85,Employed
250,Marketing,Low,3,3,0,0,0.96,0.74,Employed
128,Engineering,Medium,5,4,1,0,0.4,0.37,Employed
282,Marketing,Low,2,5,0,0,0.68,0.36,Left
98,Sales,Low,4,2,0,0,0.46,0.79,Employed
163,Support,Medium,3,3,0,0,0.94,0.99,Employed
199,Sales,Low,4,3,0,0,0.59,1,Employed
237,Support,High,6,5,0,0,0.77,0.34,Employed
133,Support,Low,4,3,0,0,,0.64,Employed
105,Sales,Medium,2,2,0,0,0.63,1,Employed
141,Support,Medium,3,3,0,0,0.85,0.71,Employed
172,Product,Low,5,2,0,0,0.7,0.79,Employed
278,Engineering,Low,7,3,0,0,0.53,0.25,Left
185,Support,Low,3,3,0,0,0.5,0.62,Employed
226,Engineering,Low,4,2,0,0,0.87,0.63,Employed
169,Marketing,Medium,2,3,1,0,0.67,0.85,Employed
283,Support,Medium,6,5,0,0,0.81,0.08,Left
260,Sales,Low,4,2,1,0,0.59,0.71,Employed
307,It,Low,7,4,0,0,0.91,0.13,Left
247,Admin,Medium,6,4,0,0,0.84,0.09,Left
176,Support,High,4,4,0,0,0.52,0.9,Employed
166,Sales,Low,4,2,1,0,0.91,0.86,Employed
260,Support,Medium,2,3,0,0,0.98,0.88,Employed
253,,Low,3,3,0,0,,0.18,Employed
163,Sales,Medium,3,3,0,0,0.7,1,Employed
129,Engineering,Medium,2,3,0,0,0.56,0.47,Left
252,Product,High,3,2,0,0,0.98,0.67,Employed
162,Sales,High,2,3,1,0,0.68,0.53,Employed
176,Engineering,Medium,4,2,0,0,0.52,0.61,Employed
227,Sales,Low,4,3,0,0,0.68,0.77,Employed
226,Sales,Low,3,3,0,0,0.66,0.69,Employed
144,Sales,Medium,2,3,0,0,,0.88,Employed
224,Support,Medium,3,3,0,0,0.93,0.7,Employed
155,Product,Medium,3,10,0,0,0.5,0.31,Employed
132,Product,High,4,3,0,0,,0.56,Employed
243,Information_Technology,Low,4,3,0,0,0.69,0.63,Employed
154,Product,Medium,3,2,0,0,,0.91,Employed
196,It,Low,4,3,1,0,,0.19,Employed
150,Support,Medium,2,3,0,0,0.44,0.37,Left
273,,Low,3,4,0,0,0.66,0.99,Employed
172,Sales,Low,3,2,0,0,0.83,0.56,Employed
243,It,Low,5,5,0,0,0.84,0.89,Left
197,Procurement,Low,4,2,0,0,,0.72,Employed
187,Engineering,Low,4,2,0,0,0.62,0.83,Employed
223,Sales,High,3,4,0,0,0.99,0.9,Employed
148,Support,Low,2,3,0,0,0.53,0.36,Left
183,Engineering,Low,3,2,0,0,0.96,0.95,Employed
264,It,Medium,3,3,0,0,0.56,0.93,Employed
134,Engineering,Medium,4,2,0,0,0.67,0.86,Employed
178,Engineering,Medium,3,4,0,0,0.65,0.57,Employed
164,Sales,Medium,4,4,0,0,0.96,0.61,Employed
146,Sales,Low,5,3,0,0,0.88,0.61,Employed
257,Marketing,Medium,5,3,0,0,0.91,0.64,Employed
241,Engineering,Low,4,3,1,0,0.85,0.6,Employed
255,Sales,Medium,2,3,0,0,0.39,0.62,Employed
241,It,Medium,4,4,0,0,0.77,0.71,Employed
147,Support,High,3,4,1,0,0.51,0.93,Employed
156,Sales,Low,5,3,0,0,0.73,0.92,Employed
216,Support,Medium,4,2,1,0,0.55,0.61,Employed
239,Sales,Low,4,3,0,0,0.56,0.55,Employed
150,It,Medium,4,2,0,0,0.54,0.98,Employed
137,Engineering,Low,2,3,0,0,,0.37,Left
257,Sales,Medium,2,4,1,0,0.56,0.78,Employed
132,Engineering,Low,2,3,0,0,0.5,0.31,Left
282,Engineering,Low,7,5,0,0,0.83,0.14,Left
224,Sales,Low,3,2,0,0,0.83,0.77,Employed
239,Sales,Low,4,5,0,0,0.87,0.77,Left
259,It,Medium,5,2,0,0,0.92,0.75,Employed
154,Support,Low,5,3,0,0,0.59,0.91,Employed
232,Sales,Low,3,3,0,0,0.7,0.26,Employed
167,Sales,Medium,3,3,0,0,0.81,0.77,Employed
143,Engineering,Medium,2,3,0,0,0.56,0.42,Left
142,It,Medium,5,4,0,0,0.52,0.44,Employed
235,Management,Medium,3,2,0,0,0.98,0.55,Employed
181,Product,Medium,3,3,0,0,0.58,0.47,Employed
239,Sales,Medium,2,3,1,0,0.48,0.46,Employed
145,Support,Low,3,2,0,0,0.6,0.81,Employed
259,Engineering,Medium,5,2,0,0,,0.82,Employed
188,Sales,Medium,3,4,0,0,0.79,0.82,Employed
267,Sales,Medium,3,3,1,0,0.99,0.53,Employed
178,Sales,Low,4,2,0,0,0.45,0.89,Employed
308,It,Medium,7,4,0,0,0.88,0.1,Left
200,Marketing,Low,4,2,0,0,0.81,0.9,Employed
219,Engineering,Medium,3,3,0,0,0.88,0.68,Employed
257,,Low,4,3,0,0,0.66,0.11,Left
153,Support,Medium,3,10,0,0,0.83,0.67,Employed
150,Engineering,Low,4,4,0,0,0.56,0.65,Employed
222,Support,High,5,2,0,0,0.99,0.72,Employed
49,Temp,Low,2,,0,0,,,Employed
237,Engineering,Low,4,2,0,0,0.9,0.81,Employed
172,Product,Medium,4,3,0,0,0.71,0.9,Employed
221,Product,Low,2,3,0,0,0.78,0.76,Employed
250,Product,Low,7,4,0,0,0.86,0.16,Left
175,Support,Low,4,3,0,0,0.88,0.57,Employed
210,Support,Low,4,3,0,0,0.68,0.32,Employed
214,Product,Medium,3,2,0,0,,0.95,Employed
190,Sales,Medium,4,2,0,0,0.6,0.63,Employed
201,Support,High,3,2,1,0,,0.52,Employed
186,Support,Medium,4,3,0,0,0.39,0.38,Employed
144,Support,Low,3,2,0,0,0.67,0.29,Employed
170,Engineering,Low,3,3,0,0,,0.69,Employed
184,Marketing,Medium,4,2,1,0,0.91,0.59,Employed
210,Management,High,5,3,0,0,0.49,0.88,Employed
172,Marketing,High,3,10,0,1,0.68,0.31,Employed
163,Finance,Low,3,4,0,0,0.57,0.58,Employed
257,Engineering,Low,7,4,0,0,0.93,0.16,Left
285,Finance,Medium,6,4,0,0,0.75,0.09,Left
130,Sales,Medium,2,3,1,0,0.57,0.36,Left
124,Sales,Medium,4,2,0,0,0.66,0.44,Employed
231,Sales,Low,3,3,0,0,0.86,0.79,Employed
137,Support,Low,5,2,1,0,0.91,0.98,Employed
190,Sales,Low,4,5,0,0,0.8,0.26,Employed
144,Sales,Low,3,3,1,0,,0.52,Employed
171,Product,Medium,4,3,0,0,0.68,0.7,Employed
194,Engineering,Low,4,2,0,0,0.75,0.64,Employed
229,Engineering,Medium,4,2,1,0,0.62,1,Employed
186,Sales,Medium,4,2,0,0,0.76,0.55,Employed
234,Marketing,Low,3,3,1,0,,0.85,Employed
254,Sales,High,5,5,0,0,0.85,0.95,Left
159,Sales,Medium,2,3,0,0,0.41,0.38,Left
154,Finance,Medium,2,3,0,0,,0.45,Left
252,It,Medium,4,3,1,0,,0.64,Employed
231,Engineering,Low,3,3,0,0,0.79,1,Employed
200,Support,Low,3,3,0,0,,0.09,Employed
196,Support,Medium,5,3,0,0,0.64,0.52,Employed
272,Sales,Medium,3,3,0,0,0.59,0.95,Employed
160,Engineering,Medium,2,3,0,0,0.59,0.41,Left
202,Sales,Medium,3,2,0,0,0.97,0.99,Employed
227,Support,Medium,5,5,0,0,0.95,0.88,Left
247,It,Low,4,3,0,0,0.92,0.95,Employed
143,Product,Low,4,3,1,0,0.6,1,Employed
242,Support,Medium,5,5,0,0,0.85,0.79,Left
142,,Medium,2,3,0,0,0.54,0.45,Left
152,Support,Low,6,2,0,0,0.82,0.2,Left
290,It,Medium,6,4,0,0,0.93,0.08,Left
232,Engineering,Medium,4,5,0,0,0.91,0.81,Left
210,Sales,Medium,2,2,0,0,0.74,0.69,Employed
207,Information_Technology,Medium,4,2,1,0,0.48,0.62,Employed
259,It,Medium,3,6,0,0,0.49,0.88,Employed
169,Marketing,Medium,5,2,0,0,0.66,0.69,Employed
223,Finance,Medium,4,3,0,0,0.86,0.6,Employed
257,Engineering,Medium,3,3,0,0,0.39,0.58,Employed
197,Marketing,Low,4,3,0,0,0.8,0.88,Employed
154,,Medium,2,3,0,0,0.46,0.33,Left
151,Engineering,Low,4,2,0,0,0.73,0.89,Employed
257,Sales,Low,4,3,0,0,0.9,0.56,Employed
150,Product,Medium,3,3,1,0,0.64,0.76,Employed
263,Sales,Medium,4,2,1,0,,0.96,Employed
208,Support,Medium,4,2,0,0,0.83,0.74,Employed
146,Engineering,Low,4,10,0,0,0.96,0.66,Employed
213,Support,Low,3,2,0,0,0.89,0.68,Employed
251,Sales,Medium,3,10,0,0,0.88,0.64,Employed
212,Product,Low,3,8,0,0,0.68,0.56,Employed
247,Sales,Low,6,4,0,0,0.76,0.11,Left
210,Sales,Low,4,3,0,0,0.59,0.62,Employed
271,Sales,Low,3,2,0,0,0.6,0.89,Employed
275,Support,Low,5,5,0,0,0.84,0.82,Left
282,Support,Low,6,4,0,0,0.89,0.12,Left
156,Support,Low,4,3,0,0,,0.68,Employed
247,Sales,Low,4,2,0,0,0.69,0.75,Employed
168,Engineering,High,6,2,0,0,,0.79,Employed
227,Sales,Low,4,3,0,0,,0.44,Employed
225,Finance,Low,6,6,0,0,0.89,0.69,Employed
160,Sales,Low,2,3,0,1,0.42,0.38,Left
171,Support,Low,6,3,1,0,0.92,0.61,Employed
159,Sales,Medium,2,3,0,0,0.6,0.42,Left
197,,Low,4,3,0,0,0.65,0.79,Employed
251,Sales,Medium,3,3,0,0,0.86,0.8,Employed
108,Sales,Medium,4,10,0,0,0.75,0.28,Employed
264,Support,Medium,4,5,0,0,0.9,0.82,Left
167,,Low,4,3,0,0,0.54,0.95,Employed
182,Engineering,Medium,3,3,0,0,0.59,0.57,Employed
284,Sales,Low,3,10,0,0,0.79,0.52,Employed
259,Support,Low,3,2,0,0,0.92,1,Employed
135,Sales,High,3,3,0,0,,0.47,Employed
176,Engineering,Low,4,2,1,0,0.94,0.69,Employed
265,Information_Technology,Medium,4,2,0,0,0.81,0.6,Employed
263,Engineering,Medium,4,2,1,1,0.61,0.74,Employed
271,It,Medium,4,5,0,0,0.95,0.95,Left
195,Sales,Medium,4,3,0,0,0.86,0.62,Employed
142,Support,Low,4,2,0,0,0.87,0.74,Employed
242,Support,High,5,3,0,0,0.88,0.77,Employed
258,Sales,Medium,4,3,0,0,0.61,0.53,Employed
150,Sales,Low,5,3,0,0,0.76,0.77,Employed
214,Information_Technology,Low,3,2,1,0,,0.9,Employed
283,It,Low,6,5,0,0,0.92,0.09,Left
