School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Standard Score
Lockwood Elementary,https://www.schooldigger.com/go/WA/schools/0591000888/school.aspx,Northshore School District,https://www.schooldigger.com/go/WA/district/05910/search.aspx,24118 Lockwood RD,Bothell,https://www.schooldigger.com/go/WA/city/Bothell/search.aspx,98021,Snohomish County,(425) 408-5800,PK,5,No,No,No,No,583,38.4,15.1,5.1,1,0,22.8,9.6,0,12.9,53.7,94.8
McGilvra Elementary School,https://www.schooldigger.com/go/WA/schools/0771001214/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,1617 38 Av E,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98112,King County,(206) 252-3160,KG,5,No,No,No,No,226,15.6,14.4,5.8,4,0,11.1,11.5,0,14.6,58.8,94.6
Briarwood Elementary,https://www.schooldigger.com/go/WA/schools/0375000571/school.aspx,Issaquah School District,https://www.schooldigger.com/go/WA/district/03750/search.aspx,17020 SE 134th St,Renton,https://www.schooldigger.com/go/WA/city/Renton/search.aspx,98059,King County,(425) 837-5000,PK,5,Yes,No,No,No,663,43.6,15.2,12.1,1.2,0.3,26.4,9.5,0.2,9.5,52.9,94.6
West Woodland Elementary School,https://www.schooldigger.com/go/WA/schools/0771001263/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,5601 4 Av NW,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98107,King County,(206) 252-1600,KG,5,No,No,No,No,473,31.5,15,5.7,0.6,0,6.6,6.3,0,11.6,74.6,94.3
Helen Baller Elementary,https://www.schooldigger.com/go/WA/schools/0081002083/school.aspx,Camas School District,https://www.schooldigger.com/go/WA/district/00810/search.aspx,1954 NE Garfield Street,Camas,https://www.schooldigger.com/go/WA/city/Camas/search.aspx,98607,Clark County,(360) 833-5720,KG,5,No,No,No,No,494,36.7,13.4,14.4,0.8,0.2,4.5,9.5,0,12.3,72.5,94.2
Moran Prairie Elementary,https://www.schooldigger.com/go/WA/schools/0825002366/school.aspx,Spokane School District,https://www.schooldigger.com/go/WA/district/08250/search.aspx,4224 E 57Th Ave,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99223,Spokane County,(509) 354-3700,PK,6,No,No,No,No,489,28.7,17,25.4,4.3,0.2,3.5,5.7,0,4.7,81.6,94.1
Adams Elementary School,https://www.schooldigger.com/go/WA/schools/0771001127/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,6110 28 Av NW,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98107,King County,(206) 252-1300,KG,5,No,No,No,No,430,27.1,15.8,9.8,2.3,0.9,2.8,6.7,0.2,11.9,74.4,94.1
Newcastle Elementary School,https://www.schooldigger.com/go/WA/schools/0375002981/school.aspx,Issaquah School District,https://www.schooldigger.com/go/WA/district/03750/search.aspx,8400 136th Ave SE,Newcastle,https://www.schooldigger.com/go/WA/city/Newcastle/search.aspx,98059,King County,(425) 837-5801,KG,5,No,No,No,No,557,36.3,15.3,7.7,4.3,0.2,40.6,8.8,0,10.4,35.7,94
Wilson Elementary,https://www.schooldigger.com/go/WA/schools/0825001416/school.aspx,Spokane School District,https://www.schooldigger.com/go/WA/district/08250/search.aspx,911 W 25Th Ave,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99203,Spokane County,(509) 354-4500,PK,6,No,No,No,No,359,22.5,15.9,19.5,0.6,0,0.3,8.6,0,8.9,81.6,94
Mark Twain Elementary,https://www.schooldigger.com/go/WA/schools/0423000676/school.aspx,Lake Washington School District,https://www.schooldigger.com/go/WA/district/04230/search.aspx,9525 130th Ave NE,Kirkland,https://www.schooldigger.com/go/WA/city/Kirkland/search.aspx,98033,King County,(425) 936-2730,KG,5,No,No,No,No,632,42.4,14.8,10.9,1.4,0.2,26.9,14.2,0.2,10.6,46.4,94
Apollo Elementary,https://www.schooldigger.com/go/WA/schools/0375000570/school.aspx,Issaquah School District,https://www.schooldigger.com/go/WA/district/03750/search.aspx,15025 SE 117th St,Renton,https://www.schooldigger.com/go/WA/city/Renton/search.aspx,98059,King County,(425) 837-7500,PK,5,Yes,No,No,No,531,42.6,12.4,13.6,2.3,0,37.1,15.1,0.2,9.4,36,93.9
Catharine Blaine K-8 School,https://www.schooldigger.com/go/WA/schools/0771002017/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,2550 34 Av W,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98199,King County,(206) 252-1920,KG,8,No,No,No,No,533,31.6,16.8,3.4,1.1,0.2,6.6,9,0,11.3,71.5,93.9
Ruby Bridges Elementary,https://www.schooldigger.com/go/WA/schools/0591003746/school.aspx,Northshore School District,https://www.schooldigger.com/go/WA/district/05910/search.aspx,20510 49th Drive SE,Woodinville,https://www.schooldigger.com/go/WA/city/Woodinville/search.aspx,98072,King County,(425) 408-6000,PK,5,No,No,No,No,456,32.7,13.9,7.9,3.9,0.4,45,9.6,0.4,6.8,33.6,93.8
Bennett Elementary School,https://www.schooldigger.com/go/WA/schools/0039000062/school.aspx,Bellevue School District,https://www.schooldigger.com/go/WA/district/00390/search.aspx,17900 NE 16th Street,Bellevue,https://www.schooldigger.com/go/WA/city/Bellevue/search.aspx,98008,King County,(425) 456-4800,PK,5,No,No,No,No,418,29,14.3,6.7,2.4,0.2,42.3,7.2,0,10,37.8,93.6
Emily Dickinson Elementary,https://www.schooldigger.com/go/WA/schools/0423000661/school.aspx,Lake Washington School District,https://www.schooldigger.com/go/WA/district/04230/search.aspx,7040 - 208th NE,Redmond,https://www.schooldigger.com/go/WA/city/Redmond/search.aspx,98053,King County,(425) 936-2530,KG,5,No,No,No,No,326,29.6,11,6.1,1.2,0.3,44.8,12.3,0,6.4,35,93.2
Clyde Hill Elementary,https://www.schooldigger.com/go/WA/schools/0039000065/school.aspx,Bellevue School District,https://www.schooldigger.com/go/WA/district/00390/search.aspx,9601 NE 24th Street,Bellevue,https://www.schooldigger.com/go/WA/city/Bellevue/search.aspx,98004,King County,(425) 456-5000,PK,5,No,No,No,No,526,33.5,15.6,6.8,0.8,0,52.3,5.7,0.4,6.7,34.2,93.1
McDonald International School,https://www.schooldigger.com/go/WA/schools/0771003332/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,144 NE 54th St,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98105,King County,(206) 252-2900,KG,5,No,No,No,No,472,28.5,16.5,1.7,0.6,0,6.1,17.8,0,21.6,53.6,93
Greenwood Elementary School,https://www.schooldigger.com/go/WA/schools/0771001177/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,144 NW 80 St,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98117,King County,(206) 252-1400,PK,5,No,No,No,No,324,20.9,15.4,8.6,4.9,0.3,3.4,4.9,0.9,14.2,71.3,92.9
Forest View Elementary School,https://www.schooldigger.com/go/WA/schools/0267003195/school.aspx,Everett School District,https://www.schooldigger.com/go/WA/district/02670/search.aspx,5601 156th St. SE,Everett,https://www.schooldigger.com/go/WA/city/Everett/search.aspx,98208,Snohomish County,(425) 385-7900,PK,5,No,No,No,No,631,35.8,17.6,13.9,2.4,0.6,35,11.6,0.2,8.2,42,92.4
Genesee Hill Elementary,https://www.schooldigger.com/go/WA/schools/0771001245/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,5013 SW Dakota Street,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98116,King County,(206) 252-9700,KG,5,No,No,No,No,594,36.6,16.2,7.7,2.9,0.2,2.5,7.7,0,14.6,71.9,92.4
Thornton Creek Elementary School,https://www.schooldigger.com/go/WA/schools/0771001253/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,7712 40th Ave NE,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98115,King County,(206) 252-5300,PK,5,No,No,No,No,574,38.9,14.7,7,2.3,0,6.6,6.6,0,16,68.3,92.4
Daniel Bagley Elementary School,https://www.schooldigger.com/go/WA/schools/0771001137/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,7821 Stone Av N,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98103,King County,(206) 252-5110,KG,5,No,No,No,No,369,23.9,15.4,10.3,2.7,0,8.1,12.5,0.3,14.4,61.8,92.3
Voyager Elementary,https://www.schooldigger.com/go/WA/schools/0669002266/school.aspx,Peninsula School District,https://www.schooldigger.com/go/WA/district/06690/search.aspx,5615 Kopachuck Dr NW,Gig Harbor,https://www.schooldigger.com/go/WA/city/Gig+Harbor/search.aspx,98335,Pierce County,(253) 530-4800,KG,5,No,No,No,No,480,33.7,14.2,10.4,0.8,0.2,2.7,6.3,0.4,11.3,78.3,92.2
Hazel Wolf K-8,https://www.schooldigger.com/go/WA/schools/0771003271/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,11530 12th Ave. NE,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98125,King County,(206) 252-4500,KG,8,No,No,No,No,747,43.8,17,18.3,9.1,0,10.3,8,0.5,14.1,57.6,92.2
Enatai Elementary School,https://www.schooldigger.com/go/WA/schools/0039000067/school.aspx,Bellevue School District,https://www.schooldigger.com/go/WA/district/00390/search.aspx,10700 SE 25th Street,Bellevue,https://www.schooldigger.com/go/WA/city/Bellevue/search.aspx,98004,King County,(425) 456-5200,PK,5,No,No,No,No,417,28.9,14.4,13.4,3.4,0,32.4,11.3,0,11.5,41.5,92
Ridgewood Elementary School,https://www.schooldigger.com/go/WA/schools/0396002111/school.aspx,Kent School District,https://www.schooldigger.com/go/WA/district/03960/search.aspx,18030 162nd PL SE,Renton,https://www.schooldigger.com/go/WA/city/Renton/search.aspx,98058,King County,(253) 373-7482,PK,6,No,No,No,No,485,26.9,17.9,15.5,6,0,31.1,10.3,0,14.8,37.7,91.6
Silver Firs Elementary,https://www.schooldigger.com/go/WA/schools/0267002208/school.aspx,Everett School District,https://www.schooldigger.com/go/WA/district/02670/search.aspx,5909 146th Pl. SE,Everett,https://www.schooldigger.com/go/WA/city/Everett/search.aspx,98208,Snohomish County,(425) 385-6500,PK,5,No,No,No,No,526,33.2,15.8,13.9,2.9,0.4,21.5,10.8,0,7.4,57,91.6
Loyal Heights Elementary School,https://www.schooldigger.com/go/WA/schools/0771001206/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,520 NE Ravenna Blvd,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98115,King County,(206) 252-1500,KG,5,No,No,No,No,469,29.7,15.7,7,1.3,0.2,3.2,7.5,0,10.2,77.6,91.6
Newport Heights Elementary,https://www.schooldigger.com/go/WA/schools/0039000077/school.aspx,Bellevue School District,https://www.schooldigger.com/go/WA/district/00390/search.aspx,5225 119th Ave SE,Bellevue,https://www.schooldigger.com/go/WA/city/Bellevue/search.aspx,98006,King County,(425) 456-5500,PK,5,No,No,No,No,449,32,14,18.9,4.5,0.2,40.8,6.9,0.4,15.1,32.1,91.5
Discovery Community School,https://www.schooldigger.com/go/WA/schools/0423002448/school.aspx,Lake Washington School District,https://www.schooldigger.com/go/WA/district/04230/search.aspx,12801 84th NE,Kirkland,https://www.schooldigger.com/go/WA/city/Kirkland/search.aspx,98034,King County,(425) 936-2704,KG,5,No,No,No,No,73,3.2,22.3,5.5,0,0,19.2,5.5,0,6.8,68.5,91.3
Prune Hill Elementary,https://www.schooldigger.com/go/WA/schools/0081002880/school.aspx,Camas School District,https://www.schooldigger.com/go/WA/district/00810/search.aspx,1601 NW Tidland St,Camas,https://www.schooldigger.com/go/WA/city/Camas/search.aspx,98607,Clark County,(360) 833-5730,KG,5,No,No,No,No,518,27.1,19.1,10.4,0.4,0.2,16,9.1,0.4,10.6,63.3,91.3
Fairmount Park Elementary School,https://www.schooldigger.com/go/WA/schools/0771003497/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,3800 SW Findlay St,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98126,King County,(206) 252-9290,PK,5,No,No,No,No,478,30.2,15.8,15.9,9.2,0.8,6.9,10.7,0.2,18,54.2,91.1
Bryant Center,https://www.schooldigger.com/go/WA/schools/0825002764/school.aspx,Spokane School District,https://www.schooldigger.com/go/WA/district/08250/search.aspx,N 910 Ash St,Spokane,https://www.schooldigger.com/go/WA/city/Spokane/search.aspx,99201,Spokane County,(509) 354-7810,PK,12,No,No,No,No,346,15.3,22.5,26.3,0.9,0,0,7.8,0,7.5,83.5,91.1
Canyon Creek Elementary,https://www.schooldigger.com/go/WA/schools/0591000878/school.aspx,Northshore School District,https://www.schooldigger.com/go/WA/district/05910/search.aspx,21400 35 Av SE,Bothell,https://www.schooldigger.com/go/WA/city/Bothell/search.aspx,98021,Snohomish County,(425) 408-5700,PK,5,No,No,No,No,914,55.9,16.3,8.1,2.2,0.2,43.4,7.2,0,8.4,38.4,91
Centennial Elementary,https://www.schooldigger.com/go/WA/schools/0618002334/school.aspx,Olympia School District,https://www.schooldigger.com/go/WA/district/06180/search.aspx,2637 45th Ave SE,Olympia,https://www.schooldigger.com/go/WA/city/Olympia/search.aspx,98501,Thurston County,(360) 596-8300,PK,5,No,No,No,No,483,29.6,16.2,16.6,2.5,0,13.3,11.4,0.2,11.6,61.1,91
Green Lake Elementary School,https://www.schooldigger.com/go/WA/schools/0771001176/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,2400 N 65 St,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98103,King County,(206) 252-5320,PK,5,No,No,No,No,352,29.8,11.7,8.5,3.4,0,7.1,7.4,0.3,14.5,67.3,90.9
Moorlands Elementary,https://www.schooldigger.com/go/WA/schools/0591000890/school.aspx,Northshore School District,https://www.schooldigger.com/go/WA/district/05910/search.aspx,15115 84 Av NE,Kenmore,https://www.schooldigger.com/go/WA/city/Kenmore/search.aspx,98028,King County,(425) 408-5100,PK,5,No,No,No,No,674,40,16.8,4.7,1.9,0,22,6.5,0.1,7,62.3,90.7
Artondale Elementary School,https://www.schooldigger.com/go/WA/schools/0669000980/school.aspx,Peninsula School District,https://www.schooldigger.com/go/WA/district/06690/search.aspx,6219 40th Street NW,Gig Harbor,https://www.schooldigger.com/go/WA/city/Gig+Harbor/search.aspx,98335,Pierce County,(253) 530-1100,PK,5,No,No,No,No,421,27.4,15.3,11.9,0.7,0.5,1.2,8.6,0,12.6,76.5,90.6
North Bend Elementary School,https://www.schooldigger.com/go/WA/schools/0804001331/school.aspx,Snoqualmie Valley School District,https://www.schooldigger.com/go/WA/district/08040/search.aspx,400 E Third St,North Bend,https://www.schooldigger.com/go/WA/city/North+Bend/search.aspx,98045,King County,(425) 831-8400,KG,5,Yes,No,No,No,447,30.5,14.6,13.9,1.1,0.7,3.8,13,0,7.2,74.3,90.4
Pathfinder K-8 School,https://www.schooldigger.com/go/WA/schools/0771001102/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,1901 SW Genesee St,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98106,King County,(206) 252-9710,KG,8,No,No,No,No,492,32.2,15.2,10.6,3.3,0,3.5,10.6,0.4,13.6,67.9,90.4
Orchard Elementary,https://www.schooldigger.com/go/WA/schools/0732003540/school.aspx,Richland School District,https://www.schooldigger.com/go/WA/district/07320/search.aspx,1600 Gala Way,Richland,https://www.schooldigger.com/go/WA/city/Richland/search.aspx,99352,Benton County,(509) 967-6175,PK,5,No,No,No,No,671,36.6,18.3,6.4,1.3,0,9.8,14,0.3,5.7,68.9,90.2
Whittier Elementary,https://www.schooldigger.com/go/WA/schools/0267000411/school.aspx,Everett School District,https://www.schooldigger.com/go/WA/district/02670/search.aspx,916 Oakes Ave.,Everett,https://www.schooldigger.com/go/WA/city/Everett/search.aspx,98201,Snohomish County,(425) 385-4300,PK,5,No,No,No,No,428,26.8,15.9,36.4,2.6,1.4,4,18.5,0,12.1,61.4,90
Lawton Elementary School,https://www.schooldigger.com/go/WA/schools/0771001199/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,4000 27 Av W,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98199,King County,(206) 252-2130,KG,5,No,No,No,No,351,23.9,14.6,6.3,1.4,0,5.4,8.8,0,16.2,68.1,90
Glacier Park Elementary,https://www.schooldigger.com/go/WA/schools/0876001463/school.aspx,Tahoma School District,https://www.schooldigger.com/go/WA/district/08760/search.aspx,23700 SE 280th Street,Maple Valley,https://www.schooldigger.com/go/WA/city/Maple+Valley/search.aspx,98038,King County,(425) 413-3700,PK,5,No,No,No,No,684,40.8,16.7,12.9,3.2,0.3,11,10.5,1.2,11,62.7,89.7
Arrowhead Elementary,https://www.schooldigger.com/go/WA/schools/0591000875/school.aspx,Northshore School District,https://www.schooldigger.com/go/WA/district/05910/search.aspx,6725 NE Arrowhead DR,Kenmore,https://www.schooldigger.com/go/WA/city/Kenmore/search.aspx,98028,King County,(425) 408-4000,PK,5,No,No,No,No,392,26.9,14.5,8.2,2,0,7.4,9.9,0.3,9.9,70.4,89.6
John Hay Elementary School,https://www.schooldigger.com/go/WA/schools/0771001192/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,201 Garfield St,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98109,King County,(206) 252-2100,KG,5,No,No,No,No,383,31.2,12.2,12.3,5,0.3,16.4,12.5,0,16.2,49.6,89.6
Gatewood Elementary School,https://www.schooldigger.com/go/WA/schools/0771001172/school.aspx,Seattle School District No. 1,https://www.schooldigger.com/go/WA/district/07710/search.aspx,4320 SW Myrtle St,Seattle,https://www.schooldigger.com/go/WA/city/Seattle/search.aspx,98136,King County,(206) 252-9400,KG,5,No,No,No,No,363,25.9,13.9,12.9,6.1,0.6,4.1,5.8,0.3,15.2,67.5,89.5
Lake Forest Park Elementary,https://www.schooldigger.com/go/WA/schools/0792001309/school.aspx,Shoreline School District,https://www.schooldigger.com/go/WA/district/07920/search.aspx,18500 37th Avenue N.E.,Lake Forest Park,https://www.schooldigger.com/go/WA/city/Lake+Forest+Park/search.aspx,98155,King County,(206) 393-4130,KG,5,No,No,No,No,445,26.5,16.7,21.3,4.9,0.2,10.3,8.8,0.4,15.1,60.2,89.5
Briarcrest Elementary,https://www.schooldigger.com/go/WA/schools/0792001299/school.aspx,Shoreline School District,https://www.schooldigger.com/go/WA/district/07920/search.aspx,2715 N.E. 158th Street,Shoreline,https://www.schooldigger.com/go/WA/city/Shoreline/search.aspx,98155,King County,(206) 393-4170,KG,5,Yes,No,No,No,443,27.2,16.2,33.2,9.7,0,11.7,21,0,11.7,45.8,89.4
Melvin G Syre Elementary,https://www.schooldigger.com/go/WA/schools/0792001310/school.aspx,Shoreline School District,https://www.schooldigger.com/go/WA/district/07920/search.aspx,19545 12th Avenue N.W.,Shoreline,https://www.schooldigger.com/go/WA/city/Shoreline/search.aspx,98177,King County,(206) 393-4165,KG,5,No,No,No,No,442,27.9,15.7,13.3,5.4,0.2,10.6,8.1,0,11.8,63.8,89.2
Dieringer Heights Elementary,https://www.schooldigger.com/go/WA/schools/0213002812/school.aspx,Dieringer School District,https://www.schooldigger.com/go/WA/district/02130/search.aspx,21727 34th Street E.,Lake Tapps,https://www.schooldigger.com/go/WA/city/Lake+Tapps/search.aspx,98391,Pierce County,(253) 826-4937,KG,5,No,No,No,No,476,28.1,16.9,13,3.6,0,8.6,9.2,0.4,10.1,68.1,89.1
Lowell,https://www.schooldigger.com/go/WA/schools/0870001478/school.aspx,Tacoma School District,https://www.schooldigger.com/go/WA/district/08700/search.aspx,810 Mr. Dahl DR,Tacoma,https://www.schooldigger.com/go/WA/city/Tacoma/search.aspx,98403,Pierce County,(253) 571-7200,KG,5,No,No,No,No,371,21.8,17,19.4,3.8,0,4,9.4,0.8,16.4,65.5,89
Cascade K-8 Community School,https://www.schooldigger.com/go/WA/schools/0792003116/school.aspx,Shoreline School District,https://www.schooldigger.com/go/WA/district/07920/search.aspx,2800 NE 200th,Shoreline,https://www.schooldigger.com/go/WA/city/Shoreline/search.aspx,98155,King County,(206) 393-4180,KG,8,No,No,No,No,209,12.4,16.7,21.5,1.9,1,5.7,12,0,16.7,62.7,89
