School,School URL,District,District URL,City,City URL,Zip,County,Phone,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Fulltime Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Average Standard Score (2016-17)
Timber Creek Elementary,https://www.schooldigger.com/go/TX/schools/4296012593/school.aspx,Tomball Independent School District,https://www.schooldigger.com/go/TX/district/42960/search.aspx,The Woodlands,https://www.schooldigger.com/go/TX/city/The+Woodlands/search.aspx,77389,Harris,(281) 357-3060,No,No,No,(n/a),656,42,15.6,6,4,0,5,34,0,4,53,98
Highland Park Elementary,https://www.schooldigger.com/go/TX/schools/0894000320/school.aspx,Austin Independent School District,https://www.schooldigger.com/go/TX/district/08940/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78731,Travis,(512) 414-2090,No,No,No,(n/a),640,40,16,6,1,0,4,13,0,5,77,98
Odessa Kilpatrick Elementary,https://www.schooldigger.com/go/TX/schools/2517009614/school.aspx,Katy Independent School District,https://www.schooldigger.com/go/TX/district/25170/search.aspx,Katy,https://www.schooldigger.com/go/TX/city/Katy/search.aspx,77494,Fort Bend,(281) 237-7600,No,No,No,(n/a),1109,71,15.6,4,4,0,28,22,0,3,43,98
Woodway Elementary,https://www.schooldigger.com/go/TX/schools/3064003462/school.aspx,Midway Independent School District,https://www.schooldigger.com/go/TX/district/30640/search.aspx,Waco,https://www.schooldigger.com/go/TX/city/Waco/search.aspx,76712,McLennan,(254) 761-5740,No,No,No,(n/a),562,32,17.5,33,10,0,4,19,0,1,64,97.9
Woodlands Elementary,https://www.schooldigger.com/go/TX/schools/0813008350/school.aspx,Amarillo Independent School District,https://www.schooldigger.com/go/TX/district/08130/search.aspx,Amarillo,https://www.schooldigger.com/go/TX/city/Amarillo/search.aspx,79106,Potter,(806) 326-5800,No,No,No,(n/a),397,24,16.5,27,5,1,6,18,0,2,68,97.9
David Elementary,https://www.schooldigger.com/go/TX/schools/1500021045/school.aspx,Conroe Independent School District,https://www.schooldigger.com/go/TX/district/15000/search.aspx,The Woodlands,https://www.schooldigger.com/go/TX/city/The+Woodlands/search.aspx,77381,Montgomery,(281) 298-4700,No,No,No,(n/a),626,36,17.3,7,2,0,5,17,0,4,70,97.9
Lois Lindsey Elementary,https://www.schooldigger.com/go/TX/schools/0789012806/school.aspx,Allen Independent School District,https://www.schooldigger.com/go/TX/district/07890/search.aspx,McKinney,https://www.schooldigger.com/go/TX/city/McKinney/search.aspx,75070,Collin,(972) 908-4007,No,No,No,(n/a),843,48,17.5,8,10,1,25,9,0,4,51,97.8
Hosp Elementary,https://www.schooldigger.com/go/TX/schools/2001012931/school.aspx,Frisco Independent School District,https://www.schooldigger.com/go/TX/district/20010/search.aspx,Frisco,https://www.schooldigger.com/go/TX/city/Frisco/search.aspx,75034,Denton,(469) 633-4050,No,No,No,(n/a),459,28,16.3,2,5,0,43,7,0,2,42,97.8
Powell Elementary,https://www.schooldigger.com/go/TX/schools/1500007046/school.aspx,Conroe Independent School District,https://www.schooldigger.com/go/TX/district/15000/search.aspx,The Woodlands,https://www.schooldigger.com/go/TX/city/The+Woodlands/search.aspx,77381,Montgomery,(936) 709-1700,No,No,No,(n/a),807,45,17.9,10,6,0,7,17,0,4,66,97.8
Forest Trail Elementary,https://www.schooldigger.com/go/TX/schools/1776005979/school.aspx,Eanes Independent School District,https://www.schooldigger.com/go/TX/district/17760/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78746,Travis,(512) 732-9160,No,No,No,(n/a),591,47,12.5,1,0,0,13,12,0,3,73,97.8
Elsa England Elementary,https://www.schooldigger.com/go/TX/schools/3808012358/school.aspx,Round Rock Independent School District,https://www.schooldigger.com/go/TX/district/38080/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78717,Williamson,(512) 704-1211,No,No,No,(n/a),803,49,16.3,6,1,1,48,9,0,3,38,97.8
Ep Rayzor Elementary,https://www.schooldigger.com/go/TX/schools/1674009207/school.aspx,Denton Independent School District,https://www.schooldigger.com/go/TX/district/16740/search.aspx,Argyle,https://www.schooldigger.com/go/TX/city/Argyle/search.aspx,76226,Denton,(940) 369-4100,No,No,No,(n/a),466,32,14.5,2,5,0,4,12,0,3,77,97.8
Keiko Davidson Elementary,https://www.schooldigger.com/go/TX/schools/2517012854/school.aspx,Katy Independent School District,https://www.schooldigger.com/go/TX/district/25170/search.aspx,Katy,https://www.schooldigger.com/go/TX/city/Katy/search.aspx,77494,Fort Bend,(281) 234-2500,No,No,No,(n/a),1095,65,16.8,4,8,0,29,22,0,2,39,97.7
Roosevelt Alexander Elementary,https://www.schooldigger.com/go/TX/schools/2517007951/school.aspx,Katy Independent School District,https://www.schooldigger.com/go/TX/district/25170/search.aspx,Katy,https://www.schooldigger.com/go/TX/city/Katy/search.aspx,77494,Fort Bend,(281) 237-7100,No,No,No,(n/a),1040,71,14.6,4,2,0,36,13,0,4,45,97.7
Nichols Elementary,https://www.schooldigger.com/go/TX/schools/2001012815/school.aspx,Frisco Independent School District,https://www.schooldigger.com/go/TX/district/20010/search.aspx,Frisco,https://www.schooldigger.com/go/TX/city/Frisco/search.aspx,75034,Denton,(469) 633-3950,No,No,No,(n/a),672,39,17.2,1,6,0,29,8,0,2,54,97.7
Ashley Elementary,https://www.schooldigger.com/go/TX/schools/2001010500/school.aspx,Frisco Independent School District,https://www.schooldigger.com/go/TX/district/20010/search.aspx,Frisco,https://www.schooldigger.com/go/TX/city/Frisco/search.aspx,75035,Collin,(469) 633-3700,No,No,No,(n/a),848,47,18,1,5,1,40,7,0,4,42,97.7
Mandarin Chinese Language Immersion Magnet School,https://www.schooldigger.com/go/TX/schools/2364012659/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Bellaire,https://www.schooldigger.com/go/TX/city/Bellaire/search.aspx,77401,Harris,(713) 295-5276,Yes,No,Yes,(n/a),398,20,19.9,26,20,0,31,20,0,8,21,97.6
Devers Elementary,https://www.schooldigger.com/go/TX/schools/1692001467/school.aspx,Devers Independent School District,https://www.schooldigger.com/go/TX/district/16920/search.aspx,Devers,https://www.schooldigger.com/go/TX/city/Devers/search.aspx,77538,Liberty,(936) 549-7591,Yes,No,No,(n/a),131,9,14.5,47,7,0,0,27,1,1,65,97.6
Hardy Oak Elementary,https://www.schooldigger.com/go/TX/schools/3294008705/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78258,Bexar,(210) 407-3600,No,No,No,(n/a),754,49,15.3,6,3,0,10,34,0,4,48,97.6
Casis Elementary,https://www.schooldigger.com/go/TX/schools/0894000308/school.aspx,Austin Independent School District,https://www.schooldigger.com/go/TX/district/08940/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78703,Travis,(512) 414-2062,No,No,No,(n/a),806,50,16.1,3,2,0,3,11,0,4,80,97.6
George Bannerman Dealey Montessori Vanguard,https://www.schooldigger.com/go/TX/schools/1623006932/school.aspx,Dallas Independent School District,https://www.schooldigger.com/go/TX/district/16230/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75230,Dallas,(972) 794-8400,Yes,No,Yes,(n/a),439,26,16.8,42,10,0,12,34,1,6,38,97.6
Clayton Elementary,https://www.schooldigger.com/go/TX/schools/0894011061/school.aspx,Austin Independent School District,https://www.schooldigger.com/go/TX/district/08940/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78739,Travis,(512) 841-9200,No,No,No,(n/a),881,54,16.3,3,1,0,14,15,0,4,67,97.6
Canyon Creek Elementary,https://www.schooldigger.com/go/TX/schools/3702004128/school.aspx,Richardson Independent School District,https://www.schooldigger.com/go/TX/district/37020/search.aspx,Richardson,https://www.schooldigger.com/go/TX/city/Richardson/search.aspx,75080,Dallas,(469) 593-6500,No,No,No,(n/a),266,20,13.3,14,5,0,2,15,0,4,74,97.5
Skaggs Elementary,https://www.schooldigger.com/go/TX/schools/3510007223/school.aspx,Plano Independent School District,https://www.schooldigger.com/go/TX/district/35100/search.aspx,Plano,https://www.schooldigger.com/go/TX/city/Plano/search.aspx,75025,Collin,(469) 752-3300,No,No,No,(n/a),474,32,14.8,3,2,0,79,2,0,4,12,97.5
Stuard Elementary,https://www.schooldigger.com/go/TX/schools/0778008897/school.aspx,Aledo Independent School District,https://www.schooldigger.com/go/TX/district/07780/search.aspx,Aledo,https://www.schooldigger.com/go/TX/city/Aledo/search.aspx,76008,Parker,(817) 441-5103,No,No,No,(n/a),531,31,17.1,7,0,0,0,6,0,3,91,97.5
Roy Lee Walker Elementary,https://www.schooldigger.com/go/TX/schools/2985008733/school.aspx,McKinney Independent School District,https://www.schooldigger.com/go/TX/district/29850/search.aspx,McKinney,https://www.schooldigger.com/go/TX/city/McKinney/search.aspx,75070,Collin,(469) 302-4600,No,No,No,(n/a),572,34,16.8,5,6,0,6,14,0,5,70,97.4
Mohawk Elementary,https://www.schooldigger.com/go/TX/schools/3702004141/school.aspx,Richardson Independent School District,https://www.schooldigger.com/go/TX/district/37020/search.aspx,Richardson,https://www.schooldigger.com/go/TX/city/Richardson/search.aspx,75080,Dallas,(469) 593-6600,No,No,No,(n/a),411,27,15.2,7,4,0,3,12,0,3,77,97.4
Hillside Academy For Excel,https://www.schooldigger.com/go/TX/schools/2034002029/school.aspx,Garland Independent School District,https://www.schooldigger.com/go/TX/district/20340/search.aspx,Garland,https://www.schooldigger.com/go/TX/city/Garland/search.aspx,75041,Dallas,(972) 926-2550,Yes,No,Yes,(n/a),463,30,15.4,46,13,2,16,42,0,3,25,97.4
Green Valley Elementary,https://www.schooldigger.com/go/TX/schools/1023002102/school.aspx,Birdville Independent School District,https://www.schooldigger.com/go/TX/district/10230/search.aspx,North Richland Hills,https://www.schooldigger.com/go/TX/city/North+Richland+Hills/search.aspx,76180,Tarrant,(817) 547-3400,No,No,No,(n/a),491,30,16.3,17,3,1,2,10,0,4,80,97.3
Frances E Norton Elementary,https://www.schooldigger.com/go/TX/schools/0789007552/school.aspx,Allen Independent School District,https://www.schooldigger.com/go/TX/district/07890/search.aspx,Allen,https://www.schooldigger.com/go/TX/city/Allen/search.aspx,75013,Collin,(972) 396-6918,No,No,No,(n/a),573,39,14.6,7,5,0,20,8,0,5,63,97.3
White Rock Elementary,https://www.schooldigger.com/go/TX/schools/3702004166/school.aspx,Richardson Independent School District,https://www.schooldigger.com/go/TX/district/37020/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75238,Dallas,(469) 593-2700,No,No,No,(n/a),816,48,17,16,13,1,1,10,0,3,71,97.3
Griffin Elementary,https://www.schooldigger.com/go/TX/schools/2517010768/school.aspx,Katy Independent School District,https://www.schooldigger.com/go/TX/district/25170/search.aspx,Katy,https://www.schooldigger.com/go/TX/city/Katy/search.aspx,77494,Fort Bend,(281) 237-8700,No,No,No,(n/a),933,53,17.6,4,4,0,27,20,0,3,47,97.3
Twain Elementary,https://www.schooldigger.com/go/TX/schools/2364002601/school.aspx,Houston Independent School District,https://www.schooldigger.com/go/TX/district/23640/search.aspx,Houston,https://www.schooldigger.com/go/TX/city/Houston/search.aspx,77025,Harris,(713) 295-5230,No,No,Yes,(n/a),960,53,18.1,11,6,0,19,23,0,4,48,97.3
Lake Pointe Elementary,https://www.schooldigger.com/go/TX/schools/2647009414/school.aspx,Lake Travis Independent School District,https://www.schooldigger.com/go/TX/district/26470/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78738,Travis,(512) 533-6500,No,No,No,(n/a),676,42,16,5,0,0,7,13,0,3,77,97.3
Wellington Elementary,https://www.schooldigger.com/go/TX/schools/2730007867/school.aspx,Lewisville Independent School District,https://www.schooldigger.com/go/TX/district/27300/search.aspx,Flower Mound,https://www.schooldigger.com/go/TX/city/Flower+Mound/search.aspx,75022,Denton,(469) 713-5989,No,No,No,(n/a),903,55,16.4,3,2,0,22,9,0,3,63,97.3
Sienna Crossing Elementary,https://www.schooldigger.com/go/TX/schools/1965007886/school.aspx,Fort Bend Independent School District,https://www.schooldigger.com/go/TX/district/19650/search.aspx,Missouri City,https://www.schooldigger.com/go/TX/city/Missouri+City/search.aspx,77459,Fort Bend,(281) 634-3680,No,No,No,(n/a),947,58,16.3,6,15,0,8,17,0,5,55,97.3
Purefoy Elementary,https://www.schooldigger.com/go/TX/schools/2001012590/school.aspx,Frisco Independent School District,https://www.schooldigger.com/go/TX/district/20010/search.aspx,Frisco,https://www.schooldigger.com/go/TX/city/Frisco/search.aspx,75034,Denton,(469) 633-3875,No,No,No,(n/a),682,41,16.6,2,4,0,7,8,0,2,79,97.3
Red Lick Elementary,https://www.schooldigger.com/go/TX/schools/3663004103/school.aspx,Red Lick Independent School District,https://www.schooldigger.com/go/TX/district/36630/search.aspx,Texarkana,https://www.schooldigger.com/go/TX/city/Texarkana/search.aspx,75503,Bowie,(903) 838-8230,Yes,No,No,(n/a),326,20,16.3,10,0,1,0,4,0,2,92,97.3
Tibbals Elementary,https://www.schooldigger.com/go/TX/schools/4653010520/school.aspx,Wylie Independent School District,https://www.schooldigger.com/go/TX/district/46530/search.aspx,Wylie,https://www.schooldigger.com/go/TX/city/Wylie/search.aspx,75098,Collin,(972) 429-2520,No,No,No,(n/a),613,38,16.1,12,13,0,28,10,0,6,42,97.3
Willow Creek Elementary,https://www.schooldigger.com/go/TX/schools/2391006567/school.aspx,Humble Independent School District,https://www.schooldigger.com/go/TX/district/23910/search.aspx,Kingwood,https://www.schooldigger.com/go/TX/city/Kingwood/search.aspx,77345,Harris,(281) 641-2300,No,No,No,(n/a),571,34,16.7,1,2,0,4,11,0,2,82,97.2
Martha Hunt Elementary,https://www.schooldigger.com/go/TX/schools/3510010509/school.aspx,Plano Independent School District,https://www.schooldigger.com/go/TX/district/35100/search.aspx,Murphy,https://www.schooldigger.com/go/TX/city/Murphy/search.aspx,75094,Collin,(469) 752-4400,No,No,No,(n/a),731,46,15.8,5,9,0,32,10,0,4,45,97.1
Barton Creek Elementary,https://www.schooldigger.com/go/TX/schools/1776021527/school.aspx,Eanes Independent School District,https://www.schooldigger.com/go/TX/district/17760/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78733,Travis,(512) 732-9180,No,No,No,(n/a),511,39,13.1,1,1,0,24,10,0,7,58,97.1
Hoffmann Lane Elementary,https://www.schooldigger.com/go/TX/schools/1473009179/school.aspx,Comal Independent School District,https://www.schooldigger.com/go/TX/district/14730/search.aspx,New Braunfels,https://www.schooldigger.com/go/TX/city/New+Braunfels/search.aspx,78132,Comal,(830) 221-2500,No,No,No,(n/a),660,39,16.9,8,1,0,1,17,0,2,80,97.1
Kaufman Elementary,https://www.schooldigger.com/go/TX/schools/1500011309/school.aspx,Conroe Independent School District,https://www.schooldigger.com/go/TX/district/15000/search.aspx,Spring,https://www.schooldigger.com/go/TX/city/Spring/search.aspx,77386,Montgomery,(832) 592-5600,No,No,No,(n/a),864,52,16.6,12,5,0,3,17,0,3,72,97.1
Wilderness Oak Elementary,https://www.schooldigger.com/go/TX/schools/3294010433/school.aspx,North East Independent School District,https://www.schooldigger.com/go/TX/district/32940/search.aspx,San Antonio,https://www.schooldigger.com/go/TX/city/San+Antonio/search.aspx,78258,Bexar,(210) 407-9200,No,No,No,(n/a),719,45,15.9,10,4,0,6,38,0,5,48,97.1
Joe Hubenak Elementary,https://www.schooldigger.com/go/TX/schools/2658012073/school.aspx,Lamar Consolidated Independent School District,https://www.schooldigger.com/go/TX/district/26580/search.aspx,Richmond,https://www.schooldigger.com/go/TX/city/Richmond/search.aspx,77406,Fort Bend,(832) 223-0000,No,No,No,(n/a),1087,55,19.7,19,24,0,12,26,0,3,35,97.1
Colleyville Elementary,https://www.schooldigger.com/go/TX/schools/2166002180/school.aspx,Grapevine-Colleyville Independent School District,https://www.schooldigger.com/go/TX/district/21660/search.aspx,Colleyville,https://www.schooldigger.com/go/TX/city/Colleyville/search.aspx,76034,Tarrant,(817) 305-4940,No,No,No,(n/a),474,34,13.9,3,2,0,6,6,0,6,80,97.1
River Ridge Elementary,https://www.schooldigger.com/go/TX/schools/2703011991/school.aspx,Leander Independent School District,https://www.schooldigger.com/go/TX/district/27030/search.aspx,Austin,https://www.schooldigger.com/go/TX/city/Austin/search.aspx,78732,Travis,(512) 570-7300,No,No,No,(n/a),815,51,15.9,1,1,0,12,10,0,4,74,97
Universal Academy - Flower Mound,https://www.schooldigger.com/go/TX/schools/0007008503/school.aspx,Universal Academy,https://www.schooldigger.com/go/TX/district/00070/search.aspx,Coppell,https://www.schooldigger.com/go/TX/city/Coppell/search.aspx,75019,Dallas,(972) 393-5834,No,Yes,No,(n/a),1036,70,14.8,2,10,1,84,3,0,1,2,97
Fisher Elementary,https://www.schooldigger.com/go/TX/schools/2001008483/school.aspx,Frisco Independent School District,https://www.schooldigger.com/go/TX/district/20010/search.aspx,Frisco,https://www.schooldigger.com/go/TX/city/Frisco/search.aspx,75034,Denton,(469) 633-2600,No,No,No,(n/a),663,40,16.5,3,2,1,8,11,0,4,75,97
Armstrong Elementary,https://www.schooldigger.com/go/TX/schools/2325002355/school.aspx,Highland Park Independent School District,https://www.schooldigger.com/go/TX/district/23250/search.aspx,Dallas,https://www.schooldigger.com/go/TX/city/Dallas/search.aspx,75205,Dallas,(214) 780-3100,No,No,No,(n/a),577,41,14,0,1,0,9,7,0,4,79,97
Harmony School Of Science - Houston,https://www.schooldigger.com/go/TX/schools/0140512025/school.aspx,Harmony School Of Science - Houston,https://www.schooldigger.com/go/TX/district/01405/search.aspx,Sugar Land,https://www.schooldigger.com/go/TX/city/Sugar+Land/search.aspx,77478,Fort Bend,(281) 265-2525,Yes,Yes,No,(n/a),750,40,18.7,51,24,0,42,17,0,1,17,96.9
Uplift Educatiion-North Hills Prep Pri,https://www.schooldigger.com/go/TX/schools/0003011476/school.aspx,Uplift Education - North Hills Preparatory,https://www.schooldigger.com/go/TX/district/00030/search.aspx,Irving,https://www.schooldigger.com/go/TX/city/Irving/search.aspx,75039,Dallas,(972) 501-0645,No,Yes,No,(n/a),561,32,17.5,13,6,0,61,13,0,5,15,96.9
