Rank,School,School URL,District,District URL,Address,City,City URL,Zip,County,Phone,Low Grade,High Grade,Is Title I,Is Charter,Is Magnet,Is Virtual,Number Students,Number Full-time Teachers,Student/Teacher Ratio,Percent Free/Disc Lunch,Percent African American,Percent American Indian,Percent Asian,Percent Hispanic,Percent Pacific Islander,Percent Two or More Races,Percent White,Average Standard Score (2024-25)
254,Palmer High School,https://www.schooldigger.com/go/CO/schools/0306000257/school.aspx,Colorado Springs School District No. 11,https://www.schooldigger.com/go/CO/district/03060/search.aspx,301 North Nevada Avenue,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80903,El Paso County,(719) 328-5000,9,12,No,No,No,No,1265,55.9,22.6,61.40%,9.60%,0.80%,0.60%,41.00%,0.20%,8.80%,39.10%,23.4
255,Achieve Online,https://www.schooldigger.com/go/CO/schools/0306006428/school.aspx,Colorado Springs School District No. 11,https://www.schooldigger.com/go/CO/district/03060/search.aspx,2115 Afton Way,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80909,El Paso County,(719) 328-3000,6,12,No,No,No,Yes,342,16.5,20.7,64.30%,7.60%,0.30%,1.20%,28.90%,0.30%,9.40%,52.30%,23.3
256,Northglenn High School,https://www.schooldigger.com/go/CO/schools/0690001188/school.aspx,Adams 12 Five Star Schools,https://www.schooldigger.com/go/CO/district/06900/search.aspx,601 West 100th Place,Northglenn,https://www.schooldigger.com/go/CO/city/Northglenn/search.aspx,80260,Adams County,(720) 972-4600,9,12,No,No,No,No,1844,95.8,19.2,71.70%,1.50%,0.70%,2.20%,75.00%,0.20%,3.10%,17.40%,23.1
257,Florence Junior/Senior High School,https://www.schooldigger.com/go/CO/schools/0396000514/school.aspx,Fremont Re-2,https://www.schooldigger.com/go/CO/district/03960/search.aspx,2006 State Highway 67,Florence,https://www.schooldigger.com/go/CO/city/Florence/search.aspx,81226,Fremont County,(719) 784-6414,7,12,Yes,No,No,No,572,39.5,14.4,47.90%,0.50%,0.30%,0.50%,19.40%,0.00%,5.20%,74.00%,22.9
258,Lotus School for Excellence,https://www.schooldigger.com/go/CO/schools/0234001916/school.aspx,Aurora Joint District No. 28,https://www.schooldigger.com/go/CO/district/02340/search.aspx,11001-A East Alameda Avenue,Aurora,https://www.schooldigger.com/go/CO/city/Aurora/search.aspx,80012,Arapahoe County,(303) 360-0052,KG,12,Yes,Yes,No,No,1008,66,15.2,91.80%,39.00%,0.30%,1.70%,44.80%,0.00%,3.30%,10.90%,22.9
259,Valley High School,https://www.schooldigger.com/go/CO/schools/0420000580/school.aspx,Weld County Reorganized School District No. Re-1,https://www.schooldigger.com/go/CO/district/04200/search.aspx,1001 Birch Street,Gilcrest,https://www.schooldigger.com/go/CO/city/Gilcrest/search.aspx,80623,Weld County,(970) 350-4201,9,12,No,No,No,No,483,32.7,14.7,61.10%,0.00%,0.20%,0.20%,64.80%,0.20%,3.10%,31.50%,22.5
260,Brighton High School,https://www.schooldigger.com/go/CO/schools/0258000144/school.aspx,School District 27J,https://www.schooldigger.com/go/CO/district/02580/search.aspx,270 South 8th Avenue,Brighton,https://www.schooldigger.com/go/CO/city/Brighton/search.aspx,80601,Adams County,(303) 655-4200,9,12,No,No,No,No,1733,89.8,19.2,55.70%,1.20%,0.30%,0.90%,58.90%,0.10%,2.50%,36.20%,21.8
261,Ignacio High School,https://www.schooldigger.com/go/CO/schools/0477000689/school.aspx,Ignacio School District No. 11Jt,https://www.schooldigger.com/go/CO/district/04770/search.aspx,315 Becker Street,Ignacio,https://www.schooldigger.com/go/CO/city/Ignacio/search.aspx,81137,La Plata County,(970) 563-0515,9,12,No,No,No,No,182,20.4,8.9,47.80%,0.00%,24.70%,1.10%,36.30%,0.00%,5.50%,32.40%,21.7
262,Rifle High School,https://www.schooldigger.com/go/CO/schools/0624001097/school.aspx,Garfield School District No. Re-2,https://www.schooldigger.com/go/CO/district/06240/search.aspx,1350 Prefontaine Ave,Rifle,https://www.schooldigger.com/go/CO/city/Rifle/search.aspx,81650,Garfield County,(970) 665-7725,9,12,No,No,No,No,778,38.6,20.1,48.50%,0.30%,0.10%,0.40%,60.30%,0.00%,1.90%,37.00%,21.2
263,Five Star Online Academy,https://www.schooldigger.com/go/CO/schools/0690006850/school.aspx,Adams 12 Five Star Schools,https://www.schooldigger.com/go/CO/district/06900/search.aspx,1865 W. 121st Ave #100,Westminster,https://www.schooldigger.com/go/CO/city/Westminster/search.aspx,80234,Adams County,(720) 972-7430,1,12,(n/a),No,(n/a),Yes,506,32.7,15.4,,2.60%,2.00%,3.80%,46.00%,0.00%,5.10%,39.70%,21.2
264,York International,https://www.schooldigger.com/go/CO/schools/0555002017/school.aspx,Mapleton School District No. 1,https://www.schooldigger.com/go/CO/district/05550/search.aspx,9200 York St,Thornton,https://www.schooldigger.com/go/CO/city/Thornton/search.aspx,80229,Adams County,(303) 853-1600,KG,12,Yes,No,Yes,No,776,39.9,19.4,73.50%,0.60%,0.10%,4.80%,85.40%,0.00%,1.30%,7.70%,21.1
265,North High School,https://www.schooldigger.com/go/CO/schools/0336000389/school.aspx,School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,2960 North Speer Boulevard,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80211,Denver County,(720) 423-2700,9,12,Yes,No,No,No,1653,95.2,17.3,62.60%,4.50%,1.50%,0.90%,66.80%,0.30%,3.40%,22.30%,20.9
266,Overland High School,https://www.schooldigger.com/go/CO/schools/0291001272/school.aspx,Cherry Creek School District No. 5,https://www.schooldigger.com/go/CO/district/02910/search.aspx,12400 East Jewell Avenue,Aurora,https://www.schooldigger.com/go/CO/city/Aurora/search.aspx,80012,Arapahoe County,(720) 747-3700,9,12,No,No,No,No,2228,124.3,17.9,64.80%,24.10%,0.40%,5.40%,45.10%,0.40%,7.80%,16.70%,20.6
267,Greeley West High School,https://www.schooldigger.com/go/CO/schools/0441000640/school.aspx,GreeleySchool District No. 6,https://www.schooldigger.com/go/CO/district/04410/search.aspx,2401 35th Avenue,Greeley,https://www.schooldigger.com/go/CO/city/Greeley/search.aspx,80634,Weld County,(970) 348-5400,9,12,No,No,No,No,1936,91.5,21.1,69.00%,2.50%,0.70%,2.90%,71.60%,0.30%,2.00%,20.00%,20.5
268,Prairie View High School,https://www.schooldigger.com/go/CO/schools/0258002003/school.aspx,School District 27J,https://www.schooldigger.com/go/CO/district/02580/search.aspx,12909 E 120th Ave,Henderson,https://www.schooldigger.com/go/CO/city/Henderson/search.aspx,80640,Adams County,(303) 655-8800,9,12,No,No,No,No,1809,87.3,20.7,54.10%,5.10%,0.10%,5.00%,57.80%,0.40%,3.60%,27.90%,20.2
269,Holly School,https://www.schooldigger.com/go/CO/schools/0468000681/school.aspx,Holly School District No. Re-3,https://www.schooldigger.com/go/CO/district/04680/search.aspx,206 North 3rd Street,Holly,https://www.schooldigger.com/go/CO/city/Holly/search.aspx,81047,Prowers County,(719) 537-6512,PK,12,Yes,No,No,No,276,20,13.8,64.10%,0.70%,0.00%,1.40%,51.80%,0.00%,0.40%,45.70%,19.8
270,Crowley County Junior and Senior High School,https://www.schooldigger.com/go/CO/schools/0321000282/school.aspx,Crowley County School District No. Re-1-J,https://www.schooldigger.com/go/CO/district/03210/search.aspx,602 Main St,Ordway,https://www.schooldigger.com/go/CO/city/Ordway/search.aspx,81063,Crowley County,(719) 267-3582,7,12,Yes,No,No,No,156,7,22.2,51.90%,1.90%,1.30%,0.00%,42.90%,0.00%,1.90%,51.90%,19.5
271,Sterling High School,https://www.schooldigger.com/go/CO/schools/0669001155/school.aspx,School District No. Re-1 Valley,https://www.schooldigger.com/go/CO/district/06690/search.aspx,407 W  Broadway St,Sterling,https://www.schooldigger.com/go/CO/city/Sterling/search.aspx,80751,Logan County,(970) 522-2944,9,12,No,No,No,No,421,27.1,15.5,43.70%,1.40%,0.20%,1.40%,30.40%,0.00%,2.40%,64.10%,19.1
272,William Smith High School,https://www.schooldigger.com/go/CO/schools/0234000084/school.aspx,Aurora Joint District No. 28,https://www.schooldigger.com/go/CO/district/02340/search.aspx,400 Airport Blvd,Aurora,https://www.schooldigger.com/go/CO/city/Aurora/search.aspx,80011,Arapahoe County,(303) 364-8715,9,12,No,No,No,No,410,24,17,81.50%,6.10%,0.00%,2.00%,77.60%,0.20%,3.90%,10.20%,18.9
273,Central High School,https://www.schooldigger.com/go/CO/schools/0612001037/school.aspx,Pueblo School District No. 60,https://www.schooldigger.com/go/CO/district/06120/search.aspx,216 East Orman Avenue,Pueblo,https://www.schooldigger.com/go/CO/city/Pueblo/search.aspx,81004,Pueblo County,(719) 549-7300,9,12,No,No,No,No,1145,48.7,23.4,65.40%,2.10%,0.30%,0.50%,73.70%,0.20%,2.30%,20.90%,18.2
274,Kunsmiller Creative Arts Academy,https://www.schooldigger.com/go/CO/schools/0336006442/school.aspx,School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,2250 South Quitman Way,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80219,Denver County,(720) 424-0200,1,12,Yes,No,No,No,670,43.5,15.4,82.10%,3.60%,0.40%,2.80%,80.40%,0.00%,2.40%,9.40%,17.8
275,70 Online,https://www.schooldigger.com/go/CO/schools/0615006496/school.aspx,Pueblo County School District 70,https://www.schooldigger.com/go/CO/district/06150/search.aspx,301 Lane 28,Pueblo,https://www.schooldigger.com/go/CO/city/Pueblo/search.aspx,81001,Pueblo County,(719) 295-6518,KG,12,No,No,No,Yes,209,11.1,18.7,68.40%,1.00%,0.50%,0.00%,45.90%,0.00%,5.70%,46.90%,17.4
276,Academy of Las Animas Online School,https://www.schooldigger.com/go/CO/schools/0525006678/school.aspx,Las Animas School District No. Re-1,https://www.schooldigger.com/go/CO/district/05250/search.aspx,2001 Lake Ave,Pueblo,https://www.schooldigger.com/go/CO/city/Pueblo/search.aspx,81004,Pueblo County,(800) 808-0718,6,12,Yes,No,No,Yes,474,12.5,37.7,,2.50%,0.20%,0.20%,77.60%,0.00%,0.00%,19.40%,17.1
277,Career Education Center Early College,https://www.schooldigger.com/go/CO/schools/0336000322/school.aspx,School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,2650 Eliot Street,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80211,Denver County,(720) 423-6600,9,12,Yes,No,No,No,468,43.6,10.7,85.50%,2.40%,0.40%,0.90%,91.70%,0.00%,1.10%,3.60%,16.8
278,Ellicott Senior High School,https://www.schooldigger.com/go/CO/schools/0375000485/school.aspx,Ellicott School District No. 22,https://www.schooldigger.com/go/CO/district/03750/search.aspx,375 South Ellicott Highway,Calhan,https://www.schooldigger.com/go/CO/city/Calhan/search.aspx,80808,El Paso County,(719) 683-2700,9,12,No,No,No,No,259,17,15.2,60.20%,3.10%,0.00%,0.00%,47.10%,0.00%,5.40%,44.40%,16.8
279,Greeley Central High School,https://www.schooldigger.com/go/CO/schools/0441000641/school.aspx,GreeleySchool District No. 6,https://www.schooldigger.com/go/CO/district/04410/search.aspx,1515  14th Avenue,Greeley,https://www.schooldigger.com/go/CO/city/Greeley/search.aspx,80631,Weld County,(970) 348-5000,9,12,No,No,No,No,1507,70.8,21.2,69.60%,5.20%,0.50%,3.30%,68.20%,0.70%,1.60%,20.40%,16.7
280,5280 High School,https://www.schooldigger.com/go/CO/schools/0336006756/school.aspx,School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,1200 W Mississippi Ave,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80223,Denver County,(720) 919-1056,9,12,Yes,Yes,No,No,109,12.8,8.5,37.60%,3.70%,0.90%,0.00%,28.40%,0.00%,1.80%,62.40%,15.7
281,KIPP Denver Collegiate High School,https://www.schooldigger.com/go/CO/schools/0336006448/school.aspx,School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,451 South Tejon Street,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80223,Denver County,(303) 922-5324,9,12,Yes,Yes,No,No,477,39.8,11.9,88.10%,1.70%,0.80%,0.40%,94.10%,0.60%,0.80%,1.50%,15.4
282,Cripple Creek-Victor Junior-Senior High School,https://www.schooldigger.com/go/CO/schools/0318000281/school.aspx,Cripple Creek-Victor School District No. Re-1,https://www.schooldigger.com/go/CO/district/03180/search.aspx,410 N. B  Street,Cripple Creek,https://www.schooldigger.com/go/CO/city/Cripple+Creek/search.aspx,80813,Teller County,(719) 689-2661,6,12,Yes,No,No,No,162,12.4,13,70.40%,2.50%,1.90%,0.60%,6.20%,0.00%,0.60%,88.30%,15.4
283,Bennett High School,https://www.schooldigger.com/go/CO/schools/0243000092/school.aspx,Bennett School District No. 29J,https://www.schooldigger.com/go/CO/district/02430/search.aspx,610 7th Street,Bennett,https://www.schooldigger.com/go/CO/city/Bennett/search.aspx,80102,Adams County,(303) 644-3234,9,12,No,No,No,No,431,22.4,19.2,29.70%,1.20%,1.40%,0.20%,52.70%,0.20%,5.60%,38.70%,15.3
284,Harrison High School,https://www.schooldigger.com/go/CO/schools/0453000667/school.aspx,Harrison School District No. 2,https://www.schooldigger.com/go/CO/district/04530/search.aspx,2755 Janitell Road,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80906,El Paso County,(719) 579-2080,9,12,Yes,No,No,No,1089,62,17.5,72.50%,15.60%,0.60%,2.50%,57.90%,0.50%,7.70%,15.20%,15.3
285,Trinidad High School,https://www.schooldigger.com/go/CO/schools/0696001205/school.aspx,Trinidad School District 1,https://www.schooldigger.com/go/CO/district/06960/search.aspx,816 West Street,Trinidad,https://www.schooldigger.com/go/CO/city/Trinidad/search.aspx,81082,Las Animas County,(719) 846-2971,9,12,Yes,No,No,No,204,14.4,14.1,67.20%,1.00%,1.50%,0.00%,69.60%,0.00%,1.50%,26.50%,15.2
286,Monte Vista Senior High School,https://www.schooldigger.com/go/CO/schools/0576001356/school.aspx,Monte Vista School District No. C-8,https://www.schooldigger.com/go/CO/district/05760/search.aspx,295 East Prospect,Monte Vista,https://www.schooldigger.com/go/CO/city/Monte+Vista/search.aspx,81144,Rio Grande County,(719) 852-3586,9,12,No,No,No,No,272,19.7,13.7,62.10%,0.70%,0.40%,0.00%,69.90%,0.00%,1.50%,27.20%,14.5
287,Northridge High School,https://www.schooldigger.com/go/CO/schools/0441001788/school.aspx,GreeleySchool District No. 6,https://www.schooldigger.com/go/CO/district/04410/search.aspx,100 71st Avenue,Greeley,https://www.schooldigger.com/go/CO/city/Greeley/search.aspx,80634,Weld County,(970) 348-5200,9,12,No,No,No,No,1322,66.1,19.9,68.50%,2.00%,0.20%,2.20%,76.50%,0.20%,1.40%,17.50%,14.4
288,Lamar High School,https://www.schooldigger.com/go/CO/schools/0522000862/school.aspx,Lamar School District No. Re-2,https://www.schooldigger.com/go/CO/district/05220/search.aspx,1900 Thunder Drive,Lamar,https://www.schooldigger.com/go/CO/city/Lamar/search.aspx,81052,Prowers County,(719) 336-3488,9,12,No,No,No,No,393,25.3,15.5,68.20%,0.30%,0.00%,0.30%,64.60%,0.00%,1.30%,33.60%,14.1
289,Mapleton Early Career Preparation,https://www.schooldigger.com/go/CO/schools/0555001858/school.aspx,Mapleton School District No. 1,https://www.schooldigger.com/go/CO/district/05550/search.aspx,8980 York St,Thornton,https://www.schooldigger.com/go/CO/city/Thornton/search.aspx,80229,Adams County,(303) 853-1960,9,12,No,No,No,No,306,15.8,19.3,72.20%,0.00%,0.30%,3.30%,88.60%,0.30%,1.30%,6.20%,13.7
290,South High School,https://www.schooldigger.com/go/CO/schools/0612001064/school.aspx,Pueblo School District No. 60,https://www.schooldigger.com/go/CO/district/06120/search.aspx,1801 Hollywood Drive,Pueblo,https://www.schooldigger.com/go/CO/city/Pueblo/search.aspx,81005,Pueblo County,(719) 549-7255,9,12,No,No,No,No,795,43.2,18.3,73.20%,3.00%,0.10%,0.80%,67.50%,0.40%,2.90%,25.30%,13.6
291,KIPP Northeast Denver Leadership Academy,https://www.schooldigger.com/go/CO/schools/0336006670/school.aspx,School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,18250 East 51st Avenue,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80249,Denver County,(720) 452-2570,9,12,Yes,Yes,No,No,555,40.5,13.6,68.50%,18.00%,0.40%,10.30%,63.10%,4.10%,2.00%,2.20%,13.5
292,Montbello High School,https://www.schooldigger.com/go/CO/schools/0336006528/school.aspx,School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,5000 Crown Blvd,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80239,Denver County,(720) 423-5900,9,12,Yes,No,No,No,1112,71.6,15.5,86.90%,15.30%,0.20%,2.10%,74.10%,4.40%,2.30%,1.40%,13.3
293,Mapleton Expeditionary School of the Arts,https://www.schooldigger.com/go/CO/schools/0555001857/school.aspx,Mapleton School District No. 1,https://www.schooldigger.com/go/CO/district/05550/search.aspx,8980 York St,Thornton,https://www.schooldigger.com/go/CO/city/Thornton/search.aspx,80299,Adams County,(303) 853-1270,9,12,No,No,No,No,393,23.2,16.9,69.20%,2.00%,0.30%,1.50%,79.90%,0.50%,2.80%,13.00%,13.1
294,Patriot High School,https://www.schooldigger.com/go/CO/schools/0387006403/school.aspx,El Paso County Colorado School District 49,https://www.schooldigger.com/go/CO/district/03870/search.aspx,11990 Swingline Road,Falcon,https://www.schooldigger.com/go/CO/city/Falcon/search.aspx,80831,El Paso County,(719) 495-5505,6,12,No,No,No,No,115,12.5,9.1,38.30%,1.70%,0.90%,0.90%,32.20%,0.00%,7.80%,56.50%,12.9
295,Sierra High School,https://www.schooldigger.com/go/CO/schools/0453001382/school.aspx,Harrison School District No. 2,https://www.schooldigger.com/go/CO/district/04530/search.aspx,2250 Jet Wing Drive,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80916,El Paso County,(719) 579-2090,9,12,Yes,No,No,No,843,49.5,17,72.50%,17.30%,0.60%,2.10%,56.20%,1.40%,7.00%,15.30%,12.9
296,Burlington High School,https://www.schooldigger.com/go/CO/schools/0267000162/school.aspx,Burlington Public School District No. Re-6j,https://www.schooldigger.com/go/CO/district/02670/search.aspx,380 Mike Lounge Drive,Burlington,https://www.schooldigger.com/go/CO/city/Burlington/search.aspx,80807,Kit Carson County,(719) 346-8455,9,12,No,No,No,No,216,12.8,16.7,63.90%,2.80%,0.90%,1.40%,47.70%,0.00%,1.40%,45.80%,12.9
297,Centennial High School,https://www.schooldigger.com/go/CO/schools/0612001035/school.aspx,Pueblo School District No. 60,https://www.schooldigger.com/go/CO/district/06120/search.aspx,2525 Montview Dirve,Pueblo,https://www.schooldigger.com/go/CO/city/Pueblo/search.aspx,81008,Pueblo County,(719) 549-7337,9,12,No,No,No,No,801,46,17.4,70.40%,3.00%,0.40%,1.40%,68.80%,0.10%,2.70%,23.60%,12.2
298,Westminster High School,https://www.schooldigger.com/go/CO/schools/0723001254/school.aspx,Westminster Public Schools,https://www.schooldigger.com/go/CO/district/07230/search.aspx,6933 Raleigh St,Westminster,https://www.schooldigger.com/go/CO/city/Westminster/search.aspx,80030,Adams County,(303) 657-3980,9,12,No,No,No,No,2010,85.3,23.5,82.00%,1.60%,0.40%,3.30%,82.60%,0.50%,1.40%,10.10%,11.8
299,Arvada High School,https://www.schooldigger.com/go/CO/schools/0480000694/school.aspx,Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,7951 West 65th Avenue,Arvada,https://www.schooldigger.com/go/CO/city/Arvada/search.aspx,80004,Jefferson County,(303) 982-0162,9,12,No,No,No,No,754,39.4,19,71.00%,3.60%,1.10%,1.10%,62.20%,0.40%,3.40%,28.20%,11.7
300,John F Kennedy High School,https://www.schooldigger.com/go/CO/schools/0336000367/school.aspx,School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,2855 South Lamar Street,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80227,Denver County,(720) 423-4300,9,12,Yes,No,No,No,681,49,13.8,78.90%,3.40%,0.40%,7.20%,76.10%,0.00%,2.20%,10.70%,11.1
301,Colorado Early Colleges Aurora,https://www.schooldigger.com/go/CO/schools/0002006710/school.aspx,State Charter School Institute,https://www.schooldigger.com/go/CO/district/00020/search.aspx,1400 S Abilene St.,Aurora,https://www.schooldigger.com/go/CO/city/Aurora/search.aspx,80012,Arapahoe County,(720) 572-5040,9,12,Yes,Yes,No,No,567,23.4,24.1,77.10%,12.90%,0.50%,2.80%,66.10%,0.50%,4.90%,12.20%,10.9
302,Northeast Early College,https://www.schooldigger.com/go/CO/schools/0336006527/school.aspx,School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,11200 E 45th Ave,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80239,Denver County,(720) 424-2450,9,12,Yes,No,No,No,507,32.5,15.5,85.80%,11.20%,0.40%,1.00%,79.50%,2.40%,3.00%,2.60%,10.5
303,Vanguard Classical School - East,https://www.schooldigger.com/go/CO/schools/0234006611/school.aspx,Aurora Joint District No. 28,https://www.schooldigger.com/go/CO/district/02340/search.aspx,17101 East Ohio Drive,Aurora,https://www.schooldigger.com/go/CO/city/Aurora/search.aspx,80017,Arapahoe County,(303) 338-4110,KG,12,No,Yes,No,No,690,48,14.3,79.70%,39.00%,0.10%,2.30%,43.60%,0.40%,3.50%,11.00%,10.1
304,Hinkley High School,https://www.schooldigger.com/go/CO/schools/0234000064/school.aspx,Aurora Joint District No. 28,https://www.schooldigger.com/go/CO/district/02340/search.aspx,1250 Chambers Road,Aurora,https://www.schooldigger.com/go/CO/city/Aurora/search.aspx,80011,Arapahoe County,(303) 340-1500,9,12,No,No,No,No,1527,70,21.8,87.80%,11.50%,1.10%,3.50%,75.60%,1.60%,2.20%,4.50%,9.8
305,East High School,https://www.schooldigger.com/go/CO/schools/0612001040/school.aspx,Pueblo School District No. 60,https://www.schooldigger.com/go/CO/district/06120/search.aspx,9 Mac Neil Road,Pueblo,https://www.schooldigger.com/go/CO/city/Pueblo/search.aspx,81001,Pueblo County,(719) 549-7222,9,12,No,No,No,No,1081,54.2,19.9,82.40%,2.50%,0.60%,0.20%,79.30%,0.10%,1.20%,16.20%,9.8
306,Summit Academy,https://www.schooldigger.com/go/CO/schools/0336006491/school.aspx,School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,5590 W Evans Ave.,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80227,Denver County,(720) 424-2400,6,12,Yes,No,No,No,236,19.3,12.1,91.90%,1.70%,0.40%,0.00%,94.90%,0.00%,0.00%,2.50%,9.7
307,Walsenburg Junior Senior High School,https://www.schooldigger.com/go/CO/schools/0708001212/school.aspx,Huerfano School District Re-1,https://www.schooldigger.com/go/CO/district/07080/search.aspx,355 West Pine Street,Walsenburg,https://www.schooldigger.com/go/CO/city/Walsenburg/search.aspx,81089,Huerfano County,(719) 738-1610,7,12,Yes,No,No,No,179,8.5,20.9,88.30%,2.20%,1.10%,0.00%,60.30%,0.00%,1.10%,35.20%,9.5
308,The Pinnacle Charter School,https://www.schooldigger.com/go/CO/schools/0002001915/school.aspx,State Charter School Institute,https://www.schooldigger.com/go/CO/district/00020/search.aspx,1001 W 84th Ave,Federal Heights,https://www.schooldigger.com/go/CO/city/Federal+Heights/search.aspx,80260,Adams County,(303) 450-3985,KG,12,Yes,Yes,No,No,1905,110.8,17.1,81.00%,1.00%,0.40%,1.50%,87.60%,0.10%,0.80%,8.60%,9.3
309,Paragon Learning Center,https://www.schooldigger.com/go/CO/schools/0612006713/school.aspx,Pueblo School District No. 60,https://www.schooldigger.com/go/CO/district/06120/search.aspx,3000 Lakeview Avenue,Pueblo,https://www.schooldigger.com/go/CO/city/Pueblo/search.aspx,81005,Pueblo County,(719) 423-3570,9,12,Yes,No,No,Yes,476,21.9,21.6,,2.50%,0.40%,0.40%,72.90%,0.00%,2.10%,21.60%,9.2
310,Chavez/Huerta K-12 Preparatory Academy,https://www.schooldigger.com/go/CO/schools/0612001730/school.aspx,Pueblo School District No. 60,https://www.schooldigger.com/go/CO/district/06120/search.aspx,2500 West 18th Street,Pueblo,https://www.schooldigger.com/go/CO/city/Pueblo/search.aspx,81003,Pueblo County,(719) 295-1623,KG,12,Yes,Yes,No,No,844,34.8,24.2,87.30%,1.40%,0.20%,0.70%,83.40%,0.10%,0.60%,13.50%,8.9
311,Mitchell High School,https://www.schooldigger.com/go/CO/schools/0306000254/school.aspx,Colorado Springs School District No. 11,https://www.schooldigger.com/go/CO/district/03060/search.aspx,1205 Potter Drive,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80909,El Paso County,(719) 328-6600,9,12,Yes,No,No,No,757,46.8,16.1,69.20%,8.10%,0.30%,1.50%,60.10%,0.00%,7.70%,22.50%,7.8
312,Aurora West College Preparatory Academy,https://www.schooldigger.com/go/CO/schools/0234000082/school.aspx,Aurora Joint District No. 28,https://www.schooldigger.com/go/CO/district/02340/search.aspx,10100 East 13th Ave,Aurora,https://www.schooldigger.com/go/CO/city/Aurora/search.aspx,80010,Arapahoe County,(303) 366-2671,6,12,Yes,No,No,No,927,46,20.1,94.10%,13.40%,1.10%,6.40%,73.90%,0.90%,1.60%,2.80%,6.9
313,Alameda International Junior/Senior High School,https://www.schooldigger.com/go/CO/schools/0480000691/school.aspx,Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,1255 South Wadsworth Blvd,Lakewood,https://www.schooldigger.com/go/CO/city/Lakewood/search.aspx,80232,Jefferson County,(303) 982-8160,7,12,Yes,No,No,No,1002,66.9,14.9,65.40%,2.00%,0.70%,4.90%,77.50%,0.30%,1.90%,12.70%,6.7
314,Thornton High School,https://www.schooldigger.com/go/CO/schools/0690001192/school.aspx,Adams 12 Five Star Schools,https://www.schooldigger.com/go/CO/district/06900/search.aspx,9351 Washington Street,Thornton,https://www.schooldigger.com/go/CO/city/Thornton/search.aspx,80229,Adams County,(720) 972-4800,9,12,No,No,No,No,1439,88,16.3,78.70%,1.50%,0.40%,9.70%,71.30%,0.10%,1.60%,15.10%,6.7
315,Manual High School,https://www.schooldigger.com/go/CO/schools/0336006328/school.aspx,School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,1700 East 28th Avenue,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80205,Denver County,(720) 423-6300,9,12,Yes,No,No,No,348,22.6,15.3,78.20%,34.80%,0.30%,0.60%,52.90%,0.60%,5.70%,5.20%,6.6
316,Global Leadership Academy,https://www.schooldigger.com/go/CO/schools/0555001860/school.aspx,Mapleton School District No. 1,https://www.schooldigger.com/go/CO/district/05550/search.aspx,7480 Conifer Road,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80221,Adams County,(303) 853-1930,9,12,No,No,No,No,400,16.7,23.9,75.80%,0.80%,0.50%,0.30%,94.80%,0.00%,0.50%,3.30%,6.6
317,GOAL Academy,https://www.schooldigger.com/go/CO/schools/0387006393/school.aspx,El Paso County Colorado School District 49,https://www.schooldigger.com/go/CO/district/03870/search.aspx,304 S. Victoria Ave,Pueblo,https://www.schooldigger.com/go/CO/city/Pueblo/search.aspx,81003,Pueblo County,(877) 776-4625,9,12,No,Yes,No,Yes,6693,216,30.9,,3.50%,1.60%,0.30%,49.70%,0.30%,5.30%,39.30%,6.5
