School,School_URL,District,District_URL,Address,City,City_URL,Zip,County,Phone,Is_Title_I,Is_Charter,Is_Magnet,Is_Virtual,Number_Students,Number_Full-time_Teachers,Student_Teacher_Ratio,Percent_Free_Disc_Lunch,Percent_African_American,Percent_American_Indian,Percent_Asian,Percent_Hispanic,Percent_Pacific_Islander,Percent_Two_or_More_Races,Percent_White,Standard_Score
Northern High School,https://www.schooldigger.com/go/MI/schools/1461005158/school.aspx,Forest Hills Public Schools,https://www.schooldigger.com/go/MI/district/14610/search.aspx,3801 Leonard St NE,Grand Rapids,https://www.schooldigger.com/go/MI/city/Grand+Rapids/search.aspx,49525,Kent County,(616) 493-8600,No,No,No,No,1194,56.3,21.1,15.3,5.4,0.2,10.9,5.4,0.1,5,73,84
Monroe County Middle College,https://www.schooldigger.com/go/MI/schools/8082008011/school.aspx,Monroe Independent School District,https://www.schooldigger.com/go/MI/district/80820/search.aspx,1101 South Raisinville Rd,Monroe,https://www.schooldigger.com/go/MI/city/Monroe/search.aspx,48161,Monroe County,(734) 322-2620,No,No,No,No,363,10,36.3,23.7,2.2,0.3,1.1,3.6,0,1.1,91.7,83.4
Charlevoix Middle High School,https://www.schooldigger.com/go/MI/schools/0873004419/school.aspx,Charlevoix Public Schools,https://www.schooldigger.com/go/MI/district/08730/search.aspx,5200 Marion Center Rd,Charlevoix,https://www.schooldigger.com/go/MI/city/Charlevoix/search.aspx,49720,Charlevoix County,(231) 547-3222,No,No,No,No,409,22.5,18.1,36.2,2,2.4,1.2,3.4,0.2,4.4,86.3,82.5
Lighthouse Connections Academy,https://www.schooldigger.com/go/MI/schools/0111808853/school.aspx,Lighthouse Connections Academy,https://www.schooldigger.com/go/MI/district/01118/search.aspx,3150 Livernois Rd,Troy,https://www.schooldigger.com/go/MI/city/Troy/search.aspx,48083,Oakland County,(248) 457-5929,Yes,Yes,No,No,1891,53.8,35.1,62,19.2,1,1.7,7,0.1,6.6,64.4,82.4
Elk Rapids High School,https://www.schooldigger.com/go/MI/schools/1305005002/school.aspx,Elk Rapids Schools,https://www.schooldigger.com/go/MI/district/13050/search.aspx,308 Meguzee Pt,Elk Rapids,https://www.schooldigger.com/go/MI/city/Elk+Rapids/search.aspx,49629,Antrim County,(231) 264-8108,No,No,No,No,406,20.6,19.6,28.3,0.5,2.5,0.5,3.9,0,0.5,92.1,82
ICademy Global,https://www.schooldigger.com/go/MI/schools/0104008512/school.aspx,ICademy Global,https://www.schooldigger.com/go/MI/district/01040/search.aspx,8485 Homestead Dr,Zeeland,https://www.schooldigger.com/go/MI/city/Zeeland/search.aspx,49464,Ottawa County,(616) 748-5637,Yes,Yes,No,Yes,413,18.2,22.6,33.9,4.1,0.5,1.5,14.8,0,6.5,72.6,81.5
St Joseph High School,https://www.schooldigger.com/go/MI/schools/3285006834/school.aspx,St. Joseph Public Schools,https://www.schooldigger.com/go/MI/district/32850/search.aspx,2521 Stadium Dr,Saint Joseph,https://www.schooldigger.com/go/MI/city/Saint+Joseph/search.aspx,49085,Berrien County,(269) 926-3200,No,No,No,Yes,1043,82,12.7,25.4,9.1,0.4,4.4,4.9,0.3,2.5,78.4,81.3
Walled Lake Central High School,https://www.schooldigger.com/go/MI/schools/3516007081/school.aspx,Walled Lake Consolidated Schools,https://www.schooldigger.com/go/MI/district/35160/search.aspx,1600 East Oakley Park Rd,Commerce Township,https://www.schooldigger.com/go/MI/city/Commerce+Township/search.aspx,48390,Oakland County,(248) 956-4700,No,No,No,No,1440,65.9,21.8,27.6,10.6,0.1,5.4,5,0.1,2.5,76.3,80.9
Saugatuck High School,https://www.schooldigger.com/go/MI/schools/3096006720/school.aspx,Saugatuck Public Schools,https://www.schooldigger.com/go/MI/district/30960/search.aspx,401 Elizabeth St,Saugatuck,https://www.schooldigger.com/go/MI/city/Saugatuck/search.aspx,49453,Allegan County,(269) 857-2133,No,No,No,No,264,16.3,16.1,32.6,0,0.4,1.5,6.8,0,2.7,88.6,80.3
Frankenmuth High School,https://www.schooldigger.com/go/MI/schools/1476005172/school.aspx,Frankenmuth School District,https://www.schooldigger.com/go/MI/district/14760/search.aspx,525 East Genesee St,Frankenmuth,https://www.schooldigger.com/go/MI/city/Frankenmuth/search.aspx,48734,Saginaw County,(989) 652-9955,No,No,No,No,564,22.3,25.2,12.4,2.1,0,1.1,4.4,0,1.2,91.1,80.3
Kalamazoo Central High School,https://www.schooldigger.com/go/MI/schools/1995005677/school.aspx,Kalamazoo Public Schools,https://www.schooldigger.com/go/MI/district/19950/search.aspx,2432 North Drake Rd,Kalamazoo,https://www.schooldigger.com/go/MI/city/Kalamazoo/search.aspx,49006,Kalamazoo County,(269) 337-0300,No,No,No,No,1750,72.7,24,65.7,44.6,0.1,1.6,11.7,0,10.3,31.7,80.2
West Michigan Aviation Academy,https://www.schooldigger.com/go/MI/schools/0097708183/school.aspx,West Michigan Aviation Academy,https://www.schooldigger.com/go/MI/district/00977/search.aspx,5363 44th Street SE,Grand Rapids,https://www.schooldigger.com/go/MI/city/Grand+Rapids/search.aspx,49512,Kent County,(616) 446-8886,Yes,Yes,No,No,600,38,15.7,22.2,7.2,0,5.2,10,0.2,3.5,74,79.8
Tecumseh High School,https://www.schooldigger.com/go/MI/schools/3372006918/school.aspx,Tecumseh Public Schools,https://www.schooldigger.com/go/MI/district/33720/search.aspx,760 Brown St,Tecumseh,https://www.schooldigger.com/go/MI/city/Tecumseh/search.aspx,49286,Lenawee County,(517) 423-6008,No,No,No,No,734,39.2,18.7,27,0.7,0.1,0.4,6,0,2.3,90.5,79.8
Freeland Middle SchoolHigh School,https://www.schooldigger.com/go/MI/schools/1506005188/school.aspx,Freeland Community School District,https://www.schooldigger.com/go/MI/district/15060/search.aspx,8250 Webster Rd,Freeland,https://www.schooldigger.com/go/MI/city/Freeland/search.aspx,48623,Saginaw County,(989) 695-2586,No,No,No,No,899,41,21.9,16.7,0.6,0.1,0.6,4.4,0,2.4,91.9,79.7
Lakeshore High School,https://www.schooldigger.com/go/MI/schools/2082005745/school.aspx,Lakeshore School District (Berrien),https://www.schooldigger.com/go/MI/district/20820/search.aspx,5771 Cleveland Ave,Stevensville,https://www.schooldigger.com/go/MI/city/Stevensville/search.aspx,49127,Berrien County,(269) 428-1402,No,No,No,No,890,44.6,19.9,28.8,4.6,0.7,3.4,8,0,3.4,80,79.6
Leland Public School,https://www.schooldigger.com/go/MI/schools/2139005849/school.aspx,Leland Public School District,https://www.schooldigger.com/go/MI/district/21390/search.aspx,200 North Grand Ave,Leland,https://www.schooldigger.com/go/MI/city/Leland/search.aspx,49654,Leelanau County,(231) 256-9857,Yes,No,No,No,439,31.4,13.9,44.6,0.7,0.9,0.7,15.7,0,1.6,80.4,79.3
Jenison High School,https://www.schooldigger.com/go/MI/schools/1983005645/school.aspx,Jenison Public Schools,https://www.schooldigger.com/go/MI/district/19830/search.aspx,2140 Bauer Rd,Jenison,https://www.schooldigger.com/go/MI/city/Jenison/search.aspx,49428,Ottawa County,(616) 457-3400,No,No,No,No,1379,76.7,17.9,22.3,1.7,0.2,2.7,8.4,0.1,4.5,82.4,79.2
Rochester High School,https://www.schooldigger.com/go/MI/schools/2994006573/school.aspx,Rochester Community School District,https://www.schooldigger.com/go/MI/district/29940/search.aspx,180 South Livernois Rd,Rochester Hills,https://www.schooldigger.com/go/MI/city/Rochester+Hills/search.aspx,48307,Oakland County,(248) 726-5400,No,No,No,No,1732,71.2,24.3,22.1,6.2,0.2,15.6,7,0.1,4,67,78.8
Eaton Rapids High School,https://www.schooldigger.com/go/MI/schools/1269004981/school.aspx,Eaton Rapids Public Schools,https://www.schooldigger.com/go/MI/district/12690/search.aspx,800 State St,Eaton Rapids,https://www.schooldigger.com/go/MI/city/Eaton+Rapids/search.aspx,48827,Eaton County,(517) 663-2216,No,No,No,No,687,39.7,17.2,33.2,1.3,0.3,0.7,6.3,0,2.9,88.5,78.5
Midland High School,https://www.schooldigger.com/go/MI/schools/2382006060/school.aspx,Midland Public Schools,https://www.schooldigger.com/go/MI/district/23820/search.aspx,1301 Eastlawn Dr,Midland,https://www.schooldigger.com/go/MI/city/Midland/search.aspx,48642,Midland County,(989) 923-5181,No,No,No,No,1245,63.4,19.6,36.7,2.4,0.6,0.9,4.4,0.2,2.5,89.1,78.5
Allendale High School,https://www.schooldigger.com/go/MI/schools/0255003976/school.aspx,Allendale Public Schools,https://www.schooldigger.com/go/MI/district/02550/search.aspx,10760 68th Ave,Allendale,https://www.schooldigger.com/go/MI/city/Allendale/search.aspx,49401,Ottawa County,(616) 892-5585,No,No,No,No,787,37.5,20.9,24.3,2,0.3,1.7,11.9,0,2.2,82,78.3
Hartland High School,https://www.schooldigger.com/go/MI/schools/1791005458/school.aspx,Hartland Consolidated Schools,https://www.schooldigger.com/go/MI/district/17910/search.aspx,10635 Dunham Rd,Hartland,https://www.schooldigger.com/go/MI/city/Hartland/search.aspx,48353,Livingston County,(810) 626-2200,No,No,No,No,1889,86.8,21.7,12.6,0.6,0.7,1.2,3.4,0.1,1.4,92.6,78
Henry Ford Early College,https://www.schooldigger.com/go/MI/schools/1160007810/school.aspx,Dearborn City School District,https://www.schooldigger.com/go/MI/district/11600/search.aspx,5101 Evergreen Rd,Dearborn,https://www.schooldigger.com/go/MI/city/Dearborn/search.aspx,48128,Wayne County,(313) 317-1584,Yes,No,No,No,237,12.4,19.1,53.6,4.6,0,6.3,3.4,0,0.4,85.2,77.9
Frankfort High School,https://www.schooldigger.com/go/MI/schools/1479005176/school.aspx,Frankfort-Elberta Area Schools,https://www.schooldigger.com/go/MI/district/14790/search.aspx,534 11th St,Frankfort,https://www.schooldigger.com/go/MI/city/Frankfort/search.aspx,49635,Benzie County,(231) 352-4781,No,No,No,No,240,14.8,16.1,51.7,0,0.8,0.8,5,0,6.7,86.7,77.9
Milford High School,https://www.schooldigger.com/go/MI/schools/1899005574/school.aspx,Huron Valley Schools,https://www.schooldigger.com/go/MI/district/18990/search.aspx,2380 South Milford Rd,Highland,https://www.schooldigger.com/go/MI/city/Highland/search.aspx,48357,Oakland County,(248) 684-8091,No,No,No,No,1605,71.1,22.5,23.9,1.6,0.4,1.5,3.9,0.2,3,89.5,77.5
Edwardsburg High School,https://www.schooldigger.com/go/MI/schools/1299005001/school.aspx,Edwardsburg Public Schools,https://www.schooldigger.com/go/MI/district/12990/search.aspx,69358 Section St,Edwardsburg,https://www.schooldigger.com/go/MI/city/Edwardsburg/search.aspx,49112,Cass County,(269) 663-1044,No,No,No,No,856,34,25.1,20.4,0.6,0.5,0.8,2.9,0,4.6,90.7,77.4
Fenton Senior High School,https://www.schooldigger.com/go/MI/schools/1425005068/school.aspx,Fenton Area Public Schools,https://www.schooldigger.com/go/MI/district/14250/search.aspx,3200 West Shiawassee Ave,Fenton,https://www.schooldigger.com/go/MI/city/Fenton/search.aspx,48430,Genesee County,(810) 591-2600,No,No,No,No,1182,59.7,19.7,31.1,0.7,0.2,1.1,5.2,0.1,4.5,88.2,76.7
Whitmore Lake High School,https://www.schooldigger.com/go/MI/schools/3633007221/school.aspx,Whitmore Lake Public School District,https://www.schooldigger.com/go/MI/district/36330/search.aspx,7430 Whitmore Lake Rd,Whitmore Lake,https://www.schooldigger.com/go/MI/city/Whitmore+Lake/search.aspx,48189,Washtenaw County,(734) 449-4461,No,No,No,No,301,19.9,15.1,46.2,0,1.7,0.3,6,0,5.3,86.7,76.6
West Ottawa High School Campus,https://www.schooldigger.com/go/MI/schools/3591007194/school.aspx,West Ottawa Public School District,https://www.schooldigger.com/go/MI/district/35910/search.aspx,3685 Butternut Dr,Holland,https://www.schooldigger.com/go/MI/city/Holland/search.aspx,49424,Ottawa County,(616) 786-1100,No,No,No,No,2166,99.9,21.6,36.8,3,0.3,7.8,37.2,0.1,4.8,46.9,76.6
Great Lakes Bay Early College,https://www.schooldigger.com/go/MI/schools/8093008290/school.aspx,Saginaw Independent School District,https://www.schooldigger.com/go/MI/district/80930/search.aspx,1961 Delta Rd,Saginaw,https://www.schooldigger.com/go/MI/city/Saginaw/search.aspx,48710,Saginaw County,(989) 686-9146,No,No,No,No,220,3,73.3,28.2,15.5,0.5,2.3,9.1,0,2.7,70,76.2
Gaylord High SchoolVoc Bldg,https://www.schooldigger.com/go/MI/schools/1573005225/school.aspx,Gaylord Community Schools,https://www.schooldigger.com/go/MI/district/15730/search.aspx,90 Livingston Blvd,Gaylord,https://www.schooldigger.com/go/MI/city/Gaylord/search.aspx,49735,Otsego County,(989) 731-0969,No,No,No,No,961,48.7,19.6,47,0.9,0.8,0.5,2.2,0.1,2.5,92.9,75.9
Rockford High School,https://www.schooldigger.com/go/MI/schools/3003006588/school.aspx,Rockford Public Schools,https://www.schooldigger.com/go/MI/district/30030/search.aspx,4100 Kroes St NE,Rockford,https://www.schooldigger.com/go/MI/city/Rockford/search.aspx,49341,Kent County,(616) 863-6030,No,No,No,No,1828,90.8,20.1,15.1,0.5,0.1,2.2,5.3,0,4.3,87.6,75.2
Beal City High School,https://www.schooldigger.com/go/MI/schools/0429007510/school.aspx,Beal City Public Schools,https://www.schooldigger.com/go/MI/district/04290/search.aspx,3117 Elias Rd,Mount Pleasant,https://www.schooldigger.com/go/MI/city/Mount+Pleasant/search.aspx,48858,Isabella County,(989) 644-3944,No,No,No,No,393,18.5,21.2,24.9,1,4.1,0.3,2,0,4.1,88.5,75.2
StandishSterling Central JrSr High School,https://www.schooldigger.com/go/MI/schools/3294006846/school.aspx,Standish-Sterling Community Schools,https://www.schooldigger.com/go/MI/district/32940/search.aspx,2401 Grove Street Rd,Standish,https://www.schooldigger.com/go/MI/city/Standish/search.aspx,48658,Arenac County,(989) 846-3660,Yes,No,No,No,702,33.4,20.9,47.2,0.3,1,0.6,1.9,0,0.4,95.9,74.3
Marysville High School,https://www.schooldigger.com/go/MI/schools/2304005989/school.aspx,Marysville Public Schools,https://www.schooldigger.com/go/MI/district/23040/search.aspx,555 East Huron Blvd,Marysville,https://www.schooldigger.com/go/MI/city/Marysville/search.aspx,48040,St. Clair County,(810) 364-7161,No,No,No,No,851,37.8,22.5,26,1.2,0.1,0.5,2.5,0,0.9,94.8,74.1
Grayling High School,https://www.schooldigger.com/go/MI/schools/1103004561/school.aspx,Crawford AuSable Schools,https://www.schooldigger.com/go/MI/district/11030/search.aspx,1135 North Old 27,Grayling,https://www.schooldigger.com/go/MI/city/Grayling/search.aspx,49738,Crawford County,(989) 344-3508,No,No,No,No,397,23,17.2,42.8,0.5,0.3,0.5,4,0,3.3,91.4,73.9
North Farmington High School,https://www.schooldigger.com/go/MI/schools/1407005045/school.aspx,Farmington Public School District,https://www.schooldigger.com/go/MI/district/14070/search.aspx,32900 West 13 Mile Rd,Farmington Hills,https://www.schooldigger.com/go/MI/city/Farmington+Hills/search.aspx,48334,Oakland County,(248) 785-2005,No,No,No,No,1320,76.9,17.1,32.7,29.2,0.3,8.7,4.3,0.2,5.4,52,73.9
Eisenhower High School,https://www.schooldigger.com/go/MI/schools/3447007018/school.aspx,Utica Community Schools,https://www.schooldigger.com/go/MI/district/34470/search.aspx,6500 25 Mile Rd,Shelby Township,https://www.schooldigger.com/go/MI/city/Shelby+Township/search.aspx,48316,Macomb County,(586) 797-1300,No,No,No,No,1948,83.4,23.3,17.7,2.1,0.1,3.6,2.9,0.2,0.9,90.2,73.2
Trenton High School,https://www.schooldigger.com/go/MI/schools/3390006956/school.aspx,Trenton Public Schools,https://www.schooldigger.com/go/MI/district/33900/search.aspx,2601 Charlton Rd,Trenton,https://www.schooldigger.com/go/MI/city/Trenton/search.aspx,48183,Wayne County,(734) 692-4531,No,No,No,No,844,37.8,22.3,24.5,1.7,0.5,2.1,5.9,0,2.1,87.7,73.1
Lake LindenHubbell Schools,https://www.schooldigger.com/go/MI/schools/2070005734/school.aspx,Lake Linden-Hubbell School District,https://www.schooldigger.com/go/MI/district/20700/search.aspx,601 Calumet St,Lake Linden,https://www.schooldigger.com/go/MI/city/Lake+Linden/search.aspx,49945,Houghton County,(906) 296-6681,Yes,No,No,No,365,26.1,13.9,54.5,1.6,0.3,0.5,0,0,1.1,96.4,72.8
Ida High School,https://www.schooldigger.com/go/MI/schools/1905005587/school.aspx,Ida Public School District,https://www.schooldigger.com/go/MI/district/19050/search.aspx,3145 Prairie St,Ida,https://www.schooldigger.com/go/MI/city/Ida/search.aspx,48140,Monroe County,(734) 269-3485,No,No,No,No,437,20.6,21.2,19.5,0.5,0,0.5,2.5,0,1.4,95.2,72.7
New Lothrop High School,https://www.schooldigger.com/go/MI/schools/2529006186/school.aspx,New Lothrop Area Public Schools,https://www.schooldigger.com/go/MI/district/25290/search.aspx,9285 Easton Rd,New Lothrop,https://www.schooldigger.com/go/MI/city/New+Lothrop/search.aspx,48460,Shiawassee County,(810) 638-5054,No,No,No,No,440,21.4,20.5,34.5,1.8,0,0,2.3,0,2.7,93.2,72.6
Perry Learning Center,https://www.schooldigger.com/go/MI/schools/1635000133/school.aspx,Grand Blanc Community Schools,https://www.schooldigger.com/go/MI/district/16350/search.aspx,11920 South Saginaw St,Grand Blanc,https://www.schooldigger.com/go/MI/city/Grand+Blanc/search.aspx,48439,Genesee County,(810) 591-6077,No,No,No,No,1970,61.7,31.8,42.3,19.9,0.1,3.4,5.9,0.2,8,62.6,72.6
Otsego High School,https://www.schooldigger.com/go/MI/schools/2706006319/school.aspx,Otsego Public Schools,https://www.schooldigger.com/go/MI/district/27060/search.aspx,550 Washington St,Otsego,https://www.schooldigger.com/go/MI/city/Otsego/search.aspx,49078,Allegan County,(269) 694-7403,No,No,No,No,687,32,21.4,31.4,0.7,0,1.6,4.2,0,2,91.4,72.4
Cedar Springs High School,https://www.schooldigger.com/go/MI/schools/0852004400/school.aspx,Cedar Springs Public Schools,https://www.schooldigger.com/go/MI/district/08520/search.aspx,204 East Muskegon St,Cedar Springs,https://www.schooldigger.com/go/MI/city/Cedar+Springs/search.aspx,49319,Kent County,(616) 696-1200,No,No,No,No,1104,48.3,22.8,39.7,1.1,0.4,0.7,7.2,0,4.7,85.9,71.4
Zeeland West High School,https://www.schooldigger.com/go/MI/schools/3666001316/school.aspx,Zeeland Public Schools,https://www.schooldigger.com/go/MI/district/36660/search.aspx,3390 100th Ave,Zeeland,https://www.schooldigger.com/go/MI/city/Zeeland/search.aspx,49464,Ottawa County,(616) 748-4500,No,No,No,No,1008,48.7,20.6,21.4,1.9,0,5.3,14.1,0,3.7,75.1,70.9
Dollar BayTamarack City Area K12 School,https://www.schooldigger.com/go/MI/schools/2694006308/school.aspx,Dollar Bay-Tamarack City Area K-12 School,https://www.schooldigger.com/go/MI/district/26940/search.aspx,48475 Maple Dr,Dollar Bay,https://www.schooldigger.com/go/MI/city/Dollar+Bay/search.aspx,49922,Houghton County,(906) 482-5812,Yes,No,No,No,332,19,17.4,56.9,0.3,0.3,0,3.3,0,0,96.1,70.7
Ithaca High School,https://www.schooldigger.com/go/MI/schools/1958005620/school.aspx,Ithaca Public Schools,https://www.schooldigger.com/go/MI/district/19580/search.aspx,710 North Union St,Ithaca,https://www.schooldigger.com/go/MI/city/Ithaca/search.aspx,48847,Gratiot County,(989) 875-3373,No,No,No,No,498,23.5,21.1,39.6,0.2,0.4,0.2,9.8,0.2,2,87.1,70.7
Roscommon High School,https://www.schooldigger.com/go/MI/schools/1583005233/school.aspx,Roscommon Area Public Schools,https://www.schooldigger.com/go/MI/district/15830/search.aspx,10600 Oakwood Dr,Roscommon,https://www.schooldigger.com/go/MI/city/Roscommon/search.aspx,48653,Roscommon County,(989) 275-6675,No,No,No,No,351,21.6,16.2,46.4,0.6,0.3,0.3,2.3,0,1.1,95.4,70.7
Clarkston High School,https://www.schooldigger.com/go/MI/schools/0990004475/school.aspx,Clarkston Community School District,https://www.schooldigger.com/go/MI/district/09900/search.aspx,6093 Flemings Lake Rd,Clarkston,https://www.schooldigger.com/go/MI/city/Clarkston/search.aspx,48346,Oakland County,(248) 623-3600,No,No,No,No,1658,79.9,20.7,15.1,2.2,0.3,2.1,5.6,0.1,2.4,87.4,70.6
Grandville High School,https://www.schooldigger.com/go/MI/schools/1647005381/school.aspx,Grandville Public Schools,https://www.schooldigger.com/go/MI/district/16470/search.aspx,4700 Canal Ave SW,Grandville,https://www.schooldigger.com/go/MI/city/Grandville/search.aspx,49418,Kent County,(616) 254-6426,No,No,No,No,1772,105.2,16.8,31.3,4.1,0.1,3.8,12.7,0.2,6.1,73.1,70.5
Avondale High School,https://www.schooldigger.com/go/MI/schools/0369004067/school.aspx,Avondale School District,https://www.schooldigger.com/go/MI/district/03690/search.aspx,2800 Waukegan St,Auburn Hills,https://www.schooldigger.com/go/MI/city/Auburn+Hills/search.aspx,48326,Oakland County,(248) 537-6100,No,No,No,No,1036,50.7,20.4,44.3,31.3,0.4,6.1,12.8,0.1,3,46.3,70.4
